LSOA11CD,LSOA name (2011),Local Authority District code (2019),Local Authority District name (2019),Index of Multiple Deprivation (IMD) Score,Income Score (rate),Employment Score (rate),"Education, Skills and Training Score",Health Deprivation and Disability Score,Crime Score,Barriers to Housing and Services Score,Living Environment Score,Income Deprivation Affecting Children Index (IDACI) Score (rate),Income Deprivation Affecting Older People (IDAOPI) Score (rate),Children and Young People Sub-domain Score,Adult Skills Sub-domain Score,Geographical Barriers Sub-domain Score,Wider Barriers Sub-domain Score,Indoors Sub-domain Score,Outdoors Sub-domain Score
E01004051,Southwark 027E,E09000028,Southwark,9.731,0.045,0.025,6.254,-0.228,-0.149,26.904,28.163,0.089,0.099,-0.197,0.104,-0.293,2.909,-0.407,1.595
E01004052,Southwark 024E,E09000028,Southwark,15.763,0.087,0.071,3.077,-0.414,0.397,28.71,32.355,0.06,0.25,-0.66,0.124,-0.23,3.134,0.202,1.296
E01004053,Southwark 001C,E09000028,Southwark,8.683,0.042,0.031,4.405,-0.249,-0.385,28.561,20.77,0.095,0.129,-0.426,0.106,-0.181,3.023,-0.751,1.214
E01004054,Southwark 001D,E09000028,Southwark,8.354,0.036,0.019,0.871,-0.41,-0.361,32.687,22.51,0.104,0.088,-1.251,0.095,0.306,2.567,-0.566,1.258
E01004055,Southwark 001E,E09000028,Southwark,38.922,0.229,0.168,28.213,0.443,0.803,46.772,23.38,0.224,0.39,-0.081,0.432,0.358,4.686,-0.751,1.415
E01004056,Southwark 008A,E09000028,Southwark,19.671,0.13,0.084,8.358,0.039,0.286,31.894,23.148,0.169,0.416,-0.102,0.178,-0.392,3.93,-0.32,1.13
E01004057,Southwark 008B,E09000028,Southwark,21.669,0.142,0.082,10.985,0.11,0.756,31.778,19.329,0.233,0.223,-0.014,0.221,-0.24,3.722,-0.482,0.926
E01004058,Southwark 008C,E09000028,Southwark,8.41,0.024,0.009,0.721,-0.678,0.245,28.683,27.947,0.085,0.106,-1.242,0.057,-0.117,2.907,0.16,0.989
E01004059,Southwark 008D,E09000028,Southwark,17.254,0.032,0.017,7.598,-0.088,1.322,30.646,43.357,0.093,0.181,-0.048,0.068,-0.325,3.635,0.918,0.903
E01004060,Southwark 008E,E09000028,Southwark,31.991,0.179,0.099,17.385,0.592,0.46,36.429,54.839,0.296,0.325,0.431,0.232,-0.484,4.618,1.136,1.342
E01004061,Southwark 025A,E09000028,Southwark,21.531,0.101,0.069,5.808,-0.205,1.389,28.903,36.312,0.128,0.191,-0.283,0.137,-0.562,3.653,0.445,1.276
E01004062,Southwark 025B,E09000028,Southwark,29.363,0.183,0.093,14.193,0.372,1.046,35.77,34.071,0.28,0.362,0.074,0.26,-0.888,4.786,0.058,1.613
E01004063,Southwark 025C,E09000028,Southwark,27.404,0.148,0.095,2.314,0.634,1.408,27.453,35.605,0.186,0.374,-1.046,0.169,-1.307,3.846,0.14,1.632
E01004064,Southwark 026D,E09000028,Southwark,30.525,0.207,0.12,15.923,0.338,0.908,32.388,30.553,0.271,0.35,0.005,0.296,-0.97,4.426,-0.141,1.555
E01004065,Southwark 025D,E09000028,Southwark,19.287,0.11,0.08,3.271,0.25,0.421,23.483,38.838,0.102,0.291,-0.697,0.152,-0.995,3.026,0.521,1.344
E01004066,Southwark 025E,E09000028,Southwark,23.913,0.166,0.114,8.408,-0.199,0.522,31.99,28.97,0.225,0.283,-0.354,0.234,-1.095,4.414,-0.435,1.668
E01004067,Southwark 022E,E09000028,Southwark,35.543,0.19,0.107,12.991,-0.067,1.977,38.682,48.747,0.258,0.309,-0.124,0.275,-1.245,5.22,0.489,2.134
E01004068,Southwark 026E,E09000028,Southwark,34.366,0.232,0.165,15.102,0.555,0.721,33.792,26.605,0.273,0.358,-0.181,0.311,-0.805,4.528,-0.419,1.48
E01004069,Southwark 031A,E09000028,Southwark,9.326,0.019,0.016,1.14,-1.205,1.011,14.718,35.648,0.023,0.069,-1.078,0.075,-0.432,0.519,0.347,1.365
E01004070,Southwark 031B,E09000028,Southwark,13.134,0.095,0.061,1.005,-0.519,0.009,23.724,32.3,0.085,0.191,-1.305,0.122,-0.686,2.829,0.284,1.179
E01004071,Southwark 030D,E09000028,Southwark,18.227,0.15,0.081,5.249,0.058,-0.423,26.762,28.221,0.212,0.286,-0.401,0.16,-0.68,3.398,-0.072,1.302
E01004072,Southwark 030E,E09000028,Southwark,9.199,0.051,0.043,1.335,-1.003,0.264,16.737,35.425,0.038,0.097,-1.1,0.113,-0.894,1.558,0.415,1.245
E01004073,Southwark 031C,E09000028,Southwark,8.556,0.061,0.034,0.696,-0.922,-0.147,17.929,35.61,0.073,0.133,-1.343,0.09,-1.24,2.001,0.448,1.211
E01004074,Southwark 031D,E09000028,Southwark,9.778,0.043,0.028,0.251,-1.161,0.58,15.689,42.925,0.056,0.083,-1.743,0.082,-1.087,1.453,0.616,1.505
E01004075,Southwark 031E,E09000028,Southwark,8.625,0.019,0.02,0.232,-1.3,0.718,11.476,41.649,0.017,0.047,-1.68,0.07,-0.764,0.208,0.755,1.144
E01004076,Sutton 011A,E09000029,Sutton,18.319,0.117,0.082,14.066,-0.463,-0.09,35.389,21.95,0.142,0.146,-0.4,0.32,0.685,1.812,0.272,0.166
E01004077,Sutton 011B,E09000029,Sutton,13.521,0.079,0.056,14.319,-0.473,0.279,26.267,19.457,0.128,0.076,-0.43,0.325,0.232,1.443,-0.154,0.607
E01004078,Sutton 011C,E09000029,Sutton,15.61,0.099,0.065,15.636,-0.32,-0.143,29.334,23.049,0.111,0.157,-0.662,0.355,0.149,2.344,0.325,0.189
E01004079,Sutton 011D,E09000029,Sutton,8.556,0.04,0.046,5.759,-0.958,0.445,20.593,19.438,0.047,0.055,-1.098,0.251,0.318,-0.241,-0.068,0.48
E01004080,Sutton 011E,E09000029,Sutton,9.86,0.058,0.055,7.212,-0.952,0.031,27.212,13.868,0.073,0.07,-0.8,0.259,0.626,0.147,-0.508,0.386
E01004081,Sutton 011F,E09000029,Sutton,12.414,0.085,0.068,11.397,-0.356,-0.708,22.259,22.579,0.104,0.066,-0.509,0.296,0.123,0.883,0.27,0.242
E01004082,Sutton 011G,E09000029,Sutton,5.317,0.046,0.04,8.315,-1.253,-0.533,11.688,16.078,0.054,0.078,-0.933,0.283,-0.768,0.271,-0.308,0.426
E01004083,Sutton 019A,E09000029,Sutton,44.327,0.308,0.22,45.655,0.912,0.447,28.144,7.956,0.421,0.327,0.971,0.444,-0.786,3.741,-1.012,0.049
E01004084,Sutton 024A,E09000029,Sutton,5.77,0.041,0.033,2.379,-1.337,-0.639,27.498,12.439,0.05,0.042,-2.057,0.205,0.733,-0.269,-0.73,0.399
E01004085,Sutton 024B,E09000029,Sutton,8.478,0.041,0.046,3.49,-1.278,-0.055,35.131,7.008,0.063,0.043,-1.09,0.208,1.002,0.441,-0.952,-0.102
E01004086,Sutton 019B,E09000029,Sutton,15.277,0.117,0.072,11.867,-0.498,0.509,20.33,16.192,0.146,0.165,-0.681,0.315,-0.637,2.074,-0.209,0.317
E01004087,Sutton 017A,E09000029,Sutton,5.727,0.046,0.044,3.212,-0.989,-0.22,18.832,10.029,0.064,0.045,-1.511,0.217,0.122,0.048,-0.713,0.117
E01004088,Sutton 019C,E09000029,Sutton,43.226,0.297,0.215,51.742,0.541,0.697,28.175,6.376,0.366,0.325,0.875,0.504,-0.348,3.233,-1.344,-0.032
E01004089,Sutton 019D,E09000029,Sutton,35.547,0.216,0.18,30.601,1.045,0.123,33.497,9.212,0.222,0.277,0.619,0.365,-0.485,4.24,-0.61,-0.063
E01004090,Sutton 021A,E09000029,Sutton,34.411,0.244,0.184,34.644,0.348,-0.773,34.543,17.064,0.256,0.279,0.916,0.349,-0.04,3.801,0.019,0.078
E01004091,Sutton 022A,E09000029,Sutton,4.563,0.031,0.034,2.737,-1.347,-2.354,28.383,6.076,0.045,0.024,-1.421,0.204,0.911,-0.976,-0.732,-0.418
E01004092,Sutton 022B,E09000029,Sutton,7.536,0.026,0.033,1.291,-1.57,0.118,30.956,19.58,0.028,0.042,-1.986,0.172,0.731,0.64,0.173,0.093
E01004093,Sutton 025A,E09000029,Sutton,5.418,0.037,0.04,1.38,-1.14,-0.37,23.636,10.748,0.029,0.066,-1.214,0.141,0.398,0.209,-0.411,-0.075
E01004094,Sutton 025B,E09000029,Sutton,4.481,0.041,0.037,3.488,-0.86,-1.039,15.149,14.918,0.041,0.085,-0.905,0.193,-0.684,1.002,-0.104,0.023
E01004095,Sutton 025C,E09000029,Sutton,5.625,0.028,0.049,1.145,-0.968,-1.099,22.791,18.01,0.018,0.041,-1.798,0.163,0.421,-0.103,-0.026,0.258
E01004096,Sutton 021B,E09000029,Sutton,18.894,0.115,0.077,8.169,-0.262,-0.291,33.988,37.444,0.151,0.205,-0.329,0.226,0.354,2.693,0.945,0.208
E01004097,Sutton 015A,E09000029,Sutton,4.804,0.047,0.035,3.106,-1.175,-0.394,14.893,14.435,0.076,0.053,-1.77,0.219,-0.47,0.634,-0.173,0.073
E01004098,Sutton 015B,E09000029,Sutton,5.989,0.06,0.031,3.139,-0.788,-0.391,13.298,20.263,0.075,0.107,-0.96,0.188,-1.077,0.913,0.21,0.094
E01004099,Sutton 015C,E09000029,Sutton,21.103,0.16,0.101,8.274,0.134,0.495,20.511,25.272,0.233,0.152,-0.377,0.234,-0.532,1.96,0.199,0.667
E01004100,Sutton 015D,E09000029,Sutton,7.356,0.067,0.049,5.087,-1.158,-0.148,12.642,18.341,0.11,0.055,-1.116,0.241,-0.87,0.621,0.024,0.214
E01004101,Sutton 013A,E09000029,Sutton,4.687,0.035,0.03,6.694,-1.265,-0.482,13.44,19.321,0.048,0.054,-1.484,0.276,-0.565,0.427,0.121,0.16
E01004102,Sutton 015E,E09000029,Sutton,10.815,0.052,0.077,5.847,-0.586,0.337,16.597,18.436,0.037,0.082,-0.92,0.244,-0.679,1.316,-0.114,0.435
E01004103,Sutton 013B,E09000029,Sutton,8.235,0.063,0.044,5.149,-0.79,-0.697,18.896,27.762,0.098,0.135,-0.951,0.233,-0.686,1.822,0.526,0.28
E01004104,Sutton 020A,E09000029,Sutton,4.084,0.032,0.032,3.046,-1.418,-0.615,13.273,20.449,0.038,0.044,-1.267,0.206,-0.315,-0.107,0.088,0.343
E01004105,Sutton 022C,E09000029,Sutton,5.081,0.053,0.048,2.522,-1.359,-0.657,12.324,14.377,0.07,0.045,-1.294,0.193,-0.59,0.186,-0.182,0.079
E01004106,Sutton 022D,E09000029,Sutton,3.091,0.019,0.026,1.101,-1.738,-0.726,20.481,10.302,0.02,0.029,-1.69,0.159,0.536,-1.411,-0.521,-0.009
E01004107,Sutton 020B,E09000029,Sutton,12.514,0.098,0.078,10.209,-0.37,-0.625,18.756,16.84,0.129,0.103,-0.585,0.287,-0.624,1.722,0.036,0.02
E01004108,Sutton 024C,E09000029,Sutton,13.133,0.069,0.049,9.547,-0.606,0.367,32.819,18.97,0.1,0.074,-0.375,0.256,0.951,0.077,0.065,0.216
E01004109,Sutton 024D,E09000029,Sutton,14.737,0.124,0.096,14.635,-0.36,-0.704,18.359,9.98,0.173,0.124,-0.181,0.305,-0.523,1.493,-0.251,-0.442
E01004110,Sutton 016A,E09000029,Sutton,9.204,0.073,0.057,5.648,-0.834,-0.854,18.917,24.763,0.101,0.088,-0.842,0.235,-0.922,2.046,0.262,0.5
E01004111,Sutton 016B,E09000029,Sutton,10.447,0.074,0.055,5.606,-0.092,-0.008,17.028,17.593,0.075,0.1,-1.143,0.25,-0.729,1.466,-0.128,0.363
E01004112,Sutton 016C,E09000029,Sutton,2.793,0.027,0.027,0.792,-1.353,-0.489,15.31,9.314,0.029,0.041,-1.624,0.138,-0.169,0.069,-0.713,0.036
E01004114,Sutton 025D,E09000029,Sutton,4.659,0.023,0.019,2.149,-1.495,-1.029,31.169,7.35,0.022,0.041,-1.544,0.192,1.013,-0.684,-0.748,-0.197
E01004115,Sutton 009A,E09000029,Sutton,6.163,0.051,0.032,9.726,-1.37,-0.555,19.179,15.781,0.058,0.09,-0.644,0.285,-0.013,0.589,-0.08,0.091
E01004116,Sutton 008A,E09000029,Sutton,6.392,0.066,0.041,6.146,-0.926,-0.517,15.673,12.422,0.092,0.086,-0.673,0.23,-0.157,0.127,-0.746,0.407
E01004117,Sutton 006A,E09000029,Sutton,4.051,0.02,0.024,9.254,-0.952,-1.04,15.622,15.067,0.032,0.048,-0.756,0.287,0.136,-0.922,-0.117,0.064
E01004118,Sutton 009B,E09000029,Sutton,9.787,0.074,0.053,9.409,-0.44,-0.278,17.149,18.628,0.113,0.093,-0.539,0.272,-1.008,1.726,-0.056,0.374
E01004119,Sutton 009C,E09000029,Sutton,9.583,0.039,0.036,16.685,-0.758,0.571,16.832,19.666,0.061,0.067,-0.549,0.359,-0.237,0.637,-0.007,0.409
E01004120,Sutton 016D,E09000029,Sutton,4.752,0.032,0.035,8.556,-1.369,-0.27,12.041,15.254,0.03,0.068,-1.119,0.293,-0.403,-0.24,-0.237,0.25
E01004121,Sutton 006B,E09000029,Sutton,8.307,0.068,0.047,5.502,-0.907,0.051,16.945,17.707,0.066,0.114,-0.981,0.241,-0.652,1.363,-0.117,0.359
E01004122,Sutton 008B,E09000029,Sutton,5.319,0.035,0.042,3.701,-0.793,-0.462,15.803,16.826,0.023,0.07,-1.098,0.213,-0.2,0.281,-0.008,0.096
E01004123,Sutton 002A,E09000029,Sutton,28.156,0.154,0.102,20.585,-0.064,0.802,29.228,49.851,0.22,0.251,0.047,0.344,-0.544,3.703,1.052,1.15
E01004124,Sutton 002B,E09000029,Sutton,23.237,0.166,0.12,30.821,-0.31,-0.65,25.683,25.225,0.223,0.152,0.076,0.439,-0.346,2.759,0.488,0.09
E01004125,Sutton 001A,E09000029,Sutton,31.639,0.199,0.127,29.156,0.262,0.861,27.24,35.243,0.218,0.313,0.338,0.393,-0.577,3.369,0.734,0.598
E01004126,Sutton 002C,E09000029,Sutton,31.361,0.214,0.13,33.937,0.076,0.733,27.779,29.349,0.309,0.178,0.508,0.415,-0.343,3.149,0.436,0.658
E01004127,Sutton 005A,E09000029,Sutton,19.777,0.105,0.086,23.379,-0.03,0.377,24.78,26.052,0.121,0.131,0.126,0.363,-0.274,2.433,0.416,0.339
E01004128,Sutton 002D,E09000029,Sutton,23.682,0.154,0.116,27.294,0.179,-1.068,28.19,26.595,0.202,0.234,0.329,0.376,-0.187,2.961,0.628,-0.118
E01004129,Sutton 002E,E09000029,Sutton,34.12,0.217,0.141,38.661,0.404,0.523,31.172,31.093,0.261,0.282,0.659,0.434,-0.252,3.617,0.387,0.918
E01004130,Sutton 003A,E09000029,Sutton,10.222,0.068,0.045,11.797,-0.798,0.03,20.963,22.569,0.083,0.097,-0.606,0.309,-0.08,1.177,0.267,0.246
E01004131,Sutton 003B,E09000029,Sutton,11.154,0.068,0.058,13.294,-0.401,-0.5,20.99,22.861,0.077,0.086,-0.52,0.32,-0.225,1.54,0.186,0.428
E01004132,Sutton 009D,E09000029,Sutton,6.647,0.038,0.026,12.645,-1.13,-0.138,18.399,19.344,0.039,0.079,-0.642,0.322,-0.056,0.529,0.096,0.206
E01004133,Sutton 009E,E09000029,Sutton,6.482,0.043,0.032,13.233,-0.906,-0.599,16.574,18.95,0.044,0.073,-1.379,0.353,-0.092,0.159,0.099,0.155
E01004134,Sutton 003C,E09000029,Sutton,11.832,0.079,0.061,12.89,-0.617,-0.231,16.572,28.225,0.086,0.128,-0.647,0.325,-0.906,1.532,0.216,0.927
E01004135,Sutton 003D,E09000029,Sutton,7.552,0.047,0.042,16.059,-0.828,-0.054,13.439,13.811,0.081,0.052,-0.433,0.344,-1.083,0.955,-0.443,0.317
E01004136,Sutton 003E,E09000029,Sutton,8.396,0.052,0.053,13.01,-0.69,-0.356,15.581,17.536,0.07,0.069,-0.821,0.335,-0.386,0.646,-0.263,0.533
E01004137,Sutton 012A,E09000029,Sutton,16.018,0.089,0.063,3.72,-0.238,0.86,21.855,32.141,0.11,0.123,-0.992,0.207,-0.831,2.588,0.699,0.341
E01004138,Sutton 013C,E09000029,Sutton,14.166,0.093,0.064,13.35,-0.614,-0.3,21.292,34.544,0.132,0.107,0.197,0.217,-0.536,2.141,0.804,0.311
E01004139,Sutton 013D,E09000029,Sutton,9.611,0.064,0.051,5.8,-0.665,-0.094,19.168,25.654,0.075,0.087,-0.857,0.239,-0.643,1.829,0.309,0.509
E01004140,Sutton 012B,E09000029,Sutton,33.998,0.215,0.141,21.768,0.929,0.426,32.369,32.096,0.259,0.357,0.01,0.361,-0.392,3.996,0.623,0.527
E01004141,Sutton 012C,E09000029,Sutton,21.087,0.165,0.11,12.102,-0.071,0.306,24.97,16.537,0.227,0.194,-0.456,0.301,-0.539,2.905,-0.069,0.159
E01004142,Sutton 012D,E09000029,Sutton,25.999,0.207,0.105,16.943,0.257,0.169,32.599,20.87,0.318,0.348,0.116,0.292,-0.118,3.62,0.181,0.22
E01004143,Sutton 014A,E09000029,Sutton,11.79,0.084,0.056,7.03,-0.604,-0.284,20.335,31.699,0.082,0.208,-0.754,0.253,-0.396,1.721,0.684,0.325
E01004144,Sutton 007A,E09000029,Sutton,8.77,0.064,0.044,6.167,-1.034,-0.055,22.126,20.939,0.104,0.055,-0.808,0.242,0.13,0.835,0.007,0.529
E01004145,Sutton 007B,E09000029,Sutton,12.273,0.088,0.054,10.959,-0.77,0.137,23.229,22.927,0.131,0.087,-0.883,0.315,0.106,1.158,0.188,0.432
E01004146,Sutton 007C,E09000029,Sutton,12.483,0.072,0.058,9.718,-0.528,-0.193,23.837,30.821,0.076,0.116,-1.014,0.305,-0.115,1.891,0.55,0.558
E01004147,Sutton 007D,E09000029,Sutton,9.428,0.065,0.053,9.202,-0.47,-0.194,19.537,15.85,0.055,0.099,-0.98,0.297,-0.089,0.875,-0.316,0.41
E01004148,Sutton 014B,E09000029,Sutton,23.361,0.18,0.106,20.282,-0.403,0.008,31.138,25.836,0.236,0.221,0.066,0.338,0.168,2.666,0.37,0.409
E01004149,Sutton 012E,E09000029,Sutton,9.979,0.062,0.054,9.861,-0.592,-0.256,21.336,21.527,0.075,0.091,-0.609,0.284,-0.416,1.955,-0.002,0.609
E01004150,Sutton 021C,E09000029,Sutton,21.634,0.165,0.108,9.976,0.181,-0.502,30.08,22.771,0.22,0.203,-0.126,0.225,-0.143,3.223,0.356,0.096
E01004151,Sutton 021D,E09000029,Sutton,14.853,0.074,0.069,4.743,0.2,-0.358,32.279,22.345,0.098,0.109,-0.694,0.203,0.327,2.414,0.328,0.103
E01004152,Sutton 018A,E09000029,Sutton,14.903,0.112,0.062,10.498,-0.335,-0.132,25.284,27.279,0.131,0.172,-0.05,0.219,-0.288,2.569,0.513,0.255
E01004153,Sutton 021E,E09000029,Sutton,13.116,0.085,0.052,5.885,-0.528,-0.185,32.857,24.528,0.085,0.148,-0.532,0.208,0.351,2.449,0.394,0.217
E01004154,Sutton 022E,E09000029,Sutton,4.873,0.037,0.047,0.922,-1.288,-0.86,19.982,13.544,0.025,0.043,-1.686,0.149,0.186,0.104,-0.273,0.101
E01004155,Sutton 018B,E09000029,Sutton,8.123,0.051,0.035,3.279,-0.586,-0.608,30.059,16.773,0.069,0.096,-0.752,0.166,0.323,1.954,0.037,0.01
E01004156,Sutton 018C,E09000029,Sutton,9.004,0.057,0.03,1.98,-0.627,0.268,25.482,21.19,0.069,0.145,-1.048,0.154,-0.3,2.636,0.115,0.38
E01004157,Sutton 016E,E09000029,Sutton,3.327,0.026,0.021,2.666,-1.141,-0.726,13.855,17.676,0.041,0.039,-1.18,0.191,-0.158,-0.351,-0.45,0.741
E01004158,Sutton 018D,E09000029,Sutton,7.905,0.061,0.047,2.572,-0.767,-0.713,22.963,21.106,0.07,0.105,-1.095,0.183,-0.094,1.655,0.141,0.323
E01004159,Sutton 014C,E09000029,Sutton,14.179,0.091,0.065,17.588,-0.593,-0.164,24.006,25.291,0.119,0.123,-0.096,0.329,0.167,1.136,0.405,0.278
E01004160,Sutton 014D,E09000029,Sutton,9.329,0.069,0.05,5.653,-0.761,-0.609,20.647,27.051,0.096,0.06,-0.725,0.226,-0.31,1.632,0.448,0.384
E01004161,Sutton 014E,E09000029,Sutton,8.007,0.041,0.043,10.398,-0.846,-0.526,27.773,13.252,0.047,0.09,-0.336,0.265,0.535,0.684,-0.476,0.289
E01004162,Sutton 018E,E09000029,Sutton,11.476,0.086,0.059,1.85,-0.096,-0.016,20.907,18.397,0.09,0.176,-1.392,0.177,-0.845,2.401,-0.013,0.281
E01004163,Sutton 005B,E09000029,Sutton,14.594,0.085,0.062,16.9,-0.7,0.294,19.013,33.014,0.103,0.084,-0.412,0.352,-0.166,0.974,0.673,0.498
E01004164,Sutton 004A,E09000029,Sutton,12.098,0.041,0.044,13.657,-0.445,0.181,20.047,39.602,0.049,0.072,-0.487,0.322,-0.201,1.28,0.949,0.426
E01004165,Sutton 005C,E09000029,Sutton,16.373,0.101,0.081,11.946,0.065,0.323,18.04,23.038,0.103,0.168,-0.41,0.295,-1.169,1.998,0.273,0.286
E01004166,Sutton 004B,E09000029,Sutton,11.417,0.08,0.069,6.007,-0.478,-0.039,19.728,18.76,0.061,0.128,-0.948,0.248,-0.373,1.55,-0.014,0.322
E01004167,Sutton 005D,E09000029,Sutton,31.388,0.251,0.141,29.661,0.55,0.316,22.615,17.496,0.405,0.213,0.552,0.367,-0.923,2.813,-0.013,0.179
E01004168,Sutton 013E,E09000029,Sutton,8.689,0.042,0.044,15.858,-0.599,0.167,13.811,19.172,0.045,0.068,-0.578,0.352,-0.67,0.682,0.122,0.139
E01004169,Sutton 004C,E09000029,Sutton,27.196,0.195,0.113,21.871,0.022,0.168,35.549,27.223,0.291,0.124,0.306,0.322,0.571,2.246,0.54,0.186
E01004170,Sutton 017B,E09000029,Sutton,10.215,0.067,0.044,5.047,-0.913,-0.237,18.085,37.92,0.074,0.102,-1.012,0.235,-1.087,1.962,0.889,0.435
E01004171,Sutton 010A,E09000029,Sutton,6.369,0.044,0.038,6.489,-0.839,-0.111,15.333,18.196,0.029,0.085,-0.836,0.249,-0.543,0.843,-0.646,0.94
E01004172,Sutton 010B,E09000029,Sutton,20.888,0.178,0.119,9.781,-0.252,-0.076,23.002,22.363,0.238,0.168,-0.477,0.272,-0.858,2.839,-0.023,0.726
E01004173,Sutton 010C,E09000029,Sutton,13.552,0.087,0.083,10.747,-0.424,0.023,17.073,22.336,0.083,0.111,-0.777,0.307,-0.621,1.349,0.121,0.496
E01004174,Sutton 017C,E09000029,Sutton,17.325,0.101,0.105,8.874,-0.337,0.181,21.386,29.047,0.068,0.1,-0.248,0.227,-0.715,2.378,0.342,0.805
E01004175,Sutton 010D,E09000029,Sutton,10.891,0.071,0.068,11.344,-0.672,-1.068,26.271,14.46,0.066,0.107,-0.76,0.313,0.166,1.64,-0.179,0.084
E01004176,Sutton 010E,E09000029,Sutton,11.911,0.074,0.063,6.569,-0.563,0.13,20.633,26.353,0.09,0.111,-0.818,0.25,-0.454,1.87,0.242,0.706
E01004177,Sutton 020C,E09000029,Sutton,18.938,0.14,0.093,8.612,0.153,-0.018,21.271,28.262,0.165,0.198,-0.674,0.272,-0.73,2.372,0.428,0.555
E01004178,Sutton 017D,E09000029,Sutton,17.18,0.119,0.074,7.171,-0.23,0.137,22.079,37.094,0.139,0.193,-0.83,0.261,-1.026,2.777,0.897,0.32
E01004179,Sutton 017E,E09000029,Sutton,7.235,0.046,0.036,4.483,-1.192,-0.229,21.07,25.933,0.046,0.073,-0.86,0.214,-0.034,1.076,0.506,0.121
E01004180,Sutton 020D,E09000029,Sutton,5.028,0.044,0.045,2.786,-1.385,-0.473,18.29,10.746,0.049,0.064,-1.527,0.208,0.184,-0.338,-0.466,-0.01
E01004181,Sutton 020E,E09000029,Sutton,16.45,0.108,0.095,6.415,-0.247,-0.85,27.317,29.413,0.128,0.114,-1.18,0.265,0.189,1.788,0.654,0.142
E01004182,Sutton 019E,E09000029,Sutton,25.061,0.199,0.14,15.833,-0.22,-0.164,25.416,28.376,0.234,0.2,-0.485,0.346,-0.446,2.852,0.574,0.236
E01004183,Sutton 001B,E09000029,Sutton,28.494,0.201,0.12,33.828,0.207,0.333,24.926,27.714,0.271,0.282,0.579,0.403,-1.091,3.344,0.288,0.761
E01004184,Sutton 001C,E09000029,Sutton,29.765,0.201,0.137,29.214,-0.196,0.637,30.752,26.674,0.258,0.22,0.215,0.409,-0.075,3.202,0.327,0.587
E01004185,Sutton 001D,E09000029,Sutton,43.208,0.278,0.211,35.859,0.446,0.789,38.655,20.815,0.346,0.314,0.488,0.434,0.2,3.933,-0.039,0.586
E01004186,Sutton 004D,E09000029,Sutton,13.757,0.09,0.063,9.749,-0.555,0.2,21.464,29.398,0.118,0.122,-0.355,0.257,-0.984,2.627,0.687,0.059
E01004187,Sutton 005E,E09000029,Sutton,22.532,0.127,0.09,23.111,0.284,0.082,30.63,27.184,0.112,0.264,0.058,0.369,0.25,2.305,0.419,0.453
E01004188,Sutton 004E,E09000029,Sutton,13.983,0.106,0.063,14.959,-0.72,-0.062,21.37,25.73,0.162,0.131,-0.18,0.309,-1.903,2.82,0.349,0.438
E01004189,Sutton 001E,E09000029,Sutton,28.594,0.176,0.147,29.555,-0.095,0.47,26.854,29.638,0.192,0.23,0.169,0.418,-0.397,3.066,0.524,0.491
E01004190,Sutton 008C,E09000029,Sutton,4.657,0.04,0.027,6.749,-1.315,-0.441,15.292,15.837,0.06,0.051,-1.059,0.266,-0.245,0.259,-0.13,0.17
E01004191,Sutton 008D,E09000029,Sutton,7.762,0.056,0.043,11.734,-1.392,-0.24,17.39,19.858,0.073,0.083,-0.314,0.282,-0.7,1.517,-0.154,0.649
E01004192,Sutton 006C,E09000029,Sutton,11.343,0.081,0.065,14.15,-0.668,-0.618,21.658,17.393,0.096,0.122,0.137,0.246,-0.163,1.549,0.072,0.024
E01004193,Sutton 006D,E09000029,Sutton,12.377,0.096,0.051,16.219,-1.041,-0.439,30.77,12.171,0.148,0.122,0.264,0.253,0.415,1.787,-0.249,-0.1
E01004194,Sutton 008E,E09000029,Sutton,11.041,0.073,0.066,7.416,-0.573,-0.092,22.046,17.118,0.115,0.073,-0.833,0.265,-0.004,1.221,-0.074,0.232
E01004195,Sutton 006E,E09000029,Sutton,9.504,0.069,0.039,9.854,-0.862,0.046,19.392,23.907,0.076,0.13,-0.288,0.25,-0.871,2.105,0.275,0.38
E01004196,Sutton 008F,E09000029,Sutton,5.776,0.049,0.036,6.176,-0.906,-0.635,18.678,14.408,0.079,0.071,-1.193,0.262,-0.112,0.746,-0.269,0.194
E01004197,Tower Hamlets 002A,E09000030,Tower Hamlets,27.495,0.184,0.103,9.012,0.43,0.73,27.049,40.716,0.233,0.397,-0.704,0.28,-1.674,3.836,0.18,1.947
E01004198,Tower Hamlets 002B,E09000030,Tower Hamlets,42.068,0.273,0.167,25.548,1.146,1.152,28.331,31.078,0.252,0.587,0.015,0.398,-1.497,4.003,-0.825,2.017
E01004199,Tower Hamlets 002C,E09000030,Tower Hamlets,43.877,0.296,0.176,33.984,0.416,1.486,29.918,33.528,0.287,0.532,-0.114,0.482,-1.331,4.185,-1.122,2.329
E01004200,Tower Hamlets 005A,E09000030,Tower Hamlets,27.239,0.14,0.062,3.34,0.369,0.564,32.914,75.606,0.308,0.502,-0.77,0.171,-1.664,4.611,1.449,2.14
E01004201,Tower Hamlets 002D,E09000030,Tower Hamlets,25.908,0.201,0.109,13.348,0.183,0.338,28.164,31.073,0.243,0.463,0.003,0.26,-0.859,3.785,-0.175,1.626
E01004202,Tower Hamlets 005B,E09000030,Tower Hamlets,25.423,0.152,0.076,6.408,0.402,1.15,29.048,37.885,0.285,0.517,-0.578,0.225,-1.245,4.052,-0.339,2.281
