LSOA21CD,All categories: Economic activity_weighted,Economically active: Total_weighted,Economically active: Employee: Part-time_weighted,Economically active: Employee: Full-time_weighted,Economically active: Self-employed with employees: Part-time_weighted,Economically active: Self-employed with employees: Full-time_weighted,Economically active: Self-employed without employees: Part-time_weighted,Economically active: Self-employed without employees: Full-time_weighted,Economically active: Unemployed_weighted,Economically active: Full-time student_weighted,Economically inactive: Total_weighted,Economically inactive: Retired_weighted,Economically inactive: Student (including full-time students)_weighted,Economically inactive: Looking after home or family_weighted,Economically inactive: Long-term sick or disabled_weighted,Economically inactive: Other_weighted
E01002331,1104.0,783.0,155.0,432.0,1.0,29.0,27.0,60.0,45.0,34.0,321.0,171.0,40.0,52.0,28.0,30.0
E01002332,1168.0,833.0,181.0,455.0,4.0,15.0,29.0,88.0,46.0,15.0,335.0,202.0,35.0,47.0,27.0,24.0
E01002333,942.0,669.0,154.0,320.0,0.0,14.0,29.0,87.0,31.0,34.0,273.0,160.0,36.0,40.0,29.0,8.0
E01002334,1252.0,863.0,177.0,425.0,9.0,28.0,55.0,94.0,40.0,35.0,389.0,245.0,52.0,48.0,25.0,19.0
E01002335,1063.0,759.0,163.0,432.0,1.0,16.0,20.0,64.0,44.0,19.0,304.0,147.0,42.0,56.0,42.0,17.0
E01002336,1083.0,751.0,163.0,369.0,8.0,23.0,42.0,82.0,40.0,24.0,332.0,200.0,42.0,50.0,20.0,20.0
E01002337,914.0,613.0,124.0,324.0,4.0,40.0,31.0,51.0,20.0,19.0,301.0,162.0,49.0,55.0,18.0,17.0
E01002338,980.0,722.0,144.0,407.0,0.0,18.0,20.0,72.0,35.0,26.0,258.0,132.0,29.0,48.0,29.0,20.0
E01002339,1155.0,807.0,190.0,409.0,7.0,29.0,33.0,81.0,28.0,30.0,348.0,199.0,64.0,47.0,17.0,21.0
E01002340,993.0,740.0,155.0,426.0,2.0,16.0,15.0,64.0,36.0,26.0,253.0,126.0,47.0,51.0,13.0,16.0
E01002341,976.0,677.0,136.0,376.0,6.0,18.0,26.0,70.0,25.0,20.0,299.0,189.0,33.0,35.0,26.0,16.0
E01002342,1121.0,814.0,160.0,450.0,3.0,17.0,14.0,49.0,79.0,42.0,307.0,120.0,65.0,64.0,30.0,28.0
E01002343,1253.0,858.0,203.0,435.0,8.0,26.0,31.0,82.0,43.0,30.0,395.0,232.0,51.0,48.0,39.0,25.0
E01002344,1118.0,749.0,150.0,409.0,5.0,19.0,37.0,63.0,34.0,32.0,369.0,220.0,43.0,58.0,25.0,23.0
E01002345,1175.0,867.0,152.0,485.0,6.0,9.0,31.0,61.0,92.0,31.0,308.0,79.0,54.0,82.0,60.0,33.0
E01002346,1128.0,826.0,169.0,476.0,5.0,10.0,16.0,48.0,73.0,29.0,302.0,112.0,58.0,51.0,51.0,30.0
E01002347,1029.0,727.0,152.0,399.0,3.0,18.0,25.0,50.0,46.0,34.0,302.0,153.0,52.0,49.0,28.0,20.0
E01002348,1140.0,769.0,179.0,391.0,8.0,21.0,33.0,83.0,26.0,28.0,371.0,254.0,45.0,30.0,27.0,15.0
E01002349,1140.0,817.0,158.0,452.0,2.0,14.0,26.0,86.0,45.0,34.0,323.0,177.0,51.0,41.0,34.0,20.0
E01002350,1150.0,802.0,113.0,472.0,9.0,16.0,35.0,57.0,66.0,34.0,348.0,138.0,42.0,57.0,49.0,62.0
E01002351,1191.0,925.0,152.0,564.0,2.0,18.0,20.0,78.0,58.0,33.0,266.0,127.0,40.0,43.0,39.0,17.0
E01002352,1223.0,943.0,156.0,569.0,6.0,24.0,32.0,64.0,61.0,31.0,280.0,110.0,47.0,60.0,32.0,31.0
E01002353,1481.0,1050.0,170.0,591.0,10.0,34.0,40.0,100.0,69.0,36.0,431.0,236.0,71.0,65.0,38.0,21.0
E01002354,958.0,700.0,134.0,402.0,6.0,25.0,29.0,62.0,23.0,19.0,258.0,150.0,37.0,36.0,21.0,14.0
E01002355,1071.0,794.0,157.0,474.0,4.0,19.0,32.0,61.0,30.0,17.0,277.0,168.0,31.0,40.0,29.0,9.0
E01002356,1597.0,1198.0,189.0,639.0,3.0,43.0,45.0,71.0,134.0,74.0,399.0,109.0,68.0,95.0,88.0,39.0
E01002358,1407.0,1103.0,173.0,666.0,8.0,20.0,30.0,89.0,80.0,37.0,304.0,110.0,52.0,75.0,39.0,28.0
E01002359,938.0,691.0,155.0,384.0,1.0,19.0,25.0,54.0,21.0,32.0,247.0,131.0,48.0,41.0,12.0,15.0
E01002360,963.0,652.0,139.0,357.0,2.0,17.0,28.0,56.0,30.0,23.0,311.0,202.0,42.0,34.0,25.0,8.0
E01002361,1264.0,944.0,181.0,525.0,3.0,25.0,17.0,89.0,70.0,34.0,320.0,168.0,39.0,53.0,39.0,21.0
E01002362,1116.0,813.0,137.0,475.0,7.0,24.0,34.0,71.0,40.0,25.0,303.0,166.0,62.0,42.0,19.0,14.0
E01002363,1144.0,795.0,167.0,435.0,7.0,22.0,21.0,61.0,59.0,23.0,349.0,185.0,53.0,56.0,37.0,18.0
E01002364,1017.0,706.0,126.0,420.0,2.0,16.0,20.0,60.0,37.0,25.0,311.0,213.0,30.0,30.0,23.0,15.0
E01002365,955.0,699.0,155.0,390.0,5.0,11.0,21.0,60.0,30.0,27.0,256.0,128.0,57.0,27.0,28.0,16.0
E01002366,1081.0,811.0,155.0,468.0,3.0,12.0,25.0,78.0,37.0,33.0,270.0,136.0,52.0,43.0,17.0,22.0
E01002367,1165.0,873.0,181.0,496.0,1.0,20.0,26.0,82.0,47.0,20.0,292.0,154.0,55.0,33.0,25.0,25.0
E01002368,1141.0,786.0,144.0,394.0,5.0,19.0,27.0,47.0,118.0,32.0,355.0,131.0,53.0,70.0,70.0,31.0
E01002369,1369.0,936.0,175.0,513.0,2.0,19.0,28.0,87.0,67.0,45.0,433.0,204.0,71.0,85.0,41.0,32.0
E01002370,1425.0,1028.0,198.0,546.0,6.0,19.0,33.0,78.0,104.0,44.0,397.0,168.0,64.0,77.0,64.0,24.0
E01002371,1156.0,788.0,157.0,433.0,4.0,21.0,21.0,71.0,36.0,45.0,368.0,198.0,43.0,57.0,42.0,28.0
E01002372,1150.0,829.0,183.0,442.0,4.0,13.0,29.0,73.0,46.0,39.0,321.0,171.0,64.0,42.0,23.0,21.0
E01002373,1119.0,801.0,184.0,433.0,1.0,20.0,17.0,73.0,47.0,26.0,318.0,169.0,47.0,49.0,37.0,16.0
E01002374,1099.0,801.0,136.0,450.0,4.0,22.0,24.0,78.0,50.0,37.0,298.0,138.0,66.0,54.0,26.0,14.0
E01002375,1132.0,767.0,172.0,389.0,5.0,13.0,26.0,59.0,74.0,29.0,365.0,159.0,51.0,70.0,59.0,26.0
E01002376,1074.0,793.0,172.0,423.0,5.0,24.0,38.0,89.0,21.0,21.0,281.0,159.0,42.0,41.0,19.0,20.0
E01002377,1189.0,894.0,179.0,513.0,7.0,29.0,29.0,75.0,32.0,30.0,295.0,143.0,53.0,48.0,28.0,23.0
E01002378,1237.0,914.0,194.0,518.0,9.0,17.0,22.0,85.0,33.0,36.0,323.0,155.0,77.0,52.0,21.0,18.0
E01002379,1097.0,797.0,147.0,432.0,2.0,36.0,24.0,82.0,40.0,34.0,300.0,160.0,56.0,48.0,18.0,18.0
E01002380,1597.0,1231.0,175.0,817.0,6.0,19.0,24.0,81.0,87.0,22.0,366.0,166.0,43.0,80.0,52.0,25.0
E01002381,1129.0,811.0,138.0,459.0,7.0,23.0,38.0,78.0,35.0,33.0,318.0,168.0,49.0,43.0,31.0,27.0
E01002382,1331.0,995.0,168.0,589.0,2.0,35.0,38.0,98.0,31.0,34.0,336.0,177.0,49.0,56.0,33.0,21.0
E01002383,1158.0,861.0,152.0,512.0,4.0,20.0,34.0,69.0,35.0,35.0,297.0,161.0,55.0,46.0,23.0,12.0
E01002384,1089.0,780.0,158.0,454.0,6.0,27.0,24.0,65.0,25.0,21.0,309.0,190.0,49.0,42.0,17.0,11.0
E01002385,1142.0,819.0,177.0,439.0,4.0,19.0,43.0,83.0,30.0,24.0,323.0,173.0,65.0,56.0,14.0,15.0
E01002386,1344.0,1024.0,168.0,662.0,3.0,30.0,35.0,60.0,37.0,29.0,320.0,176.0,47.0,54.0,25.0,18.0
E01002387,1127.0,798.0,166.0,443.0,5.0,31.0,37.0,58.0,25.0,33.0,329.0,187.0,56.0,55.0,15.0,16.0
E01002388,1180.0,838.0,174.0,482.0,8.0,17.0,25.0,68.0,32.0,32.0,342.0,209.0,64.0,47.0,9.0,13.0
E01002389,1104.0,726.0,165.0,380.0,5.0,22.0,31.0,66.0,28.0,29.0,378.0,261.0,37.0,58.0,9.0,13.0
E01002390,1054.0,720.0,166.0,379.0,5.0,30.0,28.0,60.0,20.0,32.0,334.0,201.0,50.0,57.0,10.0,16.0
E01002391,1072.0,749.0,168.0,408.0,5.0,28.0,28.0,49.0,33.0,30.0,323.0,180.0,61.0,41.0,22.0,19.0
E01002392,1075.0,734.0,131.0,394.0,2.0,9.0,27.0,40.0,85.0,46.0,341.0,71.0,73.0,88.0,61.0,48.0
E01002393,1391.0,978.0,152.0,553.0,4.0,15.0,24.0,67.0,92.0,71.0,413.0,114.0,89.0,110.0,45.0,55.0
E01002394,1101.0,724.0,126.0,416.0,2.0,22.0,17.0,45.0,56.0,40.0,377.0,104.0,109.0,88.0,43.0,33.0
E01002395,1054.0,732.0,128.0,401.0,7.0,23.0,17.0,44.0,60.0,52.0,322.0,80.0,110.0,70.0,30.0,32.0
E01002396,1241.0,825.0,156.0,450.0,6.0,17.0,22.0,40.0,68.0,66.0,416.0,109.0,125.0,90.0,48.0,44.0
E01002397,1248.0,864.0,136.0,459.0,4.0,19.0,23.0,28.0,94.0,101.0,384.0,95.0,115.0,91.0,30.0,53.0
E01002398,1312.0,937.0,155.0,508.0,5.0,26.0,21.0,64.0,75.0,83.0,375.0,112.0,113.0,65.0,39.0,46.0
E01002399,1172.0,809.0,140.0,469.0,6.0,19.0,19.0,45.0,44.0,67.0,363.0,108.0,98.0,75.0,40.0,42.0
E01002400,1288.0,863.0,136.0,481.0,3.0,25.0,23.0,49.0,60.0,86.0,425.0,142.0,96.0,85.0,59.0,43.0
E01002401,1224.0,843.0,160.0,453.0,9.0,20.0,19.0,51.0,71.0,60.0,381.0,99.0,100.0,84.0,50.0,48.0
E01002402,1075.0,728.0,135.0,392.0,4.0,6.0,20.0,37.0,70.0,64.0,347.0,89.0,107.0,66.0,57.0,28.0
E01002403,1227.0,804.0,145.0,437.0,7.0,16.0,30.0,37.0,56.0,76.0,423.0,106.0,127.0,94.0,56.0,40.0
E01002404,1259.0,867.0,163.0,507.0,6.0,15.0,21.0,38.0,84.0,33.0,392.0,102.0,66.0,110.0,71.0,43.0
E01002405,1401.0,991.0,154.0,532.0,8.0,31.0,22.0,67.0,101.0,76.0,410.0,102.0,111.0,93.0,49.0,55.0
E01002408,1159.0,804.0,134.0,455.0,4.0,16.0,11.0,39.0,48.0,97.0,355.0,102.0,115.0,58.0,53.0,27.0
E01002409,1248.0,837.0,147.0,464.0,4.0,20.0,17.0,57.0,71.0,57.0,411.0,144.0,117.0,72.0,43.0,35.0
E01002410,1308.0,936.0,150.0,530.0,2.0,27.0,24.0,68.0,61.0,74.0,372.0,151.0,105.0,45.0,47.0,24.0
E01002411,1290.0,809.0,143.0,401.0,1.0,17.0,23.0,43.0,62.0,119.0,481.0,123.0,234.0,68.0,37.0,19.0
E01002412,1787.0,1239.0,166.0,726.0,7.0,26.0,39.0,88.0,50.0,137.0,548.0,141.0,261.0,63.0,50.0,33.0
E01002413,1093.0,779.0,127.0,402.0,4.0,18.0,21.0,50.0,75.0,82.0,314.0,82.0,98.0,59.0,43.0,32.0
E01002414,3058.0,1423.0,97.0,422.0,3.0,12.0,22.0,38.0,33.0,796.0,1635.0,85.0,1483.0,21.0,23.0,23.0
E01002415,1256.0,963.0,184.0,576.0,7.0,18.0,26.0,83.0,29.0,40.0,293.0,155.0,58.0,46.0,23.0,11.0
E01002416,1267.0,959.0,184.0,559.0,3.0,23.0,27.0,88.0,44.0,31.0,308.0,140.0,70.0,63.0,19.0,16.0
E01002417,1135.0,831.0,146.0,503.0,0.0,21.0,47.0,51.0,37.0,26.0,304.0,174.0,49.0,47.0,18.0,16.0
E01002418,1234.0,903.0,174.0,519.0,5.0,21.0,37.0,81.0,39.0,27.0,331.0,157.0,66.0,56.0,38.0,14.0
E01002419,1107.0,834.0,149.0,512.0,4.0,16.0,39.0,59.0,37.0,18.0,273.0,141.0,51.0,43.0,23.0,15.0
E01002420,1153.0,872.0,141.0,538.0,1.0,13.0,38.0,64.0,48.0,29.0,281.0,121.0,54.0,63.0,22.0,21.0
E01002421,1196.0,880.0,164.0,499.0,3.0,25.0,35.0,91.0,41.0,22.0,316.0,168.0,50.0,55.0,22.0,21.0
E01002422,1010.0,718.0,149.0,411.0,4.0,16.0,16.0,52.0,42.0,28.0,292.0,106.0,77.0,62.0,29.0,18.0
E01002423,1196.0,878.0,169.0,521.0,7.0,13.0,16.0,62.0,44.0,46.0,318.0,148.0,67.0,49.0,35.0,19.0
E01002424,1136.0,805.0,135.0,486.0,4.0,24.0,17.0,55.0,37.0,47.0,331.0,117.0,93.0,69.0,24.0,28.0
E01002425,1333.0,864.0,140.0,469.0,4.0,9.0,17.0,52.0,89.0,84.0,469.0,122.0,183.0,79.0,47.0,38.0
E01002426,1199.0,857.0,172.0,492.0,9.0,21.0,25.0,46.0,60.0,32.0,342.0,118.0,64.0,84.0,33.0,43.0
E01002427,1084.0,820.0,165.0,467.0,0.0,18.0,20.0,54.0,42.0,54.0,264.0,118.0,51.0,53.0,22.0,20.0
E01002428,1054.0,786.0,136.0,467.0,3.0,16.0,21.0,76.0,29.0,38.0,268.0,119.0,57.0,47.0,18.0,27.0
E01002429,989.0,694.0,122.0,381.0,3.0,7.0,22.0,40.0,60.0,59.0,295.0,88.0,84.0,67.0,30.0,26.0
E01002430,1097.0,784.0,151.0,451.0,3.0,28.0,36.0,51.0,32.0,32.0,313.0,191.0,54.0,38.0,14.0,16.0
E01002431,1004.0,722.0,118.0,395.0,7.0,17.0,45.0,69.0,31.0,40.0,282.0,161.0,53.0,40.0,8.0,20.0
E01002432,1153.0,878.0,162.0,500.0,5.0,28.0,33.0,81.0,36.0,33.0,275.0,151.0,52.0,42.0,11.0,19.0
E01002433,1345.0,950.0,175.0,558.0,4.0,27.0,40.0,73.0,47.0,26.0,395.0,172.0,88.0,69.0,47.0,19.0
E01002434,954.0,683.0,140.0,350.0,2.0,35.0,35.0,72.0,18.0,31.0,271.0,171.0,45.0,40.0,9.0,6.0
E01002435,1051.0,750.0,156.0,436.0,5.0,25.0,28.0,55.0,17.0,28.0,301.0,186.0,44.0,50.0,11.0,10.0
E01002436,1157.0,851.0,154.0,471.0,4.0,29.0,41.0,98.0,29.0,25.0,306.0,152.0,56.0,33.0,49.0,16.0
E01002437,1024.0,686.0,151.0,367.0,7.0,31.0,23.0,67.0,20.0,20.0,338.0,219.0,59.0,43.0,5.0,12.0
E01002438,928.0,701.0,115.0,413.0,5.0,32.0,34.0,59.0,27.0,16.0,227.0,115.0,34.0,33.0,28.0,17.0
E01002439,1125.0,844.0,151.0,503.0,6.0,25.0,35.0,67.0,35.0,22.0,281.0,141.0,43.0,46.0,32.0,19.0
E01002440,1015.0,726.0,139.0,422.0,4.0,20.0,21.0,58.0,43.0,19.0,289.0,142.0,46.0,43.0,38.0,20.0
E01002441,1137.0,822.0,132.0,471.0,3.0,36.0,42.0,59.0,48.0,31.0,315.0,148.0,51.0,47.0,36.0,33.0
E01002442,1118.0,830.0,129.0,510.0,6.0,14.0,35.0,61.0,50.0,25.0,288.0,126.0,38.0,53.0,51.0,20.0
E01002443,1208.0,927.0,154.0,542.0,6.0,29.0,32.0,41.0,62.0,61.0,281.0,76.0,71.0,70.0,27.0,37.0
E01002444,1517.0,1038.0,149.0,634.0,3.0,24.0,30.0,66.0,74.0,58.0,479.0,130.0,56.0,44.0,45.0,204.0
E01002445,1042.0,725.0,127.0,430.0,6.0,7.0,13.0,39.0,63.0,40.0,317.0,73.0,78.0,87.0,49.0,30.0
E01002446,1171.0,894.0,150.0,559.0,3.0,22.0,21.0,54.0,53.0,32.0,277.0,98.0,51.0,65.0,24.0,39.0
E01002447,1331.0,1055.0,123.0,694.0,3.0,26.0,30.0,65.0,69.0,45.0,276.0,61.0,73.0,60.0,35.0,47.0
E01002448,1448.0,1064.0,158.0,656.0,5.0,28.0,25.0,63.0,78.0,51.0,384.0,142.0,78.0,80.0,32.0,52.0
E01002449,1395.0,1071.0,145.0,713.0,5.0,24.0,18.0,46.0,60.0,60.0,324.0,92.0,66.0,81.0,31.0,54.0
E01002450,1012.0,789.0,154.0,467.0,6.0,19.0,20.0,51.0,37.0,35.0,223.0,75.0,63.0,45.0,22.0,18.0
E01002451,1082.0,829.0,159.0,493.0,3.0,12.0,14.0,55.0,37.0,56.0,253.0,110.0,64.0,41.0,12.0,26.0
E01002452,1136.0,879.0,141.0,529.0,4.0,26.0,20.0,75.0,38.0,46.0,257.0,89.0,76.0,49.0,21.0,22.0
E01002453,1233.0,925.0,157.0,579.0,2.0,14.0,25.0,61.0,36.0,51.0,308.0,123.0,69.0,71.0,23.0,22.0
E01002454,1203.0,860.0,139.0,484.0,5.0,20.0,26.0,82.0,65.0,39.0,343.0,122.0,71.0,76.0,49.0,25.0
E01002455,1259.0,864.0,147.0,470.0,3.0,21.0,26.0,61.0,72.0,64.0,395.0,150.0,109.0,60.0,39.0,37.0
E01002456,1109.0,798.0,157.0,470.0,4.0,13.0,15.0,51.0,55.0,33.0,311.0,135.0,71.0,57.0,22.0,26.0
E01002457,1138.0,785.0,148.0,394.0,8.0,15.0,24.0,43.0,59.0,94.0,353.0,65.0,139.0,70.0,43.0,36.0
E01002458,1020.0,704.0,146.0,376.0,4.0,20.0,30.0,69.0,23.0,36.0,316.0,196.0,59.0,37.0,13.0,11.0
E01002459,1132.0,767.0,163.0,421.0,5.0,25.0,32.0,67.0,24.0,30.0,365.0,236.0,55.0,34.0,31.0,9.0
E01002460,926.0,676.0,105.0,404.0,8.0,22.0,25.0,57.0,27.0,28.0,250.0,154.0,40.0,29.0,13.0,14.0
E01002461,1075.0,754.0,137.0,362.0,12.0,55.0,37.0,66.0,26.0,59.0,321.0,139.0,83.0,62.0,17.0,20.0
E01002462,992.0,749.0,138.0,429.0,6.0,29.0,30.0,55.0,26.0,36.0,243.0,126.0,53.0,43.0,7.0,14.0
E01002463,1122.0,805.0,171.0,421.0,5.0,32.0,33.0,87.0,26.0,30.0,317.0,163.0,74.0,45.0,17.0,18.0
E01002464,1100.0,844.0,143.0,514.0,3.0,7.0,40.0,79.0,37.0,21.0,256.0,141.0,44.0,38.0,18.0,15.0
E01002465,1108.0,878.0,159.0,551.0,2.0,13.0,34.0,54.0,43.0,22.0,230.0,110.0,43.0,46.0,14.0,17.0
E01002466,1177.0,927.0,145.0,585.0,3.0,14.0,34.0,79.0,38.0,29.0,250.0,130.0,39.0,40.0,17.0,24.0
E01002467,999.0,719.0,145.0,427.0,4.0,18.0,33.0,57.0,15.0,20.0,280.0,169.0,43.0,47.0,9.0,12.0
E01002468,1250.0,1002.0,177.0,608.0,0.0,21.0,33.0,87.0,39.0,37.0,248.0,113.0,41.0,57.0,23.0,14.0
E01002469,1247.0,957.0,170.0,592.0,4.0,22.0,29.0,88.0,25.0,27.0,290.0,149.0,55.0,50.0,20.0,16.0
E01002470,1212.0,921.0,144.0,522.0,4.0,32.0,44.0,91.0,46.0,38.0,291.0,151.0,40.0,56.0,25.0,19.0
E01002471,1189.0,924.0,155.0,576.0,3.0,25.0,42.0,61.0,30.0,32.0,265.0,137.0,44.0,48.0,20.0,16.0
E01002472,1166.0,794.0,90.0,501.0,5.0,20.0,43.0,64.0,32.0,39.0,372.0,158.0,115.0,36.0,38.0,25.0
E01002473,1191.0,794.0,138.0,372.0,15.0,72.0,72.0,77.0,24.0,24.0,397.0,170.0,95.0,69.0,33.0,30.0
E01002474,1090.0,790.0,149.0,427.0,4.0,30.0,59.0,83.0,27.0,11.0,300.0,154.0,56.0,45.0,22.0,23.0
E01002475,1075.0,742.0,103.0,434.0,6.0,35.0,39.0,79.0,35.0,11.0,333.0,165.0,38.0,60.0,43.0,27.0
E01002476,1160.0,795.0,118.0,413.0,14.0,70.0,47.0,73.0,32.0,28.0,365.0,188.0,77.0,64.0,12.0,24.0
E01002477,933.0,637.0,91.0,400.0,3.0,22.0,31.0,53.0,22.0,15.0,296.0,143.0,51.0,45.0,31.0,26.0
E01002478,1122.0,833.0,122.0,475.0,4.0,23.0,54.0,84.0,50.0,21.0,289.0,153.0,52.0,36.0,31.0,17.0
E01002479,1202.0,870.0,156.0,508.0,1.0,17.0,30.0,68.0,52.0,38.0,332.0,133.0,77.0,63.0,44.0,15.0
E01002480,1275.0,928.0,154.0,528.0,3.0,44.0,50.0,87.0,36.0,26.0,347.0,188.0,75.0,57.0,9.0,18.0
E01002481,1175.0,829.0,142.0,477.0,4.0,23.0,38.0,61.0,48.0,36.0,346.0,153.0,62.0,57.0,47.0,27.0
E01002482,1138.0,789.0,151.0,391.0,7.0,50.0,66.0,69.0,35.0,20.0,349.0,181.0,76.0,57.0,7.0,28.0
E01002483,1264.0,917.0,145.0,521.0,8.0,40.0,41.0,64.0,64.0,34.0,347.0,177.0,57.0,59.0,22.0,32.0
E01002484,1057.0,772.0,125.0,461.0,1.0,16.0,39.0,73.0,29.0,28.0,285.0,122.0,45.0,52.0,46.0,20.0
E01002485,1261.0,944.0,148.0,542.0,2.0,23.0,37.0,82.0,69.0,41.0,317.0,125.0,62.0,49.0,49.0,32.0
E01002486,1485.0,1028.0,190.0,584.0,4.0,24.0,25.0,66.0,73.0,62.0,457.0,103.0,139.0,107.0,61.0,47.0
E01002487,1304.0,924.0,177.0,492.0,5.0,18.0,35.0,66.0,77.0,54.0,380.0,128.0,89.0,68.0,37.0,58.0
E01002488,1219.0,867.0,163.0,473.0,7.0,18.0,31.0,58.0,58.0,59.0,352.0,114.0,85.0,82.0,33.0,38.0
E01002489,1329.0,945.0,155.0,520.0,7.0,15.0,24.0,54.0,76.0,94.0,384.0,103.0,118.0,74.0,45.0,44.0
E01002490,1499.0,1091.0,192.0,630.0,11.0,22.0,33.0,50.0,77.0,76.0,408.0,112.0,92.0,104.0,44.0,56.0
E01002491,1118.0,743.0,152.0,377.0,7.0,12.0,18.0,43.0,68.0,66.0,375.0,96.0,109.0,88.0,52.0,30.0
E01002492,1161.0,807.0,164.0,419.0,4.0,25.0,30.0,58.0,58.0,49.0,354.0,86.0,114.0,87.0,32.0,35.0
E01002493,1218.0,809.0,166.0,453.0,1.0,6.0,19.0,38.0,67.0,59.0,409.0,86.0,104.0,123.0,41.0,55.0
E01002494,1252.0,973.0,151.0,596.0,3.0,13.0,36.0,98.0,43.0,33.0,279.0,102.0,68.0,55.0,33.0,21.0
E01002495,1753.0,1443.0,155.0,1086.0,2.0,23.0,32.0,65.0,46.0,34.0,310.0,108.0,57.0,69.0,42.0,34.0
E01002496,1315.0,1025.0,158.0,604.0,5.0,20.0,45.0,85.0,69.0,39.0,290.0,122.0,50.0,65.0,29.0,24.0
E01002497,1318.0,987.0,174.0,547.0,4.0,19.0,49.0,86.0,67.0,41.0,331.0,135.0,42.0,79.0,37.0,38.0
E01002498,1021.0,750.0,133.0,449.0,5.0,14.0,34.0,55.0,30.0,30.0,271.0,148.0,44.0,51.0,14.0,14.0
E01002499,1243.0,938.0,130.0,568.0,5.0,20.0,40.0,74.0,66.0,35.0,305.0,134.0,55.0,65.0,23.0,28.0
E01002501,1210.0,849.0,148.0,443.0,5.0,12.0,31.0,53.0,76.0,81.0,361.0,102.0,109.0,69.0,42.0,39.0
E01002502,1169.0,816.0,147.0,431.0,5.0,18.0,20.0,57.0,72.0,66.0,353.0,97.0,104.0,56.0,44.0,52.0
E01002503,1240.0,830.0,147.0,430.0,7.0,12.0,23.0,49.0,68.0,94.0,410.0,71.0,146.0,89.0,56.0,48.0
E01002505,1213.0,843.0,141.0,477.0,4.0,7.0,26.0,47.0,81.0,60.0,370.0,81.0,86.0,98.0,60.0,45.0
E01002506,1302.0,848.0,167.0,421.0,5.0,24.0,21.0,40.0,98.0,72.0,454.0,101.0,120.0,93.0,75.0,65.0
E01002507,1211.0,823.0,155.0,462.0,2.0,27.0,15.0,42.0,63.0,57.0,388.0,103.0,137.0,84.0,31.0,33.0
E01002508,1356.0,872.0,167.0,423.0,7.0,15.0,30.0,34.0,99.0,97.0,484.0,114.0,142.0,96.0,75.0,57.0
E01002509,1047.0,764.0,142.0,430.0,3.0,27.0,21.0,57.0,34.0,50.0,283.0,124.0,81.0,32.0,21.0,25.0
E01002511,1122.0,763.0,124.0,460.0,3.0,5.0,24.0,49.0,50.0,48.0,359.0,162.0,76.0,52.0,41.0,28.0
E01002512,1282.0,918.0,160.0,541.0,12.0,42.0,36.0,69.0,27.0,31.0,364.0,190.0,91.0,42.0,23.0,18.0
E01002513,1024.0,717.0,113.0,430.0,4.0,28.0,29.0,61.0,24.0,28.0,307.0,165.0,55.0,35.0,30.0,22.0
E01002514,1440.0,1088.0,162.0,721.0,4.0,24.0,26.0,61.0,35.0,55.0,352.0,140.0,109.0,42.0,33.0,28.0
E01002516,1081.0,779.0,149.0,400.0,6.0,50.0,38.0,67.0,31.0,38.0,302.0,169.0,52.0,47.0,15.0,19.0
E01002518,1060.0,698.0,103.0,387.0,2.0,14.0,20.0,55.0,29.0,88.0,362.0,104.0,195.0,26.0,18.0,19.0
E01002519,1171.0,816.0,104.0,513.0,7.0,9.0,16.0,48.0,56.0,63.0,355.0,148.0,89.0,51.0,47.0,20.0
E01002520,1200.0,850.0,112.0,486.0,3.0,17.0,22.0,64.0,76.0,70.0,350.0,85.0,134.0,66.0,38.0,27.0
E01002521,1307.0,896.0,121.0,562.0,6.0,13.0,29.0,48.0,70.0,47.0,411.0,151.0,105.0,64.0,56.0,35.0
E01002523,1286.0,829.0,112.0,454.0,1.0,10.0,22.0,47.0,40.0,143.0,457.0,92.0,246.0,61.0,28.0,30.0
E01002525,1218.0,898.0,144.0,541.0,1.0,16.0,32.0,72.0,46.0,46.0,320.0,157.0,58.0,43.0,37.0,25.0
E01002526,1334.0,939.0,171.0,512.0,3.0,18.0,38.0,57.0,81.0,59.0,395.0,101.0,108.0,83.0,56.0,47.0
E01002527,1073.0,740.0,102.0,478.0,2.0,10.0,12.0,56.0,51.0,29.0,333.0,117.0,94.0,57.0,41.0,24.0
E01002528,1196.0,805.0,138.0,452.0,5.0,9.0,30.0,60.0,65.0,46.0,391.0,112.0,84.0,83.0,73.0,39.0
E01002529,1536.0,1173.0,157.0,696.0,3.0,22.0,31.0,106.0,82.0,76.0,363.0,84.0,120.0,87.0,32.0,40.0
E01002530,1034.0,685.0,116.0,399.0,3.0,13.0,14.0,40.0,65.0,35.0,349.0,93.0,86.0,74.0,69.0,27.0
E01002531,1232.0,885.0,144.0,526.0,4.0,14.0,29.0,77.0,38.0,53.0,347.0,163.0,60.0,48.0,61.0,15.0
E01002533,1061.0,783.0,150.0,441.0,3.0,15.0,38.0,73.0,38.0,25.0,278.0,99.0,58.0,52.0,55.0,14.0
E01002534,1030.0,730.0,120.0,430.0,6.0,26.0,38.0,55.0,32.0,23.0,300.0,159.0,52.0,47.0,27.0,15.0
E01002535,1340.0,1028.0,135.0,668.0,4.0,34.0,53.0,71.0,36.0,27.0,312.0,174.0,53.0,49.0,15.0,21.0
E01002536,1021.0,836.0,108.0,591.0,3.0,14.0,26.0,45.0,25.0,24.0,185.0,87.0,34.0,38.0,10.0,16.0
