LSOA11CD,Borough,All categories: Distance travelled to work,Less than 2km,2km to less than 5km,5km to less than 10km,10km to less than 20km,20km to less than 30km,30km to less than 40km,40km to less than 60km,60km and over,Work mainly at or from home,Other,Total distance (km),Average distance (km)
E01000207,Barnet ,735,51.0,93.0,257.0,104.0,9.0,5.0,2.0,5.0,159.0,50.0,5134.5,9.8
E01000208,Barnet ,808,34.0,96.0,312.0,131.0,11.0,2.0,2.0,10.0,139.0,71.0,5896.2,9.9
E01000209,Barnet ,706,54.0,77.0,217.0,117.0,11.0,2.0,2.0,13.0,138.0,75.0,5964.3,12.1
E01000210,Barnet ,784,47.0,98.0,249.0,155.0,20.0,5.0,3.0,5.0,129.0,73.0,6032.6,10.4
E01000211,Barnet ,1110,91.0,149.0,316.0,241.0,17.0,12.0,5.0,8.0,131.0,140.0,8444.9,10.1
E01000212,Barnet ,719,42.0,78.0,271.0,106.0,9.0,6.0,4.0,10.0,134.0,59.0,5346.2,10.2
E01000213,Barnet ,609,42.0,79.0,228.0,78.0,7.0,1.0,1.0,7.0,136.0,30.0,4545.6,10.3
E01000214,Barnet ,947,47.0,125.0,450.0,87.0,17.0,4.0,4.0,6.0,139.0,68.0,7046.2,9.5
E01000215,Barnet ,819,142.0,92.0,196.0,140.0,7.0,5.0,3.0,6.0,139.0,89.0,5523.9,9.3
E01000216,Barnet ,906,107.0,104.0,272.0,137.0,15.0,7.0,9.0,12.0,168.0,75.0,6899.6,10.4
E01000217,Barnet ,756,121.0,66.0,203.0,128.0,7.0,5.0,2.0,6.0,128.0,90.0,5027.6,9.3
E01000218,Barnet ,787,109.0,98.0,220.0,119.0,12.0,6.0,2.0,5.0,128.0,88.0,5089.4,8.9
E01000219,Barnet ,836,134.0,94.0,238.0,116.0,16.0,5.0,2.0,7.0,115.0,109.0,5291.6,8.6
E01000220,Barnet ,821,128.0,85.0,246.0,105.0,8.0,8.0,2.0,9.0,103.0,127.0,6039.7,10.2
E01000221,Barnet ,484,75.0,64.0,153.0,65.0,9.0,2.0,5.0,5.0,53.0,53.0,4015.6,10.6
E01000222,Barnet ,667,89.0,95.0,199.0,85.0,13.0,3.0,2.0,6.0,69.0,106.0,4241.4,8.6
E01000223,Barnet ,575,87.0,88.0,177.0,60.0,10.0,1.0,3.0,2.0,53.0,94.0,3102.5,7.2
E01000224,Barnet ,678,52.0,99.0,228.0,86.0,11.0,4.0,1.0,6.0,77.0,114.0,4601.2,9.4
E01000225,Barnet ,618,117.0,70.0,149.0,105.0,9.0,1.0,2.0,2.0,122.0,41.0,3304.6,7.3
E01000226,Barnet ,736,73.0,101.0,150.0,210.0,10.0,9.0,6.0,6.0,62.0,109.0,6750.1,11.9
E01000227,Barnet ,880,92.0,92.0,162.0,266.0,38.0,7.0,3.0,10.0,103.0,107.0,8052.4,12.0
E01000228,Barnet ,702,41.0,80.0,95.0,242.0,30.0,5.0,5.0,4.0,126.0,74.0,6113.8,12.2
E01000229,Barnet ,756,58.0,102.0,149.0,221.0,29.0,7.0,7.0,7.0,80.0,96.0,7215.8,12.4
E01000230,Barnet ,807,72.0,89.0,161.0,215.0,28.0,5.0,4.0,13.0,128.0,92.0,7406.2,12.6
E01000231,Barnet ,894,82.0,122.0,136.0,287.0,28.0,8.0,7.0,12.0,89.0,123.0,8189.9,12.0
E01000232,Barnet ,841,74.0,99.0,141.0,292.0,35.0,10.0,11.0,3.0,107.0,69.0,7833.0,11.8
E01000233,Barnet ,901,80.0,90.0,146.0,299.0,40.0,8.0,10.0,9.0,105.0,114.0,8553.1,12.5
E01000234,Barnet ,858,85.0,92.0,114.0,314.0,30.0,13.0,10.0,13.0,95.0,92.0,8961.2,13.4
E01000235,Barnet ,755,90.0,93.0,127.0,209.0,27.0,11.0,12.0,10.0,72.0,104.0,7625.6,13.2
E01000236,Barnet ,803,149.0,97.0,157.0,164.0,16.0,2.0,5.0,8.0,118.0,87.0,6444.2,10.8
E01000237,Barnet ,1073,136.0,110.0,197.0,276.0,17.0,6.0,6.0,10.0,131.0,184.0,8553.7,11.3
E01000238,Barnet ,862,153.0,102.0,168.0,181.0,10.0,2.0,2.0,7.0,110.0,127.0,6073.5,9.7
E01000239,Barnet ,1017,103.0,109.0,214.0,314.0,15.0,4.0,13.0,11.0,85.0,149.0,8630.5,11.0
E01000240,Barnet ,781,72.0,100.0,129.0,225.0,12.0,4.0,8.0,7.0,102.0,122.0,6183.5,11.1
E01000241,Barnet ,914,99.0,119.0,158.0,233.0,7.0,7.0,11.0,10.0,141.0,129.0,7458.0,11.6
E01000242,Barnet ,664,88.0,70.0,141.0,183.0,10.0,11.0,3.0,4.0,102.0,52.0,5185.9,10.2
E01000243,Barnet ,924,119.0,117.0,189.0,226.0,12.0,4.0,5.0,7.0,116.0,129.0,6256.2,9.2
E01000244,Barnet ,755,95.0,78.0,143.0,198.0,13.0,8.0,5.0,4.0,105.0,106.0,5284.1,9.7
E01000245,Barnet ,877,129.0,99.0,185.0,212.0,15.0,2.0,4.0,8.0,89.0,134.0,6571.7,10.0
E01000246,Barnet ,735,75.0,72.0,109.0,256.0,28.0,5.0,7.0,8.0,114.0,61.0,7222.8,12.9
E01000247,Barnet ,942,79.0,112.0,130.0,348.0,38.0,13.0,15.0,5.0,112.0,90.0,10039.9,13.6
E01000248,Barnet ,842,91.0,71.0,97.0,295.0,28.0,10.0,6.0,11.0,123.0,110.0,8204.7,13.5
E01000249,Barnet ,803,100.0,74.0,116.0,267.0,35.0,4.0,5.0,14.0,112.0,76.0,8694.4,14.1
E01000250,Barnet ,1177,156.0,98.0,172.0,392.0,55.0,12.0,4.0,11.0,162.0,115.0,11187.8,12.4
E01000251,Barnet ,931,89.0,100.0,133.0,343.0,42.0,13.0,11.0,9.0,100.0,91.0,9404.8,12.7
E01000252,Barnet ,817,86.0,92.0,125.0,277.0,23.0,5.0,2.0,4.0,103.0,100.0,7203.2,11.7
E01000253,Barnet ,723,36.0,79.0,108.0,256.0,22.0,6.0,5.0,6.0,155.0,50.0,6910.4,13.3
E01000254,Barnet ,759,74.0,67.0,106.0,268.0,31.0,8.0,7.0,6.0,140.0,52.0,7140.8,12.6
E01000255,Barnet ,664,75.0,93.0,103.0,191.0,19.0,8.0,3.0,11.0,100.0,61.0,6415.1,12.8
E01000256,Barnet ,893,91.0,118.0,120.0,292.0,19.0,7.0,7.0,12.0,139.0,88.0,8096.2,12.2
E01000257,Barnet ,750,123.0,127.0,109.0,211.0,15.0,6.0,3.0,10.0,52.0,94.0,6513.5,10.8
E01000258,Barnet ,844,80.0,97.0,106.0,276.0,30.0,6.0,11.0,13.0,145.0,80.0,8363.5,13.5
E01000259,Barnet ,1271,106.0,195.0,196.0,434.0,36.0,16.0,10.0,18.0,139.0,121.0,12576.6,12.4
E01000260,Barnet ,985,74.0,158.0,142.0,318.0,25.0,10.0,12.0,9.0,138.0,99.0,8275.8,11.1
E01000261,Barnet ,721,72.0,106.0,72.0,254.0,21.0,5.0,5.0,0.0,130.0,56.0,5518.7,10.3
E01000262,Barnet ,996,109.0,148.0,129.0,321.0,20.0,14.0,5.0,11.0,162.0,77.0,8160.0,10.8
E01000263,Barnet ,780,45.0,101.0,98.0,253.0,26.0,5.0,4.0,16.0,160.0,72.0,8421.6,15.4
E01000264,Barnet ,807,64.0,107.0,123.0,275.0,22.0,10.0,2.0,10.0,111.0,83.0,8417.4,13.7
E01000265,Barnet ,917,106.0,129.0,163.0,268.0,28.0,5.0,1.0,9.0,84.0,124.0,7980.7,11.3
E01000266,Barnet ,773,93.0,107.0,132.0,229.0,11.0,7.0,5.0,6.0,125.0,58.0,5952.5,10.1
E01000267,Barnet ,817,95.0,110.0,113.0,269.0,22.0,3.0,5.0,4.0,118.0,78.0,6575.3,10.6
E01000268,Barnet ,885,73.0,85.0,140.0,333.0,28.0,6.0,4.0,14.0,118.0,84.0,9389.7,13.7
E01000269,Barnet ,730,89.0,79.0,133.0,230.0,21.0,6.0,5.0,6.0,85.0,76.0,6792.3,11.9
E01000270,Barnet ,762,59.0,73.0,110.0,297.0,23.0,7.0,8.0,9.0,107.0,69.0,8017.5,13.7
E01000271,Barnet ,715,53.0,79.0,107.0,255.0,12.0,4.0,8.0,7.0,113.0,77.0,6457.2,12.3
E01000272,Barnet ,656,51.0,81.0,84.0,236.0,12.0,2.0,4.0,7.0,125.0,54.0,5734.3,12.0
E01000273,Barnet ,726,76.0,83.0,100.0,292.0,7.0,4.0,8.0,11.0,82.0,63.0,7515.1,12.9
E01000274,Barnet ,883,104.0,143.0,161.0,256.0,22.0,5.0,8.0,8.0,84.0,92.0,7605.5,10.8
E01000275,Barnet ,827,69.0,102.0,135.0,310.0,26.0,4.0,2.0,11.0,110.0,58.0,8158.4,12.4
E01000276,Barnet ,713,52.0,77.0,98.0,281.0,12.0,9.0,2.0,11.0,122.0,49.0,6629.2,12.2
E01000277,Barnet ,700,62.0,67.0,82.0,285.0,17.0,4.0,5.0,11.0,82.0,85.0,6797.8,12.8
E01000278,Barnet ,682,57.0,74.0,88.0,264.0,20.0,8.0,5.0,6.0,106.0,54.0,6057.6,11.6
E01000279,Barnet ,663,31.0,72.0,85.0,252.0,10.0,7.0,4.0,5.0,161.0,36.0,5929.2,12.7
E01000280,Barnet ,689,32.0,92.0,86.0,262.0,16.0,5.0,3.0,8.0,125.0,60.0,6219.6,12.3
E01000281,Barnet ,584,37.0,55.0,95.0,213.0,16.0,9.0,2.0,7.0,72.0,78.0,5908.7,13.6
E01000282,Barnet ,818,66.0,119.0,108.0,301.0,15.0,9.0,8.0,9.0,107.0,76.0,7916.7,12.5
E01000283,Barnet ,690,46.0,94.0,88.0,264.0,12.0,5.0,2.0,4.0,116.0,59.0,5653.0,11.0
E01000284,Barnet ,863,59.0,110.0,141.0,312.0,16.0,7.0,6.0,8.0,95.0,109.0,8585.0,13.0
E01000285,Barnet ,703,97.0,90.0,108.0,222.0,27.0,4.0,5.0,6.0,76.0,68.0,6198.8,11.1
E01000286,Barnet ,697,98.0,104.0,110.0,191.0,31.0,10.0,5.0,8.0,55.0,85.0,6358.9,11.4
E01000287,Barnet ,682,107.0,122.0,94.0,178.0,19.0,5.0,5.0,8.0,70.0,74.0,5594.0,10.4
E01000288,Barnet ,767,98.0,85.0,135.0,246.0,29.0,7.0,5.0,8.0,75.0,79.0,7288.8,11.9
E01000289,Barnet ,680,118.0,92.0,120.0,167.0,22.0,1.0,7.0,9.0,42.0,102.0,6027.3,11.2
E01000290,Barnet ,682,55.0,109.0,100.0,223.0,23.0,5.0,2.0,11.0,91.0,63.0,6643.7,12.6
E01000291,Barnet ,614,98.0,95.0,95.0,166.0,17.0,5.0,9.0,6.0,44.0,79.0,5038.7,10.3
E01000292,Barnet ,699,72.0,87.0,93.0,229.0,23.0,10.0,1.0,11.0,93.0,80.0,7469.8,14.2
E01000293,Barnet ,906,80.0,83.0,140.0,341.0,36.0,5.0,3.0,8.0,122.0,88.0,8684.3,12.5
E01000294,Barnet ,722,77.0,87.0,97.0,258.0,38.0,7.0,6.0,7.0,92.0,53.0,7249.6,12.6
E01000295,Barnet ,912,76.0,96.0,177.0,302.0,26.0,14.0,10.0,11.0,103.0,97.0,8579.5,12.0
E01000296,Barnet ,974,63.0,77.0,191.0,375.0,26.0,4.0,0.0,15.0,110.0,113.0,9632.4,12.8
E01000297,Barnet ,805,89.0,64.0,198.0,229.0,16.0,5.0,6.0,9.0,63.0,126.0,6750.7,11.0
E01000298,Barnet ,1022,86.0,68.0,203.0,372.0,22.0,3.0,5.0,7.0,117.0,139.0,8185.9,10.7
E01000299,Barnet ,943,105.0,86.0,162.0,338.0,22.0,13.0,2.0,4.0,94.0,117.0,7393.2,10.1
E01000300,Barnet ,893,93.0,75.0,120.0,338.0,18.0,13.0,9.0,13.0,110.0,104.0,9134.2,13.5
E01000301,Barnet ,725,66.0,65.0,99.0,288.0,19.0,2.0,5.0,12.0,94.0,75.0,6993.5,12.6
E01000302,Barnet ,908,92.0,89.0,114.0,382.0,20.0,4.0,3.0,6.0,96.0,102.0,7381.4,10.4
E01000303,Barnet ,745,69.0,75.0,108.0,290.0,15.0,2.0,8.0,4.0,92.0,82.0,5908.4,10.3
E01000304,Barnet ,882,62.0,77.0,160.0,326.0,16.0,6.0,8.0,9.0,99.0,119.0,7913.5,11.9
E01000305,Barnet ,779,105.0,98.0,196.0,165.0,15.0,8.0,3.0,9.0,64.0,116.0,6468.4,10.8
E01000306,Barnet ,859,108.0,93.0,186.0,203.0,24.0,7.0,6.0,4.0,80.0,148.0,5972.2,9.5
E01000307,Barnet ,761,139.0,106.0,193.0,121.0,16.0,1.0,5.0,2.0,50.0,128.0,4319.4,7.4
E01000308,Barnet ,575,97.0,86.0,141.0,115.0,13.0,8.0,4.0,2.0,37.0,72.0,3884.5,8.3
E01000309,Barnet ,889,90.0,94.0,185.0,221.0,22.0,5.0,4.0,17.0,107.0,144.0,9060.5,14.2
E01000310,Barnet ,1065,165.0,95.0,244.0,201.0,26.0,7.0,4.0,12.0,107.0,204.0,7978.0,10.6
E01000311,Barnet ,648,95.0,87.0,131.0,131.0,6.0,4.0,1.0,1.0,107.0,85.0,3435.2,7.5
E01000312,Barnet ,809,79.0,117.0,191.0,188.0,16.0,11.0,1.0,8.0,67.0,131.0,6569.3,10.8
E01000313,Barnet ,919,127.0,99.0,219.0,218.0,22.0,7.0,4.0,9.0,96.0,118.0,7384.5,10.5
E01000314,Barnet ,955,96.0,98.0,207.0,275.0,16.0,8.0,7.0,10.0,113.0,125.0,7508.7,10.5
E01000315,Barnet ,711,97.0,96.0,165.0,161.0,20.0,2.0,5.0,6.0,66.0,93.0,5030.8,9.1
E01000316,Barnet ,1169,138.0,117.0,268.0,357.0,32.0,15.0,5.0,7.0,98.0,132.0,9622.1,10.2
E01000317,Barnet ,817,85.0,73.0,134.0,312.0,10.0,6.0,5.0,2.0,92.0,98.0,6065.7,9.7
E01000318,Barnet ,905,117.0,110.0,182.0,258.0,10.0,9.0,8.0,13.0,97.0,101.0,8146.1,11.5
E01000319,Barnet ,799,91.0,86.0,165.0,244.0,22.0,5.0,8.0,7.0,85.0,86.0,6994.7,11.1
E01000320,Barnet ,703,81.0,74.0,109.0,236.0,11.0,4.0,6.0,7.0,99.0,76.0,5844.9,11.1
E01000321,Barnet ,933,81.0,89.0,127.0,333.0,30.0,5.0,4.0,18.0,112.0,134.0,9201.5,13.4
E01000322,Barnet ,900,91.0,101.0,155.0,289.0,20.0,13.0,5.0,13.0,99.0,114.0,9385.5,13.7
E01000323,Barnet ,1060,107.0,109.0,182.0,335.0,20.0,7.0,9.0,11.0,114.0,166.0,8594.0,11.0
E01000324,Barnet ,857,84.0,85.0,181.0,229.0,12.0,8.0,6.0,9.0,107.0,136.0,6763.8,11.0
E01000325,Bexley ,839,124.0,132.0,118.0,192.0,116.0,13.0,7.0,14.0,55.0,68.0,9327.2,13.0
E01000326,Bexley ,735,58.0,100.0,110.0,172.0,141.0,18.0,7.0,9.0,43.0,77.0,9273.1,15.1
E01000327,Bexley ,751,70.0,106.0,123.0,186.0,75.0,9.0,4.0,7.0,69.0,102.0,8092.2,14.0
E01000328,Bexley ,733,92.0,101.0,94.0,164.0,100.0,10.0,10.0,11.0,74.0,77.0,8360.9,14.4
E01000329,Bexley ,624,85.0,108.0,92.0,142.0,84.0,13.0,7.0,2.0,41.0,50.0,6739.6,12.6
E01000330,Bexley ,715,86.0,98.0,91.0,206.0,88.0,3.0,5.0,5.0,52.0,81.0,7629.5,13.1
E01000331,Bexley ,694,97.0,114.0,121.0,135.0,70.0,7.0,4.0,9.0,52.0,85.0,7146.8,12.8
E01000332,Bexley ,706,65.0,140.0,109.0,165.0,47.0,11.0,4.0,14.0,71.0,80.0,7406.7,13.3
E01000333,Bexley ,738,68.0,134.0,128.0,191.0,44.0,9.0,4.0,13.0,54.0,93.0,7909.7,13.4
E01000334,Bexley ,798,76.0,133.0,131.0,251.0,39.0,10.0,5.0,12.0,50.0,91.0,8002.9,12.2
E01000335,Bexley ,745,76.0,111.0,110.0,203.0,63.0,6.0,11.0,7.0,57.0,101.0,7322.7,12.5
E01000336,Bexley ,813,69.0,139.0,113.0,248.0,49.0,20.0,8.0,10.0,62.0,95.0,9528.9,14.5
E01000337,Bexley ,841,72.0,178.0,140.0,237.0,49.0,11.0,7.0,4.0,48.0,95.0,7593.1,10.9
E01000338,Bexley ,922,102.0,147.0,148.0,295.0,53.0,9.0,9.0,16.0,54.0,89.0,10929.5,14.0
E01000339,Bexley ,724,77.0,107.0,150.0,205.0,27.0,13.0,2.0,4.0,56.0,83.0,6256.1,10.7
E01000340,Bexley ,744,63.0,120.0,143.0,217.0,26.0,12.0,7.0,11.0,55.0,90.0,8747.6,14.6
E01000341,Bexley ,721,72.0,113.0,150.0,197.0,18.0,14.0,3.0,6.0,55.0,93.0,6367.0,11.1
E01000342,Bexley ,871,84.0,147.0,189.0,287.0,26.0,13.0,4.0,4.0,44.0,73.0,8226.4,10.9
E01000343,Bexley ,752,69.0,113.0,158.0,213.0,25.0,12.0,5.0,5.0,59.0,93.0,6723.2,11.2
E01000344,Bexley ,798,73.0,114.0,146.0,249.0,25.0,14.0,5.0,8.0,65.0,99.0,8514.7,13.4
E01000345,Bexley ,714,75.0,102.0,126.0,207.0,37.0,19.0,5.0,9.0,55.0,79.0,7225.6,12.5
E01000346,Bexley ,840,73.0,104.0,170.0,269.0,33.0,10.0,7.0,11.0,61.0,102.0,9400.6,13.9
E01000347,Bexley ,741,72.0,106.0,135.0,229.0,28.0,7.0,8.0,9.0,56.0,91.0,7593.3,12.8
E01000348,Bexley ,753,58.0,105.0,120.0,212.0,37.0,13.0,9.0,8.0,84.0,107.0,7659.4,13.6
E01000349,Bexley ,782,62.0,114.0,122.0,216.0,69.0,14.0,3.0,12.0,72.0,98.0,9242.4,15.1
E01000350,Bexley ,774,67.0,113.0,121.0,236.0,27.0,10.0,5.0,8.0,75.0,112.0,8373.6,14.3
E01000351,Bexley ,824,81.0,119.0,139.0,259.0,31.0,12.0,4.0,5.0,67.0,107.0,7716.7,11.9
E01000352,Bexley ,777,68.0,130.0,125.0,238.0,32.0,14.0,8.0,5.0,58.0,99.0,7811.5,12.6
E01000353,Bexley ,822,108.0,123.0,115.0,255.0,43.0,10.0,1.0,6.0,66.0,95.0,8061.4,12.2
E01000354,Bexley ,739,87.0,119.0,119.0,231.0,33.0,9.0,12.0,11.0,52.0,66.0,8874.5,14.3
E01000355,Bexley ,701,77.0,101.0,118.0,179.0,56.0,9.0,1.0,8.0,74.0,78.0,6891.1,12.6
E01000356,Bexley ,693,71.0,98.0,113.0,234.0,38.0,11.0,6.0,9.0,56.0,57.0,7819.5,13.5
E01000357,Bexley ,731,72.0,122.0,107.0,257.0,19.0,12.0,6.0,11.0,50.0,75.0,7917.2,13.1
E01000358,Bexley ,818,114.0,83.0,105.0,254.0,58.0,19.0,8.0,5.0,72.0,100.0,8068.4,12.5
E01000359,Bexley ,636,61.0,105.0,98.0,225.0,30.0,3.0,6.0,9.0,45.0,54.0,7416.7,13.8
E01000360,Bexley ,852,110.0,114.0,121.0,250.0,56.0,10.0,8.0,8.0,80.0,95.0,8733.3,12.9
E01000361,Bexley ,817,101.0,104.0,132.0,232.0,47.0,13.0,3.0,12.0,76.0,97.0,8215.8,12.8
E01000362,Bexley ,702,96.0,92.0,111.0,165.0,58.0,7.0,12.0,9.0,80.0,72.0,7330.4,13.3
E01000363,Bexley ,757,74.0,106.0,134.0,201.0,44.0,14.0,10.0,11.0,86.0,77.0,8345.3,14.0
E01000364,Bexley ,776,91.0,115.0,108.0,175.0,67.0,10.0,6.0,16.0,95.0,93.0,8660.4,14.7
E01000365,Bexley ,757,83.0,113.0,93.0,216.0,73.0,15.0,10.0,8.0,68.0,78.0,8861.7,14.5
E01000366,Bexley ,876,103.0,83.0,115.0,327.0,55.0,21.0,7.0,7.0,69.0,89.0,9408.0,13.1
E01000367,Bexley ,694,87.0,148.0,121.0,128.0,71.0,11.0,7.0,4.0,46.0,71.0,6000.7,10.4
E01000368,Bexley ,664,79.0,112.0,112.0,130.0,93.0,12.0,9.0,18.0,33.0,66.0,9132.9,16.2
E01000369,Bexley ,835,104.0,140.0,153.0,176.0,102.0,10.0,4.0,14.0,43.0,89.0,9898.4,14.1
E01000370,Bexley ,763,86.0,113.0,125.0,174.0,105.0,8.0,9.0,10.0,70.0,63.0,9051.9,14.4
E01000371,Bexley ,832,85.0,132.0,128.0,197.0,111.0,11.0,8.0,13.0,54.0,93.0,9468.6,13.8
E01000372,Bexley ,682,106.0,118.0,111.0,132.0,51.0,11.0,10.0,12.0,48.0,83.0,7766.2,14.1
E01000373,Bexley ,585,72.0,101.0,104.0,119.0,58.0,11.0,9.0,12.0,36.0,63.0,7606.1,15.7
E01000374,Bexley ,568,73.0,83.0,104.0,83.0,93.0,9.0,6.0,15.0,40.0,62.0,8445.2,18.1
E01000375,Bexley ,672,95.0,103.0,114.0,114.0,120.0,8.0,5.0,11.0,32.0,70.0,8223.8,14.4
E01000376,Bexley ,753,74.0,129.0,130.0,121.0,137.0,11.0,10.0,13.0,54.0,74.0,10411.1,16.7
E01000377,Bexley ,729,75.0,120.0,127.0,108.0,122.0,9.0,10.0,9.0,76.0,73.0,7770.4,13.4
E01000378,Bexley ,1095,109.0,164.0,141.0,236.0,206.0,18.0,10.0,17.0,87.0,107.0,13673.3,15.2
E01000379,Bexley ,797,81.0,132.0,122.0,137.0,155.0,13.0,8.0,13.0,55.0,81.0,10296.3,15.6
E01000380,Bexley ,737,64.0,159.0,145.0,111.0,105.0,13.0,6.0,15.0,53.0,66.0,9860.6,16.0
E01000381,Bexley ,739,55.0,145.0,138.0,182.0,52.0,12.0,5.0,10.0,63.0,77.0,7803.4,13.0
E01000382,Bexley ,725,87.0,76.0,129.0,217.0,49.0,13.0,6.0,10.0,72.0,66.0,8038.5,13.7
E01000383,Bexley ,703,51.0,114.0,127.0,147.0,68.0,12.0,4.0,7.0,79.0,94.0,6652.9,12.6
E01000384,Bexley ,837,103.0,63.0,168.0,254.0,64.0,14.0,4.0,9.0,66.0,92.0,8868.6,13.1
E01000385,Bexley ,793,84.0,106.0,194.0,168.0,75.0,20.0,8.0,10.0,39.0,89.0,9074.1,13.6
E01000386,Bexley ,559,87.0,87.0,110.0,133.0,42.0,4.0,3.0,6.0,33.0,54.0,5980.4,12.7
E01000387,Bexley ,724,53.0,99.0,128.0,217.0,58.0,6.0,4.0,10.0,70.0,79.0,7697.0,13.4
E01000388,Bexley ,682,64.0,140.0,95.0,199.0,27.0,12.0,6.0,9.0,64.0,66.0,6765.8,12.3
E01000389,Bexley ,837,112.0,107.0,109.0,289.0,41.0,9.0,8.0,10.0,81.0,71.0,8876.2,13.0
E01000390,Bexley ,633,85.0,83.0,113.0,181.0,30.0,10.0,4.0,5.0,50.0,72.0,6182.2,12.1
E01000391,Bexley ,877,76.0,164.0,154.0,247.0,29.0,12.0,10.0,13.0,58.0,114.0,9467.8,13.4
E01000392,Bexley ,779,70.0,136.0,134.0,232.0,38.0,9.0,9.0,13.0,56.0,82.0,9792.2,15.3
E01000393,Bexley ,856,86.0,131.0,129.0,287.0,47.0,10.0,3.0,4.0,58.0,101.0,8704.7,12.5
E01000394,Bexley ,711,85.0,87.0,99.0,252.0,39.0,9.0,2.0,8.0,55.0,75.0,7391.3,12.7
E01000395,Bexley ,734,41.0,147.0,139.0,215.0,18.0,9.0,8.0,12.0,65.0,80.0,7926.9,13.5
E01000396,Bexley ,738,55.0,138.0,125.0,234.0,22.0,9.0,5.0,11.0,56.0,83.0,7417.7,12.4
E01000398,Bexley ,714,51.0,157.0,135.0,206.0,22.0,15.0,6.0,5.0,34.0,83.0,6703.5,11.2
E01000399,Bexley ,739,41.0,155.0,137.0,232.0,21.0,8.0,4.0,4.0,52.0,85.0,6431.9,10.7
E01000400,Bexley ,755,58.0,145.0,146.0,216.0,22.0,6.0,11.0,5.0,50.0,96.0,6687.4,11.0
E01000401,Bexley ,743,57.0,115.0,146.0,225.0,35.0,6.0,8.0,4.0,62.0,85.0,6972.3,11.7
E01000402,Bexley ,699,65.0,128.0,132.0,186.0,63.0,6.0,5.0,9.0,28.0,77.0,7393.2,12.4
E01000403,Bexley ,866,104.0,130.0,167.0,181.0,126.0,6.0,6.0,5.0,52.0,89.0,9068.1,12.5
E01000404,Bexley ,996,88.0,106.0,170.0,224.0,181.0,13.0,10.0,20.0,72.0,112.0,14484.7,17.8
E01000405,Bexley ,655,78.0,79.0,132.0,157.0,79.0,17.0,6.0,11.0,45.0,51.0,8767.1,15.7
E01000406,Bexley ,751,75.0,112.0,166.0,157.0,72.0,7.0,11.0,12.0,55.0,84.0,8259.1,13.5
E01000407,Bexley ,639,71.0,107.0,98.0,131.0,77.0,9.0,6.0,9.0,57.0,74.0,7055.9,13.9
E01000408,Bexley ,751,92.0,84.0,164.0,172.0,70.0,6.0,4.0,9.0,63.0,87.0,7881.3,13.1
E01000409,Bexley ,859,76.0,154.0,158.0,270.0,19.0,13.0,9.0,9.0,67.0,84.0,9206.9,13.0
E01000410,Bexley ,819,63.0,120.0,168.0,258.0,34.0,10.0,5.0,7.0,58.0,96.0,8614.6,13.0
E01000411,Bexley ,704,45.0,124.0,142.0,214.0,23.0,5.0,9.0,10.0,46.0,86.0,7212.2,12.6
E01000412,Bexley ,878,43.0,156.0,155.0,294.0,14.0,7.0,9.0,16.0,67.0,117.0,9588.8,13.8
E01000413,Bexley ,694,55.0,115.0,146.0,209.0,16.0,7.0,5.0,6.0,42.0,93.0,6780.3,12.1
E01000414,Bexley ,792,56.0,131.0,144.0,256.0,21.0,12.0,7.0,11.0,77.0,77.0,7798.7,12.2
E01000415,Bexley ,758,46.0,143.0,156.0,225.0,23.0,7.0,4.0,7.0,47.0,100.0,7581.2,12.4
E01000416,Bexley ,668,52.0,113.0,94.0,196.0,45.0,9.0,5.0,12.0,52.0,90.0,7462.1,14.2
E01000417,Bexley ,802,44.0,180.0,126.0,241.0,34.0,13.0,7.0,14.0,56.0,87.0,9840.2,14.9
E01000418,Bexley ,922,69.0,178.0,139.0,271.0,49.0,23.0,9.0,16.0,59.0,109.0,10787.9,14.3
E01000419,Bexley ,678,30.0,151.0,110.0,192.0,20.0,10.0,12.0,5.0,66.0,82.0,6092.0,11.5
E01000420,Bexley ,773,62.0,149.0,131.0,203.0,37.0,7.0,6.0,9.0,69.0,100.0,8027.8,13.3
E01000421,Bexley ,661,48.0,132.0,114.0,179.0,42.0,5.0,4.0,5.0,58.0,74.0,6581.9,12.4
E01000422,Bexley ,644,64.0,99.0,100.0,194.0,43.0,9.0,7.0,13.0,47.0,68.0,7915.4,15.0
E01000423,Bexley ,817,70.0,72.0,175.0,289.0,23.0,8.0,5.0,12.0,68.0,95.0,9091.2,13.9
E01000424,Bexley ,881,82.0,83.0,135.0,366.0,40.0,13.0,8.0,13.0,69.0,72.0,10714.7,14.5
E01000425,Bexley ,822,82.0,88.0,158.0,254.0,27.0,16.0,5.0,9.0,86.0,97.0,8392.5,13.1
E01000426,Bexley ,895,95.0,99.0,141.0,307.0,39.0,13.0,15.0,11.0,80.0,95.0,10326.0,14.3
E01000427,Bexley ,871,98.0,106.0,177.0,286.0,34.0,13.0,8.0,5.0,59.0,85.0,8786.1,12.1
E01000428,Bexley ,773,105.0,66.0,154.0,254.0,26.0,7.0,4.0,20.0,75.0,62.0,10006.5,15.7
E01000429,Bexley ,692,68.0,110.0,97.0,141.0,113.0,11.0,3.0,12.0,50.0,87.0,8309.9,15.0
E01000430,Bexley ,828,61.0,134.0,113.0,165.0,184.0,19.0,9.0,15.0,59.0,69.0,12442.1,17.8
