LSOA11CD,Borough,All categories: Occupation,"1. Managers, directors and senior officials",2. Professional occupations,3. Associate professional and technical occupations,4. Administrative and secretarial occupations,5. Skilled trades occupations,"6. Caring, leisure and other service occupations",7. Sales and customer service occupations,8. Process plant and machine operatives,9. Elementary occupations
E01002898,Kensington and Chelsea ,812,278.0,170.0,229.0,44.0,14.0,37.0,24.0,4.0,12.0
E01002899,Kensington and Chelsea ,732,175.0,173.0,138.0,62.0,30.0,45.0,56.0,13.0,40.0
E01002900,Kensington and Chelsea ,800,242.0,176.0,204.0,55.0,16.0,53.0,24.0,5.0,25.0
E01002901,Kensington and Chelsea ,489,142.0,121.0,117.0,34.0,13.0,29.0,12.0,6.0,15.0
E01002902,Kensington and Chelsea ,983,278.0,216.0,260.0,74.0,28.0,57.0,32.0,7.0,31.0
E01002903,Kensington and Chelsea ,823,313.0,184.0,174.0,45.0,23.0,42.0,22.0,3.0,17.0
E01002904,Kensington and Chelsea ,435,32.0,48.0,49.0,47.0,43.0,73.0,45.0,27.0,71.0
E01002905,Kensington and Chelsea ,664,83.0,125.0,114.0,69.0,42.0,58.0,65.0,39.0,69.0
E01002906,Kensington and Chelsea ,734,97.0,155.0,156.0,91.0,58.0,52.0,42.0,18.0,65.0
E01002907,Kensington and Chelsea ,420,34.0,52.0,40.0,53.0,38.0,59.0,42.0,50.0,52.0
E01002908,Kensington and Chelsea ,739,102.0,173.0,179.0,66.0,53.0,59.0,36.0,14.0,57.0
E01002909,Kensington and Chelsea ,1243,211.0,294.0,375.0,86.0,73.0,70.0,62.0,25.0,47.0
E01002910,Kensington and Chelsea ,719,184.0,176.0,193.0,68.0,12.0,45.0,21.0,7.0,13.0
E01002911,Kensington and Chelsea ,929,272.0,218.0,264.0,55.0,16.0,63.0,26.0,5.0,10.0
E01002912,Kensington and Chelsea ,947,207.0,314.0,235.0,66.0,19.0,45.0,29.0,9.0,23.0
E01002913,Kensington and Chelsea ,1016,259.0,223.0,266.0,58.0,39.0,58.0,54.0,12.0,47.0
E01002914,Kensington and Chelsea ,829,220.0,255.0,210.0,49.0,14.0,40.0,22.0,4.0,15.0
E01002915,Kingston upon Thames ,713,93.0,132.0,76.0,99.0,79.0,68.0,73.0,42.0,51.0
E01002916,Kingston upon Thames ,719,92.0,163.0,113.0,95.0,72.0,65.0,48.0,30.0,41.0
E01002917,Kingston upon Thames ,688,80.0,172.0,98.0,89.0,68.0,57.0,59.0,23.0,42.0
E01002918,Kingston upon Thames ,856,70.0,131.0,91.0,106.0,96.0,101.0,90.0,49.0,122.0
E01002919,Kingston upon Thames ,839,88.0,126.0,97.0,107.0,96.0,84.0,91.0,49.0,101.0
E01002920,Kingston upon Thames ,787,107.0,194.0,137.0,117.0,52.0,62.0,48.0,25.0,45.0
E01002921,Kingston upon Thames ,951,125.0,278.0,221.0,85.0,65.0,76.0,49.0,9.0,43.0
E01002922,Kingston upon Thames ,853,107.0,295.0,159.0,108.0,48.0,49.0,52.0,8.0,27.0
E01002923,Kingston upon Thames ,621,55.0,138.0,84.0,70.0,43.0,56.0,84.0,26.0,65.0
E01002924,Kingston upon Thames ,726,101.0,216.0,127.0,100.0,53.0,50.0,38.0,13.0,28.0
E01002925,Kingston upon Thames ,1011,139.0,308.0,224.0,99.0,66.0,52.0,55.0,21.0,47.0
E01002926,Kingston upon Thames ,767,104.0,205.0,134.0,100.0,51.0,65.0,43.0,19.0,46.0
E01002927,Kingston upon Thames ,749,92.0,173.0,110.0,105.0,64.0,56.0,73.0,24.0,52.0
E01002928,Kingston upon Thames ,782,113.0,204.0,117.0,100.0,58.0,63.0,62.0,21.0,44.0
E01002929,Kingston upon Thames ,829,139.0,258.0,154.0,102.0,46.0,46.0,43.0,16.0,25.0
E01002930,Kingston upon Thames ,894,99.0,219.0,145.0,96.0,66.0,69.0,91.0,25.0,84.0
E01002931,Kingston upon Thames ,924,140.0,276.0,147.0,116.0,55.0,63.0,64.0,25.0,38.0
E01002932,Kingston upon Thames ,773,55.0,142.0,79.0,96.0,87.0,77.0,81.0,43.0,113.0
E01002933,Kingston upon Thames ,934,130.0,244.0,202.0,82.0,43.0,70.0,66.0,31.0,66.0
E01002934,Kingston upon Thames ,979,174.0,304.0,196.0,96.0,46.0,52.0,50.0,18.0,43.0
E01002935,Kingston upon Thames ,1066,159.0,314.0,207.0,77.0,58.0,59.0,77.0,18.0,97.0
E01002937,Kingston upon Thames ,936,180.0,290.0,203.0,88.0,43.0,39.0,49.0,14.0,30.0
E01002938,Kingston upon Thames ,991,186.0,337.0,184.0,87.0,54.0,52.0,45.0,12.0,34.0
E01002939,Kingston upon Thames ,812,64.0,133.0,103.0,100.0,104.0,88.0,74.0,49.0,97.0
E01002940,Kingston upon Thames ,774,77.0,84.0,83.0,121.0,113.0,86.0,84.0,43.0,83.0
E01002941,Kingston upon Thames ,747,87.0,142.0,107.0,108.0,77.0,74.0,61.0,31.0,60.0
E01002942,Kingston upon Thames ,717,60.0,120.0,100.0,115.0,97.0,66.0,55.0,36.0,68.0
E01002943,Kingston upon Thames ,686,57.0,86.0,84.0,77.0,95.0,80.0,68.0,54.0,85.0
E01002944,Kingston upon Thames ,715,80.0,86.0,105.0,118.0,93.0,65.0,61.0,40.0,67.0
E01002945,Kingston upon Thames ,902,90.0,133.0,120.0,140.0,127.0,101.0,55.0,57.0,79.0
E01002946,Kingston upon Thames ,825,74.0,122.0,133.0,134.0,120.0,70.0,65.0,42.0,65.0
E01002947,Kingston upon Thames ,892,85.0,145.0,114.0,123.0,124.0,104.0,77.0,37.0,83.0
E01002948,Kingston upon Thames ,1054,140.0,184.0,130.0,160.0,98.0,124.0,88.0,49.0,81.0
E01002949,Kingston upon Thames ,951,114.0,162.0,127.0,110.0,105.0,97.0,103.0,53.0,80.0
E01002950,Kingston upon Thames ,803,77.0,126.0,101.0,128.0,87.0,85.0,68.0,34.0,97.0
E01002951,Kingston upon Thames ,773,119.0,267.0,167.0,67.0,29.0,49.0,35.0,11.0,29.0
E01002952,Kingston upon Thames ,645,201.0,174.0,98.0,67.0,15.0,42.0,19.0,6.0,23.0
E01002953,Kingston upon Thames ,623,147.0,145.0,101.0,62.0,27.0,42.0,29.0,25.0,45.0
E01002954,Kingston upon Thames ,650,63.0,285.0,88.0,61.0,23.0,34.0,45.0,16.0,35.0
E01002955,Kingston upon Thames ,682,105.0,161.0,110.0,75.0,43.0,44.0,68.0,17.0,59.0
E01002956,Kingston upon Thames ,587,109.0,119.0,108.0,54.0,30.0,49.0,57.0,20.0,41.0
E01002957,Kingston upon Thames ,709,78.0,112.0,78.0,63.0,66.0,83.0,100.0,36.0,93.0
E01002958,Kingston upon Thames ,933,111.0,267.0,161.0,110.0,79.0,76.0,54.0,29.0,46.0
E01002959,Kingston upon Thames ,606,116.0,232.0,91.0,71.0,18.0,22.0,29.0,12.0,15.0
E01002960,Kingston upon Thames ,759,121.0,245.0,107.0,74.0,51.0,44.0,61.0,18.0,38.0
E01002961,Kingston upon Thames ,852,129.0,294.0,134.0,91.0,43.0,51.0,56.0,21.0,33.0
E01002962,Kingston upon Thames ,726,56.0,138.0,83.0,90.0,75.0,80.0,66.0,41.0,97.0
E01002963,Kingston upon Thames ,878,91.0,251.0,143.0,106.0,71.0,77.0,60.0,23.0,56.0
E01002964,Kingston upon Thames ,1051,131.0,259.0,184.0,83.0,76.0,67.0,122.0,23.0,106.0
E01002965,Kingston upon Thames ,1223,159.0,322.0,243.0,118.0,56.0,64.0,130.0,26.0,105.0
E01002966,Kingston upon Thames ,1031,165.0,280.0,203.0,102.0,77.0,66.0,68.0,12.0,58.0
E01002967,Kingston upon Thames ,1178,177.0,431.0,246.0,107.0,47.0,45.0,61.0,13.0,51.0
E01002968,Kingston upon Thames ,1300,204.0,330.0,258.0,112.0,65.0,63.0,143.0,29.0,96.0
E01002969,Kingston upon Thames ,692,43.0,79.0,46.0,55.0,62.0,92.0,100.0,77.0,138.0
E01002970,Kingston upon Thames ,784,60.0,137.0,81.0,78.0,70.0,95.0,92.0,52.0,119.0
E01002971,Kingston upon Thames ,979,115.0,265.0,176.0,83.0,68.0,48.0,90.0,34.0,100.0
E01002972,Kingston upon Thames ,1011,97.0,272.0,195.0,96.0,64.0,84.0,110.0,19.0,74.0
E01002973,Kingston upon Thames ,645,63.0,84.0,53.0,56.0,82.0,66.0,107.0,32.0,102.0
E01002974,Kingston upon Thames ,961,121.0,261.0,169.0,95.0,64.0,69.0,83.0,35.0,64.0
E01002975,Kingston upon Thames ,649,98.0,140.0,67.0,89.0,74.0,44.0,58.0,31.0,48.0
E01002976,Kingston upon Thames ,859,118.0,170.0,113.0,131.0,97.0,73.0,53.0,46.0,58.0
E01002977,Kingston upon Thames ,723,74.0,108.0,106.0,110.0,70.0,69.0,65.0,54.0,67.0
E01002978,Kingston upon Thames ,929,144.0,237.0,115.0,127.0,78.0,91.0,63.0,31.0,43.0
E01002979,Kingston upon Thames ,831,114.0,186.0,142.0,120.0,78.0,71.0,58.0,31.0,31.0
E01002980,Kingston upon Thames ,695,107.0,142.0,85.0,117.0,68.0,46.0,60.0,25.0,45.0
E01002981,Kingston upon Thames ,717,122.0,169.0,84.0,95.0,66.0,57.0,53.0,29.0,42.0
E01002982,Kingston upon Thames ,659,66.0,150.0,80.0,91.0,56.0,58.0,54.0,32.0,72.0
E01002983,Kingston upon Thames ,823,125.0,197.0,118.0,133.0,55.0,54.0,64.0,43.0,34.0
E01002984,Kingston upon Thames ,612,97.0,172.0,100.0,61.0,39.0,35.0,53.0,14.0,41.0
E01002985,Kingston upon Thames ,803,104.0,173.0,100.0,90.0,63.0,82.0,93.0,28.0,70.0
E01002986,Kingston upon Thames ,600,100.0,146.0,86.0,68.0,41.0,55.0,38.0,31.0,35.0
E01002987,Kingston upon Thames ,978,127.0,260.0,228.0,108.0,50.0,45.0,69.0,22.0,69.0
E01002988,Kingston upon Thames ,885,125.0,234.0,164.0,92.0,26.0,59.0,98.0,11.0,76.0
E01002989,Kingston upon Thames ,1274,226.0,456.0,316.0,101.0,52.0,36.0,45.0,17.0,25.0
E01002990,Kingston upon Thames ,1132,158.0,377.0,228.0,118.0,56.0,54.0,61.0,18.0,62.0
E01002991,Kingston upon Thames ,945,131.0,302.0,166.0,109.0,44.0,49.0,71.0,23.0,50.0
E01002992,Kingston upon Thames ,750,69.0,181.0,102.0,74.0,50.0,39.0,122.0,17.0,96.0
E01002993,Kingston upon Thames ,989,117.0,339.0,212.0,113.0,52.0,42.0,54.0,22.0,38.0
E01002994,Kingston upon Thames ,783,125.0,224.0,173.0,84.0,40.0,47.0,47.0,14.0,29.0
E01002995,Kingston upon Thames ,769,155.0,286.0,134.0,76.0,20.0,28.0,39.0,13.0,18.0
E01002996,Kingston upon Thames ,855,113.0,262.0,163.0,78.0,49.0,58.0,66.0,14.0,52.0
E01002997,Kingston upon Thames ,826,116.0,263.0,158.0,95.0,50.0,44.0,43.0,22.0,35.0
E01002998,Kingston upon Thames ,768,90.0,188.0,117.0,74.0,60.0,64.0,71.0,34.0,70.0
E01002999,Kingston upon Thames ,848,111.0,249.0,182.0,95.0,41.0,44.0,60.0,15.0,51.0
E01003000,Kingston upon Thames ,774,64.0,127.0,87.0,91.0,85.0,77.0,99.0,45.0,99.0
E01003001,Kingston upon Thames ,963,89.0,165.0,111.0,140.0,129.0,79.0,110.0,47.0,93.0
E01003002,Kingston upon Thames ,928,109.0,226.0,145.0,88.0,79.0,86.0,83.0,33.0,79.0
E01003003,Kingston upon Thames ,838,80.0,173.0,98.0,105.0,93.0,71.0,109.0,22.0,87.0
E01003004,Kingston upon Thames ,828,90.0,163.0,96.0,111.0,89.0,70.0,86.0,35.0,88.0
E01003005,Kingston upon Thames ,804,76.0,119.0,107.0,124.0,126.0,75.0,53.0,50.0,74.0
E01003006,Kingston upon Thames ,733,133.0,207.0,138.0,65.0,41.0,53.0,37.0,23.0,36.0
E01003007,Kingston upon Thames ,733,110.0,222.0,118.0,81.0,47.0,53.0,39.0,25.0,38.0
E01003008,Kingston upon Thames ,712,88.0,215.0,130.0,92.0,53.0,60.0,31.0,22.0,21.0
E01003009,Kingston upon Thames ,954,143.0,275.0,163.0,96.0,68.0,88.0,42.0,25.0,54.0
E01003010,Kingston upon Thames ,781,117.0,252.0,136.0,87.0,39.0,58.0,57.0,10.0,25.0
E01003011,Kingston upon Thames ,914,160.0,279.0,192.0,86.0,40.0,51.0,59.0,11.0,36.0
E01003013,Lambeth ,1087,144.0,501.0,201.0,79.0,25.0,44.0,25.0,7.0,61.0
E01003014,Lambeth ,797,101.0,212.0,142.0,78.0,33.0,53.0,60.0,22.0,96.0
E01003015,Lambeth ,744,73.0,168.0,108.0,88.0,44.0,50.0,65.0,37.0,111.0
E01003016,Lambeth ,572,75.0,176.0,120.0,53.0,18.0,23.0,43.0,14.0,50.0
E01003017,Lambeth ,958,129.0,249.0,164.0,93.0,52.0,64.0,63.0,46.0,98.0
E01003018,Lambeth ,1439,170.0,435.0,374.0,138.0,62.0,76.0,68.0,23.0,93.0
E01003019,Lambeth ,1450,160.0,507.0,372.0,132.0,64.0,58.0,61.0,18.0,78.0
E01003020,Lambeth ,1079,107.0,309.0,250.0,119.0,52.0,67.0,61.0,20.0,94.0
E01003021,Lambeth ,758,72.0,134.0,144.0,73.0,73.0,87.0,53.0,27.0,95.0
E01003022,Lambeth ,1070,128.0,295.0,271.0,110.0,66.0,65.0,59.0,22.0,54.0
E01003023,Lambeth ,1531,147.0,404.0,333.0,157.0,106.0,107.0,93.0,37.0,147.0
E01003024,Lambeth ,885,49.0,128.0,154.0,109.0,71.0,99.0,76.0,38.0,161.0
E01003025,Lambeth ,1092,95.0,243.0,212.0,92.0,83.0,117.0,83.0,30.0,137.0
E01003026,Lambeth ,1064,179.0,375.0,293.0,94.0,36.0,29.0,28.0,9.0,21.0
E01003027,Lambeth ,818,151.0,324.0,202.0,49.0,20.0,33.0,20.0,3.0,16.0
E01003028,Lambeth ,839,133.0,243.0,230.0,76.0,27.0,38.0,49.0,16.0,27.0
E01003029,Lambeth ,1182,177.0,373.0,299.0,128.0,41.0,49.0,40.0,21.0,54.0
E01003030,Lambeth ,1289,224.0,428.0,383.0,113.0,32.0,38.0,41.0,6.0,24.0
E01003031,Lambeth ,1066,134.0,313.0,241.0,114.0,51.0,63.0,53.0,24.0,73.0
E01003032,Lambeth ,971,114.0,265.0,201.0,99.0,51.0,75.0,54.0,29.0,83.0
E01003033,Lambeth ,909,192.0,291.0,216.0,74.0,28.0,39.0,26.0,9.0,34.0
E01003034,Lambeth ,1048,140.0,321.0,240.0,92.0,46.0,61.0,56.0,15.0,77.0
E01003035,Lambeth ,1138,144.0,370.0,311.0,104.0,41.0,47.0,52.0,19.0,50.0
E01003036,Lambeth ,977,124.0,302.0,271.0,75.0,46.0,51.0,52.0,14.0,42.0
E01003037,Lambeth ,744,70.0,205.0,155.0,85.0,40.0,51.0,47.0,23.0,68.0
E01003038,Lambeth ,1045,181.0,369.0,275.0,83.0,29.0,35.0,27.0,8.0,38.0
E01003039,Lambeth ,1447,237.0,481.0,457.0,111.0,42.0,40.0,44.0,7.0,28.0
E01003040,Lambeth ,813,132.0,260.0,210.0,70.0,34.0,38.0,32.0,8.0,29.0
E01003041,Lambeth ,881,75.0,233.0,188.0,87.0,60.0,59.0,74.0,28.0,77.0
E01003042,Lambeth ,653,71.0,165.0,159.0,86.0,33.0,40.0,29.0,16.0,54.0
E01003043,Lambeth ,1020,110.0,327.0,269.0,87.0,41.0,61.0,45.0,11.0,69.0
E01003044,Lambeth ,575,32.0,105.0,72.0,50.0,42.0,83.0,64.0,22.0,105.0
E01003045,Lambeth ,781,46.0,144.0,113.0,74.0,50.0,84.0,97.0,40.0,133.0
E01003046,Lambeth ,746,41.0,101.0,81.0,90.0,65.0,99.0,59.0,40.0,170.0
E01003047,Lambeth ,841,86.0,195.0,175.0,79.0,43.0,61.0,57.0,30.0,115.0
E01003048,Lambeth ,668,34.0,92.0,67.0,56.0,53.0,93.0,74.0,42.0,157.0
E01003049,Lambeth ,743,54.0,126.0,113.0,80.0,63.0,87.0,65.0,28.0,127.0
E01003050,Lambeth ,1059,86.0,369.0,289.0,103.0,48.0,45.0,45.0,18.0,56.0
E01003051,Lambeth ,761,65.0,162.0,140.0,79.0,53.0,64.0,60.0,23.0,115.0
E01003052,Lambeth ,754,47.0,104.0,102.0,65.0,68.0,91.0,77.0,48.0,152.0
E01003053,Lambeth ,1230,130.0,374.0,383.0,107.0,51.0,56.0,37.0,24.0,68.0
E01003054,Lambeth ,1459,170.0,509.0,469.0,142.0,35.0,31.0,43.0,17.0,43.0
E01003055,Lambeth ,943,105.0,276.0,248.0,90.0,30.0,62.0,57.0,25.0,50.0
E01003056,Lambeth ,1312,138.0,427.0,368.0,121.0,47.0,67.0,56.0,22.0,66.0
E01003057,Lambeth ,946,98.0,224.0,216.0,102.0,43.0,88.0,62.0,31.0,82.0
E01003058,Lambeth ,1405,139.0,394.0,431.0,172.0,51.0,62.0,51.0,21.0,84.0
E01003059,Lambeth ,779,52.0,89.0,90.0,74.0,75.0,93.0,68.0,47.0,191.0
E01003060,Lambeth ,685,52.0,62.0,66.0,60.0,75.0,82.0,61.0,46.0,181.0
E01003061,Lambeth ,732,52.0,151.0,129.0,63.0,47.0,52.0,36.0,34.0,168.0
E01003062,Lambeth ,1016,104.0,261.0,224.0,116.0,75.0,80.0,50.0,34.0,72.0
E01003063,Lambeth ,647,58.0,138.0,107.0,76.0,40.0,70.0,54.0,31.0,73.0
E01003064,Lambeth ,927,120.0,320.0,225.0,85.0,32.0,48.0,40.0,21.0,36.0
E01003065,Lambeth ,602,56.0,93.0,91.0,75.0,59.0,61.0,57.0,34.0,76.0
E01003066,Lambeth ,802,70.0,173.0,130.0,85.0,76.0,79.0,47.0,40.0,102.0
E01003067,Lambeth ,793,96.0,195.0,181.0,66.0,58.0,61.0,50.0,18.0,68.0
E01003068,Lambeth ,727,61.0,160.0,114.0,111.0,65.0,55.0,56.0,31.0,74.0
E01003069,Lambeth ,592,63.0,119.0,100.0,79.0,53.0,60.0,36.0,23.0,59.0
E01003070,Lambeth ,642,58.0,133.0,109.0,76.0,48.0,76.0,51.0,25.0,66.0
E01003071,Lambeth ,1531,200.0,504.0,398.0,128.0,56.0,78.0,70.0,23.0,74.0
E01003072,Lambeth ,968,143.0,343.0,200.0,92.0,45.0,61.0,32.0,14.0,38.0
E01003073,Lambeth ,848,95.0,209.0,172.0,105.0,47.0,66.0,52.0,27.0,75.0
E01003074,Lambeth ,1417,152.0,485.0,333.0,111.0,69.0,80.0,64.0,32.0,91.0
E01003075,Lambeth ,660,38.0,80.0,62.0,81.0,65.0,100.0,57.0,43.0,134.0
E01003076,Lambeth ,1179,86.0,346.0,215.0,92.0,79.0,83.0,65.0,37.0,176.0
E01003077,Lambeth ,1072,104.0,292.0,210.0,89.0,71.0,77.0,86.0,18.0,125.0
E01003078,Lambeth ,916,139.0,330.0,182.0,64.0,46.0,62.0,44.0,8.0,41.0
E01003079,Lambeth ,825,75.0,181.0,132.0,91.0,84.0,70.0,68.0,34.0,90.0
E01003080,Lambeth ,904,113.0,238.0,164.0,79.0,86.0,68.0,59.0,33.0,64.0
E01003081,Lambeth ,918,80.0,184.0,162.0,92.0,83.0,91.0,80.0,34.0,112.0
E01003082,Lambeth ,644,63.0,133.0,107.0,64.0,51.0,70.0,48.0,34.0,74.0
E01003083,Lambeth ,759,77.0,211.0,108.0,93.0,62.0,65.0,47.0,35.0,61.0
E01003084,Lambeth ,912,95.0,256.0,181.0,90.0,69.0,85.0,34.0,26.0,76.0
E01003085,Lambeth ,848,93.0,197.0,137.0,125.0,61.0,76.0,45.0,40.0,74.0
E01003086,Lambeth ,636,56.0,111.0,82.0,89.0,41.0,77.0,53.0,45.0,82.0
E01003087,Lambeth ,562,33.0,95.0,64.0,68.0,46.0,81.0,44.0,33.0,98.0
E01003088,Lambeth ,1066,115.0,279.0,240.0,114.0,54.0,72.0,63.0,20.0,109.0
E01003089,Lambeth ,882,52.0,142.0,115.0,63.0,72.0,95.0,85.0,38.0,220.0
E01003090,Lambeth ,1615,208.0,490.0,437.0,148.0,70.0,72.0,74.0,19.0,97.0
E01003091,Lambeth ,877,82.0,212.0,205.0,82.0,60.0,55.0,60.0,30.0,91.0
E01003092,Lambeth ,806,65.0,135.0,142.0,88.0,79.0,87.0,54.0,41.0,115.0
E01003093,Lambeth ,1029,78.0,185.0,151.0,98.0,75.0,138.0,101.0,42.0,161.0
E01003094,Lambeth ,934,94.0,268.0,217.0,100.0,43.0,68.0,50.0,19.0,75.0
E01003095,Lambeth ,1133,145.0,336.0,287.0,90.0,53.0,68.0,54.0,20.0,80.0
E01003096,Lambeth ,1519,192.0,481.0,423.0,128.0,62.0,58.0,65.0,19.0,91.0
E01003097,Lambeth ,808,70.0,130.0,106.0,69.0,73.0,92.0,85.0,49.0,134.0
E01003098,Lambeth ,833,100.0,208.0,193.0,77.0,45.0,63.0,44.0,23.0,80.0
E01003099,Lambeth ,922,89.0,260.0,179.0,84.0,53.0,53.0,47.0,28.0,129.0
E01003100,Lambeth ,1494,159.0,508.0,403.0,133.0,52.0,59.0,56.0,27.0,97.0
E01003101,Lambeth ,905,99.0,243.0,184.0,81.0,51.0,68.0,53.0,23.0,103.0
E01003102,Lambeth ,1108,131.0,330.0,238.0,121.0,51.0,69.0,54.0,22.0,92.0
E01003104,Lambeth ,1027,122.0,252.0,233.0,90.0,64.0,68.0,61.0,16.0,121.0
E01003105,Lambeth ,827,81.0,184.0,155.0,88.0,48.0,65.0,64.0,32.0,110.0
E01003106,Lambeth ,1127,145.0,336.0,244.0,119.0,47.0,51.0,68.0,26.0,91.0
E01003107,Lambeth ,1249,191.0,437.0,261.0,114.0,36.0,60.0,53.0,19.0,78.0
E01003108,Lambeth ,742,83.0,167.0,135.0,79.0,43.0,54.0,52.0,30.0,99.0
E01003109,Lambeth ,1193,152.0,323.0,203.0,103.0,61.0,96.0,81.0,45.0,129.0
E01003110,Lambeth ,1138,151.0,409.0,246.0,103.0,39.0,54.0,41.0,25.0,70.0
E01003111,Lambeth ,626,43.0,74.0,72.0,62.0,55.0,79.0,57.0,40.0,144.0
E01003112,Lambeth ,731,101.0,153.0,116.0,72.0,49.0,53.0,59.0,20.0,108.0
E01003113,Lambeth ,1147,111.0,282.0,244.0,118.0,87.0,86.0,65.0,28.0,126.0
E01003114,Lambeth ,1085,105.0,276.0,200.0,137.0,95.0,71.0,66.0,29.0,106.0
E01003115,Lambeth ,916,105.0,187.0,162.0,124.0,104.0,80.0,50.0,22.0,82.0
E01003116,Lambeth ,837,146.0,212.0,171.0,99.0,43.0,50.0,47.0,27.0,42.0
E01003117,Lambeth ,1158,164.0,247.0,244.0,136.0,91.0,60.0,71.0,36.0,109.0
E01003118,Lambeth ,981,136.0,257.0,181.0,106.0,84.0,56.0,50.0,21.0,90.0
E01003119,Lambeth ,1138,116.0,266.0,226.0,110.0,102.0,86.0,63.0,35.0,134.0
E01003120,Lambeth ,1158,130.0,196.0,208.0,107.0,136.0,108.0,73.0,47.0,153.0
E01003121,Lambeth ,720,62.0,101.0,83.0,64.0,61.0,79.0,84.0,31.0,155.0
E01003122,Lambeth ,1102,127.0,281.0,243.0,112.0,60.0,77.0,56.0,26.0,120.0
E01003123,Lambeth ,975,140.0,274.0,220.0,85.0,56.0,53.0,36.0,28.0,83.0
E01003124,Lambeth ,794,72.0,173.0,126.0,79.0,77.0,58.0,51.0,29.0,129.0
E01003125,Lambeth ,715,40.0,84.0,66.0,66.0,76.0,97.0,68.0,56.0,162.0
E01003126,Lambeth ,784,58.0,140.0,114.0,87.0,64.0,74.0,68.0,39.0,140.0
E01003127,Lambeth ,1007,124.0,240.0,205.0,95.0,72.0,57.0,39.0,35.0,140.0
E01003128,Lambeth ,740,55.0,118.0,113.0,66.0,70.0,88.0,56.0,24.0,150.0
E01003129,Lambeth ,1148,119.0,320.0,190.0,103.0,74.0,100.0,56.0,21.0,165.0
E01003130,Lambeth ,1043,127.0,275.0,196.0,109.0,87.0,72.0,47.0,25.0,105.0
E01003131,Lambeth ,846,110.0,204.0,193.0,94.0,53.0,61.0,39.0,20.0,72.0
E01003132,Lambeth ,591,38.0,96.0,76.0,55.0,54.0,79.0,50.0,39.0,104.0
E01003133,Lambeth ,981,117.0,261.0,193.0,108.0,76.0,69.0,57.0,22.0,78.0
E01003134,Lambeth ,827,89.0,219.0,150.0,92.0,70.0,57.0,53.0,33.0,64.0
E01003135,Lambeth ,935,116.0,227.0,165.0,109.0,74.0,61.0,50.0,28.0,105.0
E01003136,Lambeth ,906,104.0,204.0,182.0,105.0,54.0,64.0,61.0,20.0,112.0
E01003137,Lambeth ,712,63.0,118.0,110.0,90.0,64.0,82.0,47.0,26.0,112.0
E01003138,Lambeth ,1072,161.0,346.0,260.0,108.0,46.0,38.0,46.0,12.0,55.0
E01003139,Lambeth ,789,61.0,133.0,90.0,106.0,98.0,79.0,69.0,38.0,115.0
E01003140,Lambeth ,742,66.0,104.0,89.0,111.0,110.0,61.0,58.0,50.0,93.0
E01003141,Lambeth ,807,76.0,166.0,122.0,98.0,68.0,66.0,62.0,43.0,106.0
E01003142,Lambeth ,580,48.0,83.0,44.0,70.0,81.0,63.0,63.0,37.0,91.0
E01003143,Lambeth ,617,38.0,93.0,76.0,81.0,78.0,70.0,58.0,33.0,90.0
E01003144,Lambeth ,773,112.0,221.0,122.0,90.0,57.0,54.0,45.0,24.0,48.0
E01003145,Lambeth ,967,88.0,226.0,154.0,114.0,91.0,80.0,77.0,35.0,102.0
E01003146,Lambeth ,728,50.0,125.0,64.0,86.0,125.0,68.0,69.0,35.0,106.0
E01003147,Lambeth ,1044,105.0,221.0,168.0,113.0,99.0,83.0,80.0,43.0,132.0
E01003148,Lambeth ,1001,109.0,230.0,220.0,95.0,101.0,82.0,48.0,33.0,83.0
E01003149,Lambeth ,952,128.0,243.0,175.0,103.0,77.0,70.0,56.0,34.0,66.0
E01003150,Lambeth ,858,87.0,212.0,111.0,91.0,98.0,79.0,66.0,33.0,81.0
E01003151,Lambeth ,801,71.0,147.0,113.0,107.0,60.0,94.0,84.0,27.0,98.0
E01003152,Lambeth ,1111,120.0,275.0,224.0,107.0,99.0,70.0,80.0,34.0,102.0
E01003153,Lambeth ,1456,158.0,312.0,315.0,143.0,138.0,107.0,76.0,39.0,168.0
E01003154,Lambeth ,882,90.0,152.0,128.0,130.0,93.0,102.0,59.0,32.0,96.0
E01003155,Lambeth ,1048,102.0,229.0,187.0,152.0,125.0,65.0,57.0,35.0,96.0
E01003156,Lambeth ,886,118.0,276.0,210.0,90.0,43.0,48.0,27.0,22.0,52.0
E01003157,Lambeth ,903,140.0,329.0,225.0,77.0,27.0,35.0,37.0,8.0,25.0
E01003158,Lambeth ,1134,190.0,411.0,282.0,109.0,30.0,39.0,37.0,10.0,26.0
E01003159,Lambeth ,767,63.0,142.0,131.0,85.0,52.0,76.0,47.0,35.0,136.0
E01003160,Lambeth ,661,31.0,72.0,74.0,71.0,49.0,98.0,79.0,47.0,140.0
E01003161,Lambeth ,690,83.0,236.0,157.0,70.0,38.0,37.0,32.0,7.0,30.0
E01003162,Lambeth ,891,47.0,105.0,90.0,85.0,81.0,136.0,82.0,60.0,205.0
E01003163,Lambeth ,814,105.0,231.0,157.0,101.0,52.0,60.0,41.0,20.0,47.0
E01003164,Lambeth ,1145,108.0,281.0,245.0,130.0,80.0,85.0,101.0,28.0,87.0
E01003165,Lambeth ,804,107.0,250.0,159.0,78.0,36.0,68.0,29.0,22.0,55.0
E01003166,Lambeth ,1310,137.0,379.0,244.0,132.0,88.0,79.0,78.0,51.0,122.0
