LSOA21CD,All categories: Distance travelled to work_weighted,Less than 2km_weighted,2km to less than 5km_weighted,5km to less than 10km_weighted,10km to less than 20km_weighted,20km to less than 30km_weighted,30km to less than 40km_weighted,40km to less than 60km_weighted,60km and over_weighted,Work mainly at or from home_weighted,Other_weighted,Total distance (km)_weighted,Average distance (km)_weighted
E01002598,871.0,121.0,214.0,207.0,107.0,55.0,5.0,4.0,18.0,47.0,93.0,9211.0,13.0
E01002599,743.0,116.0,164.0,191.0,96.0,43.0,12.0,3.0,9.0,42.0,67.0,6359.0,10.0
E01002600,737.0,140.0,145.0,196.0,64.0,43.0,8.0,6.0,6.0,47.0,82.0,6031.0,10.0
E01002601,927.0,132.0,139.0,252.0,130.0,68.0,9.0,5.0,8.0,66.0,118.0,7458.0,10.0
E01002602,808.0,141.0,144.0,232.0,99.0,57.0,4.0,4.0,8.0,46.0,73.0,6905.0,10.0
E01002603,964.0,143.0,194.0,234.0,137.0,77.0,11.0,8.0,17.0,68.0,75.0,9559.0,12.0
E01002604,641.0,71.0,144.0,157.0,97.0,24.0,5.0,4.0,12.0,44.0,83.0,6042.0,12.0
E01002605,842.0,108.0,211.0,206.0,112.0,27.0,11.0,5.0,12.0,62.0,88.0,6807.0,10.0
E01002606,675.0,92.0,188.0,175.0,76.0,25.0,8.0,3.0,8.0,39.0,61.0,5881.0,10.0
E01002607,918.0,98.0,219.0,232.0,135.0,38.0,6.0,7.0,9.0,60.0,114.0,7117.0,10.0
E01002608,765.0,92.0,187.0,157.0,121.0,51.0,4.0,2.0,8.0,49.0,94.0,7697.0,12.0
E01002609,900.0,79.0,224.0,225.0,123.0,58.0,8.0,5.0,6.0,68.0,104.0,6825.0,9.0
E01002610,668.0,80.0,142.0,181.0,96.0,38.0,6.0,7.0,6.0,44.0,68.0,5719.0,10.0
E01002611,902.0,126.0,195.0,216.0,104.0,55.0,14.0,5.0,18.0,75.0,94.0,8182.0,11.0
E01002612,794.0,114.0,180.0,176.0,120.0,55.0,12.0,9.0,9.0,53.0,66.0,7120.0,10.0
E01002613,884.0,114.0,212.0,245.0,118.0,28.0,14.0,6.0,11.0,60.0,76.0,8195.0,11.0
E01002614,956.0,113.0,188.0,248.0,128.0,71.0,13.0,3.0,8.0,73.0,111.0,7531.0,10.0
E01002615,651.0,80.0,147.0,166.0,91.0,45.0,10.0,2.0,8.0,41.0,61.0,5836.0,11.0
E01002616,671.0,109.0,140.0,166.0,70.0,52.0,9.0,7.0,8.0,48.0,62.0,5897.0,10.0
E01002617,867.0,82.0,168.0,241.0,117.0,71.0,19.0,2.0,8.0,64.0,95.0,8358.0,12.0
E01002618,830.0,133.0,168.0,170.0,153.0,55.0,10.0,5.0,11.0,50.0,75.0,7689.0,11.0
E01002619,895.0,111.0,222.0,202.0,136.0,43.0,9.0,9.0,9.0,68.0,86.0,7920.0,11.0
E01002620,742.0,87.0,166.0,166.0,131.0,29.0,16.0,2.0,8.0,61.0,76.0,5985.0,10.0
E01002621,858.0,118.0,151.0,203.0,144.0,48.0,17.0,3.0,9.0,74.0,91.0,7372.0,11.0
E01002622,888.0,118.0,184.0,231.0,149.0,52.0,13.0,8.0,10.0,54.0,69.0,8582.0,11.0
E01002623,734.0,92.0,126.0,165.0,153.0,36.0,3.0,9.0,11.0,62.0,77.0,6646.0,11.0
E01002624,745.0,93.0,154.0,160.0,148.0,42.0,6.0,7.0,16.0,55.0,64.0,8856.0,14.0
E01002625,818.0,89.0,187.0,197.0,127.0,40.0,9.0,10.0,10.0,55.0,94.0,7998.0,12.0
E01002626,788.0,97.0,179.0,183.0,125.0,35.0,10.0,9.0,11.0,70.0,69.0,6898.0,11.0
E01002627,699.0,66.0,175.0,164.0,109.0,33.0,10.0,4.0,12.0,36.0,90.0,7112.0,12.0
E01002628,978.0,127.0,177.0,203.0,177.0,48.0,9.0,14.0,7.0,80.0,136.0,7417.0,10.0
E01002629,961.0,123.0,185.0,212.0,214.0,45.0,7.0,10.0,17.0,79.0,69.0,9955.0,12.0
E01002630,861.0,79.0,115.0,183.0,226.0,50.0,5.0,12.0,18.0,71.0,102.0,10359.0,15.0
E01002631,755.0,105.0,165.0,207.0,124.0,22.0,7.0,2.0,5.0,46.0,72.0,5350.0,8.0
E01002632,898.0,98.0,203.0,222.0,159.0,51.0,7.0,8.0,13.0,73.0,64.0,9217.0,12.0
E01002633,626.0,70.0,184.0,136.0,83.0,31.0,4.0,5.0,8.0,41.0,64.0,5047.0,10.0
E01002634,586.0,87.0,177.0,113.0,95.0,22.0,5.0,8.0,8.0,33.0,38.0,4757.0,9.0
E01002635,838.0,95.0,219.0,153.0,132.0,57.0,7.0,3.0,8.0,76.0,88.0,6593.0,10.0
E01002636,941.0,124.0,222.0,218.0,147.0,47.0,10.0,6.0,17.0,55.0,95.0,7993.0,10.0
E01002637,655.0,87.0,144.0,163.0,104.0,25.0,2.0,3.0,11.0,49.0,67.0,6046.0,11.0
E01002638,708.0,94.0,144.0,184.0,108.0,40.0,13.0,3.0,7.0,45.0,70.0,5842.0,10.0
E01002639,930.0,117.0,136.0,195.0,238.0,31.0,8.0,6.0,10.0,60.0,129.0,9007.0,12.0
E01002640,973.0,110.0,151.0,213.0,235.0,37.0,2.0,7.0,17.0,82.0,119.0,9750.0,13.0
E01002641,977.0,126.0,160.0,200.0,244.0,34.0,10.0,9.0,8.0,67.0,119.0,9248.0,12.0
E01002643,1082.0,144.0,190.0,252.0,225.0,31.0,14.0,5.0,9.0,104.0,108.0,8974.0,10.0
E01002645,1035.0,156.0,174.0,201.0,229.0,40.0,6.0,4.0,19.0,70.0,136.0,9125.0,11.0
E01002646,823.0,100.0,143.0,191.0,161.0,38.0,5.0,7.0,11.0,51.0,116.0,7083.0,11.0
E01002647,953.0,140.0,167.0,213.0,169.0,62.0,16.0,4.0,14.0,72.0,96.0,8434.0,11.0
E01002649,1006.0,111.0,162.0,208.0,239.0,36.0,15.0,6.0,9.0,77.0,143.0,8733.0,11.0
E01002650,1087.0,149.0,198.0,224.0,215.0,53.0,19.0,7.0,18.0,96.0,108.0,10031.0,11.0
E01002651,901.0,145.0,156.0,204.0,166.0,45.0,12.0,9.0,12.0,63.0,89.0,7878.0,10.0
E01002652,859.0,122.0,162.0,186.0,148.0,34.0,11.0,4.0,5.0,71.0,116.0,6347.0,9.0
E01002653,888.0,122.0,178.0,164.0,175.0,32.0,13.0,9.0,18.0,64.0,113.0,9035.0,13.0
E01002654,967.0,151.0,205.0,186.0,199.0,29.0,12.0,10.0,13.0,49.0,113.0,8702.0,11.0
E01002655,979.0,147.0,157.0,210.0,195.0,45.0,10.0,3.0,12.0,97.0,103.0,8905.0,11.0
E01002656,672.0,113.0,125.0,143.0,125.0,22.0,11.0,4.0,10.0,60.0,59.0,6006.0,11.0
E01002657,970.0,133.0,198.0,187.0,207.0,42.0,10.0,8.0,11.0,79.0,95.0,9060.0,11.0
E01002658,725.0,100.0,108.0,121.0,175.0,28.0,7.0,3.0,11.0,79.0,93.0,6878.0,12.0
E01002659,685.0,115.0,124.0,139.0,138.0,10.0,8.0,6.0,8.0,63.0,74.0,5216.0,10.0
E01002660,910.0,130.0,174.0,209.0,158.0,62.0,0.0,6.0,13.0,50.0,108.0,8386.0,11.0
E01002661,950.0,104.0,201.0,181.0,181.0,43.0,2.0,5.0,23.0,92.0,118.0,8914.0,12.0
E01002662,1128.0,165.0,194.0,217.0,251.0,62.0,8.0,5.0,11.0,61.0,154.0,9284.0,10.0
E01002663,957.0,140.0,164.0,209.0,180.0,46.0,15.0,5.0,19.0,66.0,113.0,9501.0,12.0
E01002665,750.0,115.0,134.0,173.0,141.0,35.0,2.0,8.0,15.0,52.0,75.0,7845.0,13.0
E01002666,808.0,88.0,166.0,174.0,146.0,35.0,6.0,5.0,19.0,69.0,100.0,9035.0,14.0
E01002667,812.0,121.0,119.0,159.0,173.0,24.0,23.0,3.0,7.0,116.0,67.0,6350.0,10.0
E01002668,1123.0,128.0,192.0,238.0,286.0,53.0,9.0,5.0,18.0,95.0,99.0,11659.0,12.0
E01002669,848.0,164.0,155.0,176.0,170.0,17.0,6.0,2.0,2.0,58.0,98.0,5523.0,8.0
E01002670,925.0,153.0,136.0,193.0,209.0,22.0,9.0,6.0,4.0,76.0,117.0,7120.0,10.0
E01002671,847.0,117.0,131.0,180.0,170.0,24.0,19.0,12.0,8.0,99.0,87.0,7344.0,11.0
E01002672,796.0,133.0,126.0,178.0,187.0,20.0,8.0,12.0,10.0,50.0,72.0,7580.0,11.0
E01002673,588.0,118.0,105.0,140.0,80.0,22.0,4.0,4.0,5.0,40.0,70.0,4551.0,9.0
E01002674,916.0,106.0,139.0,185.0,218.0,32.0,14.0,10.0,14.0,88.0,110.0,8437.0,12.0
E01002675,1315.0,164.0,238.0,251.0,320.0,43.0,23.0,17.0,14.0,124.0,121.0,11931.0,11.0
E01002676,865.0,98.0,152.0,202.0,189.0,39.0,9.0,8.0,6.0,80.0,82.0,7954.0,11.0
E01002677,865.0,130.0,146.0,177.0,187.0,20.0,13.0,6.0,6.0,88.0,92.0,7106.0,10.0
E01002678,1061.0,127.0,174.0,202.0,271.0,32.0,15.0,6.0,6.0,127.0,101.0,8715.0,11.0
E01002679,989.0,144.0,161.0,181.0,216.0,39.0,19.0,13.0,12.0,86.0,118.0,9554.0,12.0
E01002680,1034.0,115.0,171.0,225.0,208.0,36.0,7.0,9.0,9.0,106.0,148.0,8278.0,11.0
E01002681,1047.0,162.0,181.0,186.0,238.0,34.0,12.0,11.0,7.0,94.0,122.0,8325.0,10.0
E01002682,1235.0,170.0,210.0,251.0,328.0,32.0,16.0,5.0,12.0,101.0,110.0,12007.0,12.0
E01002686,789.0,130.0,165.0,153.0,148.0,13.0,5.0,9.0,7.0,53.0,106.0,5750.0,9.0
E01002687,1074.0,116.0,128.0,205.0,296.0,33.0,15.0,12.0,18.0,150.0,101.0,11029.0,13.0
E01002689,803.0,84.0,103.0,200.0,193.0,13.0,5.0,10.0,10.0,111.0,74.0,6784.0,11.0
E01002690,764.0,90.0,108.0,167.0,186.0,15.0,6.0,6.0,8.0,119.0,59.0,7077.0,12.0
E01002691,886.0,61.0,132.0,154.0,276.0,23.0,5.0,8.0,7.0,94.0,126.0,7556.0,11.0
E01002692,1070.0,133.0,152.0,192.0,305.0,22.0,18.0,16.0,19.0,113.0,100.0,10739.0,12.0
E01002693,919.0,112.0,120.0,204.0,215.0,16.0,12.0,14.0,10.0,116.0,100.0,7256.0,10.0
E01002694,598.0,116.0,231.0,89.0,33.0,4.0,2.0,2.0,6.0,43.0,72.0,2884.0,6.0
E01002695,964.0,196.0,417.0,113.0,30.0,11.0,3.0,8.0,16.0,74.0,96.0,6470.0,8.0
E01002696,1138.0,159.0,575.0,132.0,39.0,14.0,4.0,8.0,14.0,124.0,69.0,7101.0,8.0
E01002697,665.0,174.0,228.0,82.0,35.0,6.0,3.0,7.0,9.0,57.0,64.0,4100.0,7.0
E01002698,1291.0,119.0,654.0,193.0,47.0,19.0,10.0,13.0,17.0,120.0,99.0,8646.0,8.0
E01002699,920.0,101.0,484.0,107.0,32.0,6.0,2.0,2.0,12.0,107.0,67.0,4784.0,6.0
E01002700,855.0,84.0,437.0,100.0,21.0,10.0,1.0,6.0,9.0,127.0,60.0,4426.0,7.0
E01002701,701.0,216.0,202.0,98.0,35.0,8.0,4.0,6.0,12.0,52.0,68.0,4151.0,7.0
E01002702,818.0,293.0,224.0,93.0,41.0,5.0,1.0,1.0,12.0,72.0,76.0,4571.0,7.0
E01002703,743.0,286.0,184.0,74.0,32.0,16.0,3.0,7.0,10.0,62.0,69.0,4008.0,6.0
E01002704,1059.0,407.0,235.0,140.0,37.0,7.0,3.0,4.0,6.0,129.0,91.0,4651.0,6.0
E01002706,980.0,391.0,209.0,114.0,42.0,8.0,4.0,2.0,12.0,101.0,97.0,4813.0,6.0
E01002707,964.0,280.0,346.0,138.0,29.0,6.0,4.0,9.0,12.0,73.0,67.0,5866.0,7.0
E01002708,924.0,149.0,385.0,140.0,43.0,20.0,2.0,5.0,17.0,53.0,110.0,6803.0,9.0
E01002709,804.0,134.0,370.0,96.0,24.0,17.0,8.0,9.0,9.0,62.0,75.0,4440.0,7.0
E01002710,715.0,150.0,285.0,106.0,19.0,17.0,7.0,2.0,7.0,60.0,62.0,4366.0,7.0
E01002711,1168.0,209.0,467.0,127.0,58.0,20.0,10.0,13.0,32.0,138.0,94.0,9522.0,10.0
E01002712,730.0,93.0,287.0,111.0,40.0,10.0,2.0,1.0,10.0,90.0,86.0,4540.0,8.0
E01002713,624.0,136.0,247.0,96.0,26.0,9.0,0.0,2.0,10.0,44.0,54.0,4060.0,8.0
E01002714,1072.0,108.0,513.0,127.0,37.0,23.0,8.0,4.0,23.0,143.0,86.0,7337.0,9.0
E01002715,567.0,101.0,235.0,65.0,19.0,11.0,2.0,1.0,7.0,58.0,68.0,3221.0,7.0
E01002716,1062.0,106.0,486.0,206.0,66.0,17.0,5.0,5.0,12.0,70.0,89.0,7273.0,8.0
E01002717,705.0,62.0,336.0,131.0,46.0,5.0,5.0,1.0,12.0,66.0,41.0,6058.0,10.0
E01002718,1097.0,118.0,558.0,185.0,59.0,11.0,6.0,4.0,6.0,92.0,58.0,5261.0,6.0
E01002719,856.0,102.0,418.0,146.0,43.0,10.0,7.0,3.0,12.0,69.0,46.0,5788.0,8.0
E01002720,934.0,134.0,406.0,160.0,58.0,18.0,6.0,5.0,12.0,62.0,73.0,6691.0,8.0
E01002721,931.0,103.0,456.0,139.0,46.0,10.0,2.0,4.0,12.0,79.0,80.0,5458.0,7.0
E01002722,622.0,76.0,311.0,79.0,25.0,9.0,3.0,5.0,6.0,56.0,52.0,3705.0,7.0
E01002723,708.0,254.0,197.0,63.0,30.0,9.0,1.0,3.0,6.0,81.0,64.0,2722.0,5.0
E01002724,1237.0,533.0,280.0,99.0,48.0,9.0,4.0,4.0,29.0,142.0,89.0,7948.0,8.0
E01002725,636.0,212.0,160.0,72.0,35.0,8.0,5.0,7.0,4.0,50.0,83.0,3162.0,6.0
E01002726,905.0,303.0,267.0,87.0,32.0,6.0,2.0,5.0,21.0,111.0,71.0,5066.0,7.0
E01002727,950.0,329.0,303.0,97.0,23.0,11.0,3.0,4.0,19.0,91.0,70.0,5382.0,7.0
E01002728,559.0,130.0,198.0,63.0,26.0,10.0,1.0,4.0,14.0,66.0,47.0,4320.0,10.0
E01002729,848.0,268.0,259.0,81.0,25.0,9.0,4.0,2.0,20.0,103.0,77.0,5168.0,8.0
E01002730,980.0,76.0,303.0,321.0,81.0,17.0,4.0,3.0,13.0,78.0,84.0,6481.0,8.0
E01002732,787.0,105.0,195.0,243.0,57.0,11.0,7.0,6.0,17.0,65.0,81.0,6046.0,9.0
E01002733,868.0,66.0,223.0,331.0,54.0,24.0,5.0,5.0,17.0,68.0,75.0,9287.0,13.0
E01002734,629.0,103.0,141.0,215.0,48.0,5.0,3.0,2.0,12.0,51.0,49.0,4716.0,9.0
E01002735,936.0,72.0,180.0,387.0,74.0,24.0,5.0,7.0,7.0,79.0,101.0,6453.0,9.0
E01002736,515.0,72.0,105.0,174.0,39.0,6.0,4.0,3.0,10.0,35.0,67.0,4240.0,10.0
E01002737,729.0,94.0,158.0,268.0,40.0,10.0,5.0,2.0,16.0,69.0,67.0,7152.0,12.0
E01002738,934.0,72.0,355.0,233.0,54.0,9.0,3.0,6.0,8.0,112.0,82.0,5301.0,7.0
E01002739,1086.0,90.0,478.0,252.0,49.0,16.0,4.0,1.0,20.0,117.0,59.0,9013.0,10.0
E01002740,1145.0,95.0,542.0,229.0,45.0,15.0,3.0,6.0,15.0,136.0,59.0,7261.0,8.0
E01002741,642.0,65.0,215.0,181.0,51.0,9.0,0.0,7.0,5.0,47.0,62.0,4177.0,8.0
E01002742,994.0,54.0,291.0,338.0,68.0,13.0,12.0,7.0,16.0,138.0,57.0,7866.0,10.0
E01002743,836.0,74.0,285.0,240.0,56.0,10.0,3.0,3.0,13.0,93.0,59.0,6464.0,10.0
E01002744,882.0,73.0,319.0,263.0,52.0,9.0,4.0,7.0,9.0,95.0,51.0,6542.0,9.0
E01002745,887.0,92.0,331.0,231.0,49.0,11.0,8.0,4.0,18.0,102.0,41.0,7268.0,10.0
E01002747,951.0,51.0,228.0,394.0,54.0,18.0,5.0,9.0,10.0,81.0,101.0,7617.0,10.0
E01002748,695.0,59.0,175.0,255.0,55.0,10.0,4.0,4.0,9.0,59.0,65.0,5258.0,9.0
E01002749,636.0,62.0,200.0,195.0,41.0,9.0,5.0,4.0,7.0,46.0,67.0,4264.0,8.0
E01002751,827.0,130.0,239.0,209.0,65.0,7.0,3.0,2.0,11.0,73.0,88.0,5883.0,9.0
E01002752,779.0,89.0,252.0,220.0,63.0,8.0,1.0,3.0,8.0,84.0,51.0,4690.0,7.0
E01002753,726.0,91.0,142.0,294.0,52.0,13.0,5.0,4.0,6.0,55.0,64.0,5086.0,8.0
E01002754,825.0,67.0,105.0,400.0,47.0,7.0,1.0,3.0,11.0,110.0,74.0,5245.0,8.0
E01002755,563.0,74.0,96.0,220.0,42.0,6.0,5.0,2.0,5.0,52.0,61.0,3775.0,8.0
E01002756,745.0,55.0,105.0,326.0,57.0,14.0,5.0,3.0,2.0,84.0,94.0,4601.0,8.0
E01002757,678.0,63.0,123.0,270.0,56.0,12.0,6.0,4.0,9.0,79.0,56.0,5463.0,10.0
E01002758,638.0,60.0,120.0,273.0,47.0,13.0,1.0,3.0,9.0,49.0,63.0,4763.0,9.0
E01002759,918.0,78.0,149.0,400.0,63.0,11.0,4.0,7.0,13.0,102.0,91.0,6523.0,9.0
E01002760,585.0,68.0,121.0,216.0,41.0,6.0,2.0,2.0,7.0,57.0,65.0,4371.0,9.0
E01002762,1203.0,100.0,505.0,279.0,76.0,15.0,5.0,10.0,16.0,98.0,99.0,8158.0,8.0
E01002763,697.0,74.0,258.0,180.0,43.0,16.0,3.0,2.0,8.0,45.0,68.0,4613.0,8.0
E01002764,880.0,116.0,318.0,174.0,57.0,10.0,3.0,3.0,9.0,99.0,91.0,5278.0,8.0
E01002765,990.0,154.0,412.0,175.0,52.0,21.0,7.0,4.0,21.0,68.0,76.0,8000.0,9.0
E01002766,669.0,126.0,261.0,105.0,41.0,12.0,3.0,5.0,7.0,39.0,70.0,4097.0,7.0
E01002767,1001.0,138.0,387.0,228.0,54.0,9.0,4.0,15.0,13.0,62.0,91.0,7904.0,9.0
E01002768,872.0,98.0,252.0,262.0,65.0,17.0,3.0,5.0,4.0,93.0,73.0,4864.0,7.0
E01002769,1002.0,102.0,266.0,327.0,42.0,12.0,6.0,8.0,11.0,129.0,99.0,6367.0,8.0
E01002770,870.0,76.0,140.0,343.0,81.0,18.0,4.0,5.0,8.0,100.0,95.0,5938.0,9.0
E01002771,783.0,74.0,192.0,277.0,55.0,10.0,3.0,5.0,10.0,76.0,81.0,5804.0,9.0
E01002772,1013.0,79.0,209.0,437.0,73.0,17.0,5.0,3.0,6.0,101.0,83.0,6259.0,8.0
E01002773,560.0,87.0,125.0,190.0,40.0,6.0,5.0,1.0,4.0,50.0,52.0,3095.0,7.0
E01002774,1138.0,126.0,286.0,402.0,84.0,14.0,5.0,6.0,16.0,104.0,95.0,8289.0,9.0
E01002775,946.0,63.0,413.0,206.0,61.0,10.0,4.0,2.0,12.0,106.0,69.0,6279.0,8.0
E01002776,861.0,68.0,349.0,199.0,63.0,11.0,5.0,4.0,10.0,85.0,67.0,6211.0,9.0
E01002777,1015.0,81.0,405.0,247.0,56.0,8.0,2.0,4.0,22.0,108.0,82.0,8250.0,10.0
E01002778,646.0,61.0,229.0,173.0,42.0,6.0,1.0,0.0,7.0,80.0,47.0,3620.0,7.0
E01002779,1049.0,61.0,401.0,304.0,54.0,16.0,4.0,7.0,13.0,103.0,86.0,7419.0,9.0
E01002780,927.0,81.0,379.0,223.0,66.0,11.0,4.0,5.0,14.0,80.0,64.0,7033.0,9.0
E01002781,637.0,53.0,237.0,158.0,37.0,7.0,4.0,3.0,4.0,63.0,71.0,3495.0,7.0
E01002782,574.0,53.0,226.0,124.0,45.0,8.0,2.0,5.0,9.0,42.0,60.0,4386.0,9.0
E01002783,700.0,101.0,284.0,152.0,31.0,8.0,1.0,3.0,4.0,57.0,59.0,3341.0,6.0
E01002784,802.0,130.0,253.0,200.0,51.0,10.0,1.0,8.0,11.0,59.0,79.0,5814.0,9.0
E01002785,1033.0,98.0,287.0,325.0,51.0,13.0,2.0,7.0,18.0,129.0,103.0,7448.0,9.0
E01002786,886.0,111.0,280.0,251.0,57.0,14.0,3.0,2.0,12.0,74.0,82.0,6473.0,9.0
E01002787,734.0,121.0,225.0,177.0,39.0,8.0,10.0,2.0,18.0,61.0,73.0,6999.0,12.0
E01002788,1143.0,111.0,338.0,340.0,54.0,15.0,2.0,4.0,16.0,124.0,139.0,6476.0,7.0
E01002789,1155.0,105.0,334.0,349.0,53.0,12.0,3.0,6.0,14.0,178.0,101.0,6506.0,7.0
E01002790,673.0,125.0,273.0,112.0,25.0,11.0,5.0,5.0,9.0,62.0,46.0,4547.0,8.0
E01002791,921.0,81.0,466.0,157.0,31.0,12.0,3.0,2.0,4.0,98.0,67.0,4146.0,6.0
E01002792,1171.0,127.0,588.0,158.0,47.0,13.0,4.0,8.0,9.0,109.0,108.0,5535.0,6.0
E01002793,1027.0,145.0,512.0,161.0,39.0,11.0,6.0,6.0,10.0,66.0,71.0,6656.0,8.0
E01002794,1079.0,135.0,549.0,137.0,28.0,8.0,5.0,4.0,9.0,138.0,66.0,4804.0,6.0
E01002795,1142.0,103.0,527.0,198.0,65.0,20.0,5.0,10.0,18.0,110.0,86.0,8652.0,9.0
E01002796,610.0,64.0,297.0,94.0,32.0,7.0,3.0,6.0,7.0,56.0,44.0,3263.0,6.0
E01002797,1012.0,142.0,482.0,172.0,56.0,8.0,4.0,3.0,13.0,54.0,78.0,5893.0,7.0
E01002798,1190.0,166.0,528.0,184.0,53.0,12.0,6.0,2.0,12.0,129.0,98.0,6270.0,7.0
E01002799,836.0,135.0,390.0,105.0,32.0,12.0,9.0,4.0,14.0,60.0,75.0,6205.0,9.0
E01002800,359.0,89.0,124.0,39.0,18.0,6.0,2.0,2.0,7.0,32.0,40.0,2194.0,8.0
E01002801,980.0,165.0,471.0,123.0,39.0,6.0,4.0,3.0,8.0,98.0,63.0,4422.0,5.0
E01002802,916.0,160.0,416.0,112.0,31.0,10.0,3.0,6.0,12.0,100.0,66.0,5238.0,7.0
E01002804,751.0,77.0,145.0,293.0,62.0,16.0,3.0,2.0,3.0,74.0,76.0,4589.0,8.0
E01002805,996.0,66.0,166.0,461.0,87.0,14.0,7.0,7.0,13.0,87.0,88.0,9107.0,11.0
E01002806,893.0,58.0,148.0,411.0,57.0,21.0,2.0,2.0,12.0,108.0,74.0,6699.0,9.0
E01002807,861.0,132.0,163.0,345.0,50.0,16.0,0.0,3.0,8.0,58.0,86.0,5374.0,8.0
E01002808,1055.0,71.0,243.0,427.0,80.0,15.0,10.0,4.0,16.0,103.0,86.0,8654.0,10.0
E01002809,829.0,89.0,175.0,303.0,60.0,14.0,0.0,6.0,10.0,73.0,99.0,5312.0,8.0
E01002810,800.0,71.0,188.0,302.0,61.0,20.0,3.0,3.0,11.0,62.0,79.0,5885.0,9.0
E01002811,689.0,73.0,141.0,278.0,49.0,13.0,1.0,5.0,4.0,58.0,67.0,4536.0,8.0
E01002812,950.0,112.0,229.0,291.0,67.0,12.0,5.0,5.0,12.0,159.0,58.0,7105.0,10.0
E01002813,973.0,95.0,221.0,284.0,64.0,7.0,4.0,2.0,7.0,218.0,71.0,5587.0,8.0
E01002814,910.0,153.0,239.0,249.0,50.0,7.0,4.0,4.0,11.0,120.0,73.0,5866.0,8.0
E01002815,719.0,93.0,159.0,221.0,52.0,7.0,2.0,7.0,18.0,100.0,60.0,6127.0,11.0
E01002816,714.0,87.0,180.0,194.0,55.0,4.0,7.0,2.0,22.0,116.0,47.0,8069.0,15.0
E01002817,776.0,80.0,193.0,213.0,47.0,4.0,16.0,3.0,8.0,167.0,45.0,5201.0,9.0
E01002818,1137.0,237.0,276.0,191.0,44.0,10.0,3.0,8.0,12.0,266.0,90.0,6615.0,8.0
E01002819,854.0,130.0,228.0,169.0,64.0,6.0,3.0,4.0,4.0,177.0,69.0,3717.0,6.0
E01002821,758.0,95.0,201.0,166.0,56.0,2.0,4.0,2.0,6.0,168.0,58.0,4017.0,8.0
E01002823,614.0,123.0,149.0,127.0,47.0,0.0,3.0,2.0,6.0,100.0,57.0,2697.0,6.0
E01002824,844.0,76.0,225.0,229.0,55.0,13.0,6.0,5.0,14.0,177.0,44.0,6163.0,10.0
E01002825,918.0,90.0,237.0,258.0,47.0,2.0,3.0,8.0,12.0,200.0,61.0,5544.0,8.0
E01002826,891.0,119.0,253.0,221.0,59.0,6.0,6.0,2.0,11.0,159.0,55.0,6525.0,10.0
E01002827,1066.0,104.0,289.0,303.0,73.0,13.0,9.0,6.0,12.0,192.0,65.0,6508.0,8.0
E01002828,738.0,68.0,197.0,218.0,41.0,10.0,3.0,5.0,6.0,145.0,45.0,4494.0,8.0
E01002829,838.0,139.0,197.0,226.0,56.0,9.0,2.0,4.0,10.0,135.0,60.0,5376.0,8.0
E01002830,922.0,140.0,264.0,243.0,54.0,14.0,3.0,4.0,6.0,122.0,72.0,5532.0,8.0
E01002831,1040.0,155.0,244.0,297.0,54.0,16.0,0.0,3.0,12.0,159.0,100.0,6663.0,9.0
E01002832,916.0,136.0,232.0,238.0,58.0,9.0,5.0,1.0,10.0,124.0,103.0,5564.0,8.0
E01002833,881.0,109.0,208.0,263.0,50.0,6.0,1.0,8.0,16.0,149.0,71.0,7686.0,12.0
E01002834,752.0,83.0,196.0,219.0,58.0,14.0,2.0,8.0,6.0,105.0,61.0,4577.0,8.0
E01002835,831.0,77.0,203.0,272.0,68.0,14.0,7.0,9.0,7.0,131.0,43.0,5917.0,9.0
E01002836,821.0,71.0,207.0,276.0,78.0,7.0,6.0,3.0,7.0,127.0,39.0,5400.0,8.0
E01002837,782.0,81.0,185.0,254.0,66.0,2.0,2.0,4.0,8.0,125.0,55.0,4845.0,8.0
E01002839,825.0,106.0,195.0,267.0,67.0,10.0,2.0,8.0,13.0,107.0,50.0,6472.0,10.0
E01002840,539.0,115.0,137.0,105.0,24.0,4.0,2.0,1.0,9.0,99.0,43.0,3574.0,9.0
E01002841,762.0,98.0,243.0,174.0,44.0,10.0,5.0,4.0,15.0,108.0,61.0,6147.0,10.0
E01002842,418.0,89.0,135.0,79.0,28.0,6.0,3.0,0.0,3.0,32.0,43.0,2498.0,7.0
E01002843,521.0,92.0,148.0,129.0,25.0,8.0,0.0,2.0,7.0,66.0,44.0,3397.0,8.0
E01002844,721.0,86.0,213.0,147.0,39.0,5.0,6.0,3.0,18.0,148.0,56.0,5554.0,11.0
E01002845,678.0,83.0,196.0,140.0,47.0,2.0,7.0,2.0,24.0,117.0,60.0,5827.0,12.0
E01002846,808.0,115.0,153.0,270.0,70.0,22.0,2.0,6.0,8.0,98.0,64.0,5628.0,9.0
E01002847,1008.0,146.0,208.0,295.0,88.0,11.0,7.0,3.0,18.0,150.0,82.0,8624.0,11.0
E01002848,899.0,123.0,192.0,298.0,73.0,13.0,9.0,7.0,9.0,95.0,80.0,6248.0,9.0
E01002849,878.0,100.0,199.0,258.0,84.0,5.0,5.0,12.0,16.0,129.0,70.0,8427.0,12.0
E01002850,726.0,94.0,185.0,175.0,65.0,4.0,3.0,5.0,4.0,123.0,68.0,4396.0,8.0
E01002851,784.0,127.0,171.0,204.0,78.0,10.0,6.0,3.0,8.0,113.0,64.0,5941.0,10.0
