LSOA21CD,Borough,Total: All usual residents aged 16 years and over in employment the week before the census,Less than 2km,2km to less than 5km,5km to less than 10km,10km to less than 20km,20km to less than 30km,30km to less than 40km,40km to less than 60km,60km and over,Works mainly from home,"Works mainly at an offshore installation, in no fixed place, or outside the UK"
E01002472,Hillingdon ,788,57.0,46.0,88.0,61.0,55.0,7.0,0.0,2.0,379.0,93.0
E01002474,Hillingdon ,863,61.0,62.0,88.0,89.0,49.0,5.0,4.0,8.0,365.0,132.0
E01002478,Hillingdon ,773,54.0,38.0,70.0,88.0,69.0,5.0,4.0,6.0,347.0,92.0
E01002483,Hillingdon ,957,70.0,68.0,112.0,113.0,67.0,7.0,1.0,7.0,344.0,168.0
E01002484,Hillingdon ,681,52.0,56.0,90.0,64.0,39.0,5.0,1.0,7.0,257.0,110.0
E01002485,Hillingdon ,1010,73.0,73.0,134.0,129.0,61.0,7.0,4.0,6.0,330.0,193.0
E01002438,Hillingdon ,736,57.0,42.0,87.0,87.0,30.0,19.0,10.0,8.0,282.0,114.0
E01002439,Hillingdon ,735,100.0,68.0,107.0,97.0,20.0,11.0,5.0,8.0,192.0,127.0
E01002440,Hillingdon ,804,68.0,82.0,131.0,109.0,29.0,6.0,5.0,8.0,232.0,134.0
E01002441,Hillingdon ,757,51.0,47.0,117.0,120.0,24.0,7.0,6.0,4.0,258.0,123.0
E01002442,Hillingdon ,827,52.0,75.0,134.0,124.0,42.0,6.0,4.0,1.0,235.0,154.0
E01002433,Hillingdon ,1236,62.0,86.0,139.0,135.0,57.0,11.0,2.0,9.0,587.0,148.0
E01002436,Hillingdon ,812,54.0,48.0,101.0,78.0,35.0,10.0,3.0,6.0,378.0,99.0
E01002479,Hillingdon ,872,47.0,82.0,119.0,84.0,47.0,5.0,5.0,4.0,343.0,136.0
E01002480,Hillingdon ,912,39.0,82.0,88.0,92.0,53.0,9.0,0.0,9.0,440.0,100.0
E01002481,Hillingdon ,765,46.0,70.0,89.0,76.0,56.0,8.0,7.0,7.0,283.0,123.0
E01002533,Hillingdon ,742,46.0,80.0,105.0,93.0,36.0,6.0,1.0,5.0,256.0,114.0
E01002534,Hillingdon ,712,53.0,60.0,81.0,68.0,36.0,5.0,7.0,4.0,291.0,107.0
E01002538,Hillingdon ,769,32.0,89.0,89.0,86.0,41.0,3.0,1.0,3.0,297.0,128.0
E01002539,Hillingdon ,766,48.0,69.0,71.0,78.0,39.0,8.0,2.0,4.0,340.0,107.0
E01002418,Hillingdon ,894,47.0,83.0,118.0,114.0,29.0,3.0,3.0,12.0,350.0,135.0
E01002419,Hillingdon ,911,60.0,66.0,110.0,110.0,27.0,5.0,4.0,3.0,404.0,122.0
E01002431,Hillingdon ,627,38.0,66.0,50.0,66.0,17.0,4.0,2.0,5.0,316.0,63.0
E01002432,Hillingdon ,703,41.0,46.0,95.0,65.0,40.0,3.0,2.0,4.0,314.0,93.0
E01002437,Hillingdon ,571,19.0,37.0,57.0,41.0,19.0,9.0,1.0,2.0,320.0,66.0
E01002430,Hillingdon ,668,43.0,53.0,78.0,55.0,29.0,4.0,4.0,7.0,336.0,59.0
E01002434,Hillingdon ,642,38.0,39.0,77.0,56.0,20.0,7.0,1.0,1.0,319.0,84.0
E01002435,Hillingdon ,710,54.0,50.0,88.0,58.0,30.0,2.0,4.0,2.0,341.0,81.0
E01002470,Hillingdon ,855,60.0,65.0,95.0,99.0,46.0,5.0,0.0,3.0,361.0,121.0
E01002535,Hillingdon ,1194,54.0,69.0,137.0,154.0,78.0,4.0,5.0,9.0,549.0,135.0
E01002416,Hillingdon ,869,82.0,64.0,128.0,114.0,33.0,7.0,1.0,4.0,296.0,140.0
E01002417,Hillingdon ,937,47.0,79.0,117.0,109.0,40.0,2.0,1.0,2.0,419.0,121.0
E01002420,Hillingdon ,783,54.0,61.0,115.0,78.0,34.0,3.0,0.0,7.0,343.0,88.0
E01002421,Hillingdon ,844,58.0,75.0,90.0,95.0,26.0,4.0,4.0,1.0,361.0,130.0
E01002471,Hillingdon ,885,54.0,62.0,126.0,98.0,36.0,4.0,3.0,4.0,378.0,120.0
E01002465,Hillingdon ,896,55.0,63.0,117.0,146.0,48.0,4.0,3.0,7.0,290.0,163.0
E01002467,Hillingdon ,748,50.0,70.0,72.0,96.0,34.0,5.0,5.0,0.0,298.0,118.0
E01002494,Hillingdon ,926,55.0,84.0,121.0,109.0,53.0,4.0,4.0,7.0,344.0,145.0
E01002536,Hillingdon ,739,67.0,86.0,82.0,75.0,44.0,2.0,2.0,11.0,290.0,80.0
E01002537,Hillingdon ,1292,41.0,122.0,115.0,133.0,90.0,22.0,11.0,10.0,595.0,153.0
E01002415,Hillingdon ,900,66.0,67.0,129.0,115.0,40.0,6.0,2.0,3.0,360.0,112.0
E01002466,Hillingdon ,880,65.0,57.0,108.0,105.0,40.0,4.0,0.0,3.0,381.0,117.0
E01002468,Hillingdon ,949,76.0,58.0,136.0,112.0,52.0,5.0,6.0,5.0,370.0,129.0
E01002469,Hillingdon ,873,65.0,64.0,116.0,111.0,40.0,5.0,1.0,2.0,332.0,137.0
E01002495,Hillingdon ,1022,110.0,84.0,144.0,140.0,46.0,5.0,4.0,9.0,330.0,150.0
E01002458,Hillingdon ,680,32.0,62.0,83.0,60.0,43.0,7.0,3.0,1.0,303.0,86.0
E01002459,Hillingdon ,770,40.0,69.0,70.0,67.0,33.0,8.0,1.0,11.0,365.0,106.0
E01002460,Hillingdon ,732,35.0,64.0,79.0,69.0,35.0,9.0,4.0,5.0,340.0,92.0
E01002462,Hillingdon ,747,28.0,72.0,100.0,71.0,52.0,11.0,2.0,9.0,313.0,89.0
E01002464,Hillingdon ,841,50.0,81.0,87.0,84.0,37.0,8.0,0.0,1.0,384.0,109.0
E01002461,Hillingdon ,756,26.0,46.0,91.0,86.0,42.0,14.0,5.0,1.0,349.0,96.0
E01002463,Hillingdon ,732,30.0,64.0,81.0,64.0,47.0,8.0,4.0,2.0,339.0,93.0
E01002512,Hillingdon ,1041,69.0,55.0,100.0,89.0,62.0,10.0,10.0,10.0,496.0,140.0
E01002513,Hillingdon ,652,37.0,79.0,77.0,62.0,38.0,7.0,3.0,8.0,262.0,79.0
E01002516,Hillingdon ,714,39.0,73.0,107.0,59.0,34.0,5.0,4.0,3.0,286.0,104.0
E01002450,Hillingdon ,804,40.0,125.0,109.0,72.0,36.0,4.0,5.0,4.0,271.0,138.0
E01002451,Hillingdon ,744,42.0,115.0,95.0,80.0,41.0,10.0,3.0,3.0,245.0,110.0
E01002452,Hillingdon ,776,47.0,101.0,111.0,59.0,46.0,8.0,4.0,4.0,267.0,129.0
E01002453,Hillingdon ,865,41.0,132.0,144.0,81.0,42.0,1.0,5.0,6.0,282.0,131.0
E01002454,Hillingdon ,827,45.0,152.0,133.0,91.0,44.0,5.0,3.0,7.0,196.0,151.0
E01002414,Hillingdon ,776,98.0,67.0,99.0,72.0,52.0,9.0,8.0,9.0,240.0,122.0
E01002514,Hillingdon ,1044,92.0,76.0,117.0,131.0,77.0,8.0,5.0,7.0,402.0,129.0
E01034601,Hillingdon ,697,65.0,77.0,74.0,65.0,34.0,10.0,5.0,6.0,276.0,85.0
E01034602,Hillingdon ,754,57.0,47.0,83.0,94.0,56.0,8.0,1.0,4.0,312.0,92.0
E01034603,Hillingdon ,803,52.0,35.0,87.0,94.0,48.0,10.0,3.0,6.0,396.0,72.0
E01034604,Hillingdon ,657,77.0,47.0,87.0,80.0,35.0,9.0,8.0,6.0,215.0,93.0
E01034605,Hillingdon ,829,90.0,61.0,110.0,91.0,45.0,13.0,2.0,7.0,291.0,119.0
E01002520,Hillingdon ,978,87.0,81.0,121.0,129.0,50.0,12.0,4.0,5.0,303.0,186.0
E01002521,Hillingdon ,954,112.0,63.0,114.0,116.0,66.0,6.0,5.0,5.0,306.0,161.0
E01002523,Hillingdon ,783,91.0,57.0,94.0,114.0,55.0,7.0,6.0,1.0,258.0,100.0
E01034606,Hillingdon ,782,108.0,41.0,88.0,86.0,57.0,10.0,7.0,21.0,266.0,98.0
E01034607,Hillingdon ,800,121.0,68.0,108.0,80.0,41.0,10.0,5.0,10.0,235.0,122.0
E01002410,Hillingdon ,903,64.0,127.0,129.0,93.0,39.0,10.0,7.0,4.0,266.0,164.0
E01002412,Hillingdon ,1232,249.0,126.0,164.0,125.0,46.0,15.0,3.0,5.0,356.0,143.0
E01002456,Hillingdon ,778,76.0,101.0,106.0,75.0,44.0,5.0,3.0,7.0,240.0,121.0
E01002509,Hillingdon ,739,80.0,66.0,121.0,79.0,26.0,6.0,2.0,8.0,261.0,90.0
E01002511,Hillingdon ,734,77.0,82.0,108.0,78.0,28.0,11.0,8.0,6.0,203.0,133.0
E01002422,Hillingdon ,732,46.0,145.0,116.0,70.0,32.0,7.0,5.0,6.0,160.0,145.0
E01002423,Hillingdon ,873,62.0,145.0,154.0,86.0,39.0,6.0,2.0,12.0,211.0,156.0
E01002424,Hillingdon ,808,49.0,133.0,127.0,89.0,35.0,3.0,10.0,8.0,193.0,161.0
E01002425,Hillingdon ,745,40.0,158.0,127.0,60.0,20.0,7.0,4.0,5.0,174.0,150.0
E01002427,Hillingdon ,755,55.0,141.0,130.0,79.0,24.0,3.0,4.0,5.0,186.0,128.0
E01002428,Hillingdon ,785,36.0,132.0,121.0,97.0,30.0,8.0,1.0,7.0,206.0,147.0
E01002408,Hillingdon ,698,73.0,99.0,100.0,71.0,39.0,5.0,1.0,8.0,169.0,133.0
E01002409,Hillingdon ,878,81.0,124.0,121.0,87.0,34.0,10.0,2.0,11.0,244.0,164.0
E01002429,Hillingdon ,734,42.0,141.0,120.0,78.0,15.0,9.0,0.0,6.0,157.0,166.0
E01002455,Hillingdon ,848,75.0,126.0,136.0,84.0,62.0,2.0,2.0,10.0,205.0,146.0
E01002457,Hillingdon ,751,69.0,118.0,110.0,65.0,23.0,7.0,6.0,8.0,213.0,132.0
E01002392,Hillingdon ,677,47.0,130.0,139.0,84.0,20.0,3.0,5.0,7.0,103.0,139.0
E01002393,Hillingdon ,937,58.0,159.0,190.0,112.0,41.0,10.0,6.0,12.0,181.0,168.0
E01002540,Hillingdon ,776,46.0,96.0,158.0,93.0,27.0,5.0,5.0,7.0,160.0,179.0
E01002542,Hillingdon ,798,58.0,130.0,167.0,86.0,26.0,4.0,4.0,4.0,130.0,189.0
E01002543,Hillingdon ,786,44.0,135.0,157.0,86.0,22.0,3.0,8.0,3.0,141.0,187.0
E01002394,Hillingdon ,742,70.0,113.0,144.0,69.0,21.0,10.0,6.0,11.0,134.0,164.0
E01002395,Hillingdon ,622,43.0,107.0,125.0,62.0,10.0,9.0,3.0,7.0,128.0,128.0
E01002397,Hillingdon ,766,55.0,153.0,146.0,79.0,33.0,14.0,6.0,8.0,130.0,142.0
E01002398,Hillingdon ,827,74.0,114.0,154.0,104.0,27.0,3.0,1.0,12.0,189.0,149.0
E01002399,Hillingdon ,766,66.0,113.0,159.0,86.0,22.0,9.0,6.0,12.0,162.0,131.0
E01002426,Hillingdon ,840,60.0,144.0,176.0,97.0,39.0,3.0,4.0,6.0,152.0,159.0
E01002411,Hillingdon ,965,80.0,117.0,106.0,145.0,57.0,7.0,7.0,19.0,245.0,182.0
E01002413,Hillingdon ,689,66.0,102.0,90.0,77.0,31.0,5.0,2.0,8.0,180.0,128.0
E01002518,Hillingdon ,604,75.0,53.0,73.0,64.0,30.0,5.0,4.0,1.0,186.0,113.0
E01002519,Hillingdon ,1013,85.0,121.0,117.0,113.0,56.0,4.0,5.0,5.0,334.0,173.0
E01002550,Hillingdon ,909,119.0,118.0,145.0,97.0,39.0,6.0,6.0,7.0,212.0,160.0
E01034608,Hillingdon ,1224,119.0,134.0,113.0,139.0,82.0,10.0,6.0,10.0,419.0,192.0
E01034609,Hillingdon ,956,94.0,146.0,76.0,121.0,60.0,11.0,5.0,9.0,290.0,144.0
E01002541,Hillingdon ,1008,41.0,119.0,207.0,126.0,25.0,5.0,6.0,8.0,268.0,203.0
E01002544,Hillingdon ,807,38.0,87.0,147.0,82.0,20.0,4.0,5.0,14.0,235.0,175.0
E01002545,Hillingdon ,554,50.0,79.0,115.0,56.0,10.0,3.0,2.0,7.0,101.0,131.0
E01002546,Hillingdon ,754,82.0,127.0,167.0,59.0,23.0,7.0,0.0,5.0,136.0,148.0
E01002547,Hillingdon ,708,72.0,106.0,160.0,75.0,19.0,10.0,0.0,7.0,124.0,135.0
E01002400,Hillingdon ,902,67.0,142.0,153.0,97.0,37.0,7.0,5.0,6.0,225.0,163.0
E01002401,Hillingdon ,988,70.0,159.0,170.0,124.0,41.0,5.0,4.0,10.0,239.0,166.0
E01002402,Hillingdon ,759,71.0,130.0,154.0,90.0,34.0,3.0,4.0,4.0,127.0,142.0
E01002403,Hillingdon ,1047,92.0,156.0,157.0,151.0,35.0,7.0,6.0,9.0,232.0,202.0
E01002404,Hillingdon ,804,75.0,137.0,167.0,82.0,20.0,3.0,3.0,1.0,145.0,171.0
E01002548,Hillingdon ,808,100.0,116.0,109.0,87.0,31.0,11.0,3.0,6.0,202.0,143.0
E01002549,Hillingdon ,834,86.0,117.0,124.0,88.0,27.0,5.0,2.0,5.0,239.0,141.0
E01002551,Hillingdon ,926,107.0,153.0,139.0,100.0,44.0,10.0,4.0,5.0,199.0,165.0
E01002552,Hillingdon ,833,90.0,139.0,103.0,90.0,59.0,3.0,3.0,5.0,183.0,158.0
E01002553,Hillingdon ,820,105.0,121.0,107.0,96.0,38.0,7.0,4.0,8.0,163.0,171.0
E01002396,Hillingdon ,815,97.0,124.0,169.0,76.0,20.0,5.0,4.0,17.0,173.0,130.0
E01002501,Hillingdon ,762,73.0,89.0,140.0,102.0,20.0,9.0,4.0,13.0,160.0,152.0
E01002502,Hillingdon ,722,77.0,106.0,123.0,78.0,34.0,7.0,3.0,7.0,151.0,136.0
E01002505,Hillingdon ,763,78.0,114.0,152.0,83.0,20.0,11.0,7.0,7.0,144.0,147.0
E01002508,Hillingdon ,834,93.0,125.0,167.0,98.0,21.0,9.0,7.0,9.0,144.0,161.0
E01002405,Hillingdon ,836,90.0,126.0,165.0,82.0,22.0,14.0,2.0,6.0,156.0,173.0
E01002503,Hillingdon ,800,79.0,114.0,153.0,86.0,17.0,6.0,3.0,11.0,167.0,164.0
E01002506,Hillingdon ,870,102.0,138.0,175.0,93.0,25.0,19.0,1.0,10.0,130.0,177.0
E01002507,Hillingdon ,869,78.0,101.0,187.0,118.0,26.0,7.0,4.0,12.0,181.0,155.0
E01034610,Hillingdon ,718,57.0,96.0,138.0,74.0,28.0,8.0,1.0,6.0,175.0,135.0
E01034611,Hillingdon ,537,51.0,67.0,98.0,58.0,20.0,7.0,1.0,3.0,135.0,97.0
E01034612,Hillingdon ,910,107.0,148.0,158.0,112.0,34.0,8.0,2.0,12.0,183.0,146.0
E01034613,Hillingdon ,602,46.0,57.0,65.0,73.0,37.0,2.0,6.0,3.0,244.0,69.0
E01002486,Hillingdon ,993,79.0,187.0,131.0,133.0,36.0,17.0,2.0,14.0,191.0,203.0
E01002487,Hillingdon ,840,78.0,144.0,120.0,103.0,19.0,5.0,2.0,9.0,190.0,170.0
E01002526,Hillingdon ,1461,108.0,236.0,134.0,180.0,74.0,12.0,4.0,11.0,469.0,233.0
E01002528,Hillingdon ,809,67.0,150.0,109.0,82.0,37.0,9.0,7.0,10.0,170.0,168.0
E01034614,Hillingdon ,957,59.0,132.0,68.0,102.0,44.0,12.0,5.0,11.0,387.0,137.0
E01034615,Hillingdon ,1048,85.0,161.0,110.0,98.0,58.0,10.0,10.0,9.0,354.0,153.0
E01002445,Hillingdon ,726,54.0,153.0,101.0,81.0,32.0,6.0,2.0,7.0,137.0,153.0
E01002525,Hillingdon ,890,55.0,127.0,86.0,102.0,46.0,8.0,9.0,7.0,322.0,128.0
E01002529,Hillingdon ,1234,72.0,177.0,105.0,143.0,57.0,5.0,6.0,9.0,426.0,234.0
E01002530,Hillingdon ,777,77.0,153.0,120.0,99.0,33.0,6.0,3.0,8.0,142.0,136.0
E01002531,Hillingdon ,813,58.0,123.0,78.0,88.0,38.0,12.0,5.0,4.0,263.0,144.0
E01002488,Hillingdon ,791,68.0,140.0,120.0,92.0,31.0,4.0,5.0,5.0,164.0,162.0
E01002489,Hillingdon ,907,91.0,159.0,152.0,107.0,38.0,6.0,3.0,13.0,188.0,150.0
E01002490,Hillingdon ,985,85.0,221.0,161.0,104.0,19.0,7.0,4.0,4.0,181.0,199.0
E01002492,Hillingdon ,786,85.0,149.0,147.0,63.0,21.0,8.0,1.0,4.0,160.0,148.0
E01034616,Hillingdon ,804,50.0,80.0,89.0,88.0,32.0,10.0,3.0,9.0,332.0,111.0
E01034617,Hillingdon ,1126,106.0,204.0,158.0,132.0,32.0,12.0,5.0,10.0,317.0,150.0
E01002444,Hillingdon ,915,128.0,150.0,135.0,99.0,26.0,4.0,8.0,8.0,193.0,164.0
E01002446,Hillingdon ,978,66.0,207.0,134.0,102.0,37.0,13.0,4.0,24.0,219.0,172.0
E01002447,Hillingdon ,1136,165.0,229.0,138.0,145.0,42.0,13.0,14.0,9.0,171.0,210.0
E01002527,Hillingdon ,737,39.0,145.0,74.0,100.0,45.0,3.0,5.0,3.0,207.0,116.0
E01002443,Hillingdon ,1075,80.0,273.0,153.0,121.0,36.0,11.0,4.0,9.0,222.0,166.0
E01002448,Hillingdon ,999,68.0,250.0,150.0,122.0,40.0,16.0,5.0,5.0,160.0,183.0
E01002449,Hillingdon ,1022,145.0,248.0,156.0,113.0,37.0,3.0,4.0,12.0,137.0,167.0
E01002491,Hillingdon ,721,60.0,135.0,120.0,82.0,24.0,15.0,1.0,10.0,139.0,135.0
E01002493,Hillingdon ,752,84.0,116.0,140.0,82.0,23.0,14.0,0.0,6.0,138.0,149.0
E01002496,Hillingdon ,1024,75.0,91.0,154.0,143.0,31.0,5.0,7.0,7.0,335.0,176.0
E01002497,Hillingdon ,1270,71.0,122.0,185.0,179.0,63.0,4.0,4.0,7.0,451.0,184.0
E01002498,Hillingdon ,691,44.0,52.0,89.0,88.0,24.0,6.0,2.0,4.0,283.0,99.0
E01002499,Hillingdon ,1095,123.0,84.0,145.0,109.0,32.0,1.0,6.0,31.0,388.0,176.0
E01032577,Hillingdon ,892,65.0,93.0,114.0,111.0,30.0,7.0,5.0,6.0,315.0,146.0
E01002569,Hounslow ,1148,54.0,58.0,133.0,42.0,23.0,4.0,3.0,8.0,727.0,96.0
E01002570,Hounslow ,901,48.0,96.0,104.0,50.0,6.0,5.0,3.0,8.0,502.0,79.0
E01002573,Hounslow ,796,48.0,43.0,89.0,51.0,0.0,1.0,5.0,5.0,510.0,44.0
E01002574,Hounslow ,990,42.0,91.0,122.0,74.0,9.0,3.0,1.0,3.0,550.0,95.0
E01002575,Hounslow ,853,52.0,61.0,108.0,47.0,9.0,0.0,1.0,6.0,509.0,60.0
E01002620,Hounslow ,1215,87.0,207.0,207.0,145.0,26.0,7.0,6.0,16.0,339.0,175.0
E01002625,Hounslow ,761,85.0,120.0,140.0,79.0,21.0,10.0,2.0,9.0,179.0,116.0
E01002626,Hounslow ,763,66.0,118.0,116.0,78.0,15.0,5.0,9.0,12.0,218.0,126.0
E01002627,Hounslow ,696,56.0,115.0,109.0,76.0,11.0,5.0,2.0,6.0,184.0,132.0
E01002631,Hounslow ,770,89.0,122.0,159.0,75.0,17.0,6.0,6.0,12.0,153.0,131.0
E01002633,Hounslow ,862,53.0,190.0,137.0,91.0,14.0,14.0,2.0,6.0,201.0,154.0
E01002634,Hounslow ,667,68.0,132.0,100.0,67.0,13.0,7.0,1.0,5.0,128.0,146.0
E01002637,Hounslow ,795,78.0,138.0,160.0,81.0,20.0,5.0,7.0,6.0,125.0,175.0
E01002638,Hounslow ,920,80.0,178.0,162.0,80.0,23.0,9.0,6.0,12.0,170.0,200.0
E01002563,Hounslow ,992,60.0,109.0,117.0,102.0,13.0,1.0,4.0,3.0,439.0,144.0
E01002565,Hounslow ,1259,70.0,137.0,137.0,139.0,10.0,4.0,1.0,7.0,563.0,191.0
E01002567,Hounslow ,998,73.0,109.0,83.0,91.0,10.0,3.0,1.0,8.0,485.0,135.0
E01002686,Hounslow ,780,80.0,108.0,109.0,77.0,9.0,5.0,2.0,3.0,212.0,175.0
E01034032,Hounslow ,908,88.0,97.0,104.0,106.0,9.0,5.0,1.0,5.0,359.0,134.0
E01034033,Hounslow ,1150,78.0,108.0,124.0,105.0,10.0,3.0,4.0,9.0,596.0,113.0
E01002571,Hounslow ,651,36.0,44.0,62.0,31.0,5.0,3.0,0.0,1.0,410.0,59.0
E01002572,Hounslow ,693,77.0,71.0,98.0,50.0,9.0,2.0,0.0,5.0,268.0,113.0
E01002577,Hounslow ,938,60.0,65.0,80.0,82.0,7.0,3.0,3.0,4.0,516.0,118.0
E01002578,Hounslow ,712,34.0,42.0,76.0,55.0,6.0,4.0,1.0,2.0,426.0,66.0
E01002689,Hounslow ,742,47.0,53.0,77.0,41.0,2.0,2.0,2.0,1.0,444.0,73.0
E01002690,Hounslow ,704,35.0,45.0,62.0,39.0,5.0,4.0,3.0,9.0,421.0,81.0
E01002576,Hounslow ,840,56.0,71.0,80.0,69.0,3.0,2.0,0.0,8.0,449.0,102.0
E01002579,Hounslow ,801,29.0,49.0,83.0,52.0,7.0,3.0,2.0,10.0,509.0,57.0
E01002580,Hounslow ,742,47.0,61.0,81.0,55.0,3.0,1.0,6.0,5.0,392.0,91.0
E01002581,Hounslow ,1080,65.0,81.0,102.0,102.0,7.0,4.0,3.0,8.0,601.0,107.0
E01002582,Hounslow ,883,44.0,55.0,78.0,71.0,6.0,3.0,0.0,5.0,544.0,77.0
E01002675,Hounslow ,1330,127.0,140.0,162.0,137.0,10.0,8.0,2.0,10.0,593.0,141.0
E01002678,Hounslow ,1052,71.0,127.0,125.0,104.0,12.0,12.0,3.0,6.0,455.0,137.0
E01002679,Hounslow ,953,95.0,104.0,117.0,91.0,11.0,5.0,4.0,5.0,349.0,172.0
E01002680,Hounslow ,1080,73.0,124.0,128.0,128.0,14.0,7.0,4.0,5.0,424.0,173.0
E01002619,Hounslow ,911,76.0,193.0,139.0,99.0,27.0,7.0,2.0,10.0,202.0,156.0
E01002622,Hounslow ,854,81.0,157.0,133.0,92.0,26.0,6.0,2.0,10.0,202.0,145.0
E01002632,Hounslow ,854,58.0,147.0,129.0,95.0,24.0,9.0,6.0,7.0,243.0,136.0
E01002635,Hounslow ,919,86.0,163.0,128.0,89.0,27.0,8.0,3.0,10.0,249.0,156.0
E01002636,Hounslow ,963,69.0,158.0,146.0,123.0,24.0,16.0,8.0,7.0,241.0,171.0
E01002618,Hounslow ,907,69.0,152.0,131.0,98.0,21.0,9.0,4.0,7.0,272.0,144.0
E01002621,Hounslow ,932,75.0,150.0,167.0,90.0,24.0,10.0,6.0,17.0,227.0,166.0
E01002623,Hounslow ,838,86.0,131.0,138.0,102.0,14.0,3.0,8.0,8.0,210.0,138.0
E01002628,Hounslow ,973,88.0,142.0,157.0,106.0,20.0,5.0,5.0,8.0,276.0,166.0
E01002629,Hounslow ,1265,79.0,191.0,183.0,172.0,17.0,15.0,6.0,11.0,392.0,199.0
E01002630,Hounslow ,999,61.0,137.0,192.0,124.0,12.0,5.0,5.0,6.0,262.0,195.0
E01002639,Hounslow ,883,73.0,104.0,149.0,112.0,12.0,2.0,7.0,5.0,238.0,181.0
E01002640,Hounslow ,1183,98.0,181.0,157.0,165.0,24.0,5.0,12.0,14.0,280.0,247.0
E01002674,Hounslow ,1074,69.0,93.0,121.0,133.0,13.0,8.0,3.0,12.0,465.0,157.0
E01002676,Hounslow ,868,53.0,109.0,117.0,101.0,17.0,6.0,4.0,5.0,344.0,112.0
E01002583,Hounslow ,828,81.0,182.0,155.0,72.0,22.0,14.0,3.0,11.0,179.0,109.0
E01002584,Hounslow ,971,102.0,215.0,208.0,96.0,28.0,12.0,3.0,12.0,161.0,134.0
E01002585,Hounslow ,879,83.0,178.0,168.0,104.0,25.0,9.0,3.0,11.0,141.0,157.0
E01002586,Hounslow ,908,116.0,174.0,179.0,95.0,24.0,6.0,5.0,17.0,152.0,140.0
E01002589,Hounslow ,1119,115.0,212.0,218.0,154.0,22.0,7.0,4.0,18.0,188.0,181.0
E01002668,Hounslow ,1145,116.0,114.0,147.0,108.0,11.0,1.0,0.0,5.0,501.0,142.0
E01002669,Hounslow ,931,91.0,135.0,136.0,101.0,9.0,4.0,3.0,7.0,259.0,186.0
E01002681,Hounslow ,1222,146.0,133.0,179.0,103.0,13.0,3.0,0.0,7.0,456.0,182.0
E01002682,Hounslow ,1198,122.0,125.0,151.0,118.0,8.0,4.0,3.0,5.0,497.0,165.0
E01034034,Hounslow ,885,81.0,66.0,104.0,81.0,7.0,7.0,0.0,6.0,420.0,113.0
E01034035,Hounslow ,876,67.0,90.0,78.0,80.0,13.0,6.0,1.0,8.0,438.0,95.0
E01002643,Hounslow ,1251,116.0,157.0,210.0,168.0,11.0,3.0,4.0,9.0,385.0,188.0
E01002645,Hounslow ,1098,117.0,186.0,176.0,135.0,25.0,12.0,5.0,8.0,216.0,218.0
E01002658,Hounslow ,715,52.0,70.0,101.0,73.0,4.0,3.0,2.0,1.0,300.0,109.0
E01002677,Hounslow ,1169,81.0,114.0,171.0,140.0,13.0,14.0,7.0,5.0,479.0,145.0
E01034036,Hounslow ,846,64.0,127.0,129.0,153.0,18.0,2.0,3.0,9.0,234.0,107.0
E01034037,Hounslow ,896,53.0,127.0,142.0,134.0,15.0,6.0,1.0,5.0,293.0,120.0
E01002587,Hounslow ,1067,107.0,176.0,192.0,118.0,31.0,7.0,8.0,19.0,220.0,189.0
E01002588,Hounslow ,801,67.0,147.0,156.0,98.0,18.0,8.0,6.0,11.0,117.0,173.0
E01002660,Hounslow ,1005,90.0,185.0,174.0,133.0,27.0,7.0,10.0,16.0,198.0,165.0
E01002661,Hounslow ,1144,111.0,231.0,233.0,158.0,27.0,9.0,8.0,11.0,185.0,171.0
E01002665,Hounslow ,777,94.0,145.0,162.0,83.0,22.0,4.0,4.0,9.0,141.0,113.0
E01002624,Hounslow ,805,76.0,148.0,170.0,98.0,18.0,8.0,4.0,11.0,179.0,93.0
E01002646,Hounslow ,945,100.0,127.0,172.0,135.0,14.0,10.0,3.0,10.0,173.0,201.0
E01002662,Hounslow ,1342,117.0,179.0,217.0,188.0,24.0,6.0,8.0,10.0,407.0,186.0
E01002663,Hounslow ,957,95.0,192.0,160.0,121.0,26.0,7.0,4.0,17.0,174.0,161.0
E01034038,Hounslow ,811,76.0,115.0,131.0,119.0,32.0,2.0,1.0,10.0,213.0,112.0
E01034039,Hounslow ,696,75.0,121.0,146.0,66.0,19.0,6.0,1.0,1.0,151.0,110.0
E01002641,Hounslow ,1326,100.0,165.0,212.0,182.0,18.0,8.0,6.0,7.0,371.0,257.0
E01002649,Hounslow ,1000,83.0,133.0,142.0,124.0,15.0,2.0,8.0,8.0,258.0,227.0
E01002657,Hounslow ,997,84.0,145.0,124.0,129.0,17.0,3.0,1.0,15.0,318.0,161.0
E01033083,Hounslow ,1149,59.0,125.0,161.0,171.0,19.0,2.0,6.0,9.0,489.0,108.0
E01033084,Hounslow ,894,80.0,137.0,147.0,124.0,8.0,8.0,2.0,11.0,233.0,144.0
E01034040,Hounslow ,790,65.0,141.0,114.0,116.0,11.0,3.0,9.0,10.0,191.0,130.0
E01034041,Hounslow ,728,74.0,96.0,122.0,96.0,19.0,5.0,3.0,9.0,164.0,140.0
E01002653,Hounslow ,942,75.0,116.0,153.0,100.0,13.0,7.0,8.0,13.0,302.0,155.0
E01002654,Hounslow ,967,90.0,121.0,132.0,119.0,13.0,6.0,0.0,6.0,287.0,193.0
