LSOA21CD,Number of sales 2011_weighted,Number of sales 2021_weighted
E01003362,61.0,62.0
E01003363,44.0,91.0
E01003364,49.0,98.0
E01003365,51.0,91.0
E01003366,65.0,91.0
E01003368,67.0,82.0
E01003369,119.0,200.0
E01003370,116.0,87.0
E01003371,70.0,83.0
E01003372,60.0,80.0
E01003373,31.0,8.0
E01003374,26.0,57.0
E01003375,53.0,97.0
E01003376,37.0,53.0
E01003377,20.0,27.0
E01003378,85.0,65.0
E01003379,41.0,51.0
E01003380,108.0,168.0
E01003381,157.0,209.0
E01003382,156.0,235.0
E01003383,138.0,97.0
E01003384,108.0,118.0
E01003385,87.0,97.0
E01003386,47.0,47.0
E01003387,38.0,82.0
E01003388,55.0,30.0
E01003389,48.0,68.0
E01003390,35.0,9.0
E01003391,16.0,19.0
E01003392,45.0,83.0
E01003393,70.0,134.0
E01003394,36.0,96.0
E01003395,56.0,70.0
E01003396,48.0,84.0
E01003397,50.0,103.0
E01003398,54.0,143.0
E01003399,72.0,120.0
E01003400,103.0,84.0
E01003401,110.0,81.0
E01003402,100.0,93.0
E01003403,90.0,101.0
E01003404,117.0,116.0
E01003405,55.0,90.0
E01003406,45.0,58.0
E01003407,67.0,99.0
E01003408,136.0,150.0
E01003409,61.0,51.0
E01003410,29.0,44.0
E01003411,80.0,137.0
E01003412,38.0,33.0
E01003413,42.0,95.0
E01003414,30.0,56.0
E01003415,46.0,94.0
E01003416,68.0,77.0
E01003417,55.0,94.0
E01003418,42.0,79.0
E01003419,81.0,121.0
E01003420,53.0,110.0
E01003421,80.0,80.0
E01003422,67.0,85.0
E01003423,95.0,194.0
E01003424,100.0,83.0
E01003425,83.0,56.0
E01003426,66.0,71.0
E01003427,90.0,87.0
E01003428,94.0,135.0
E01003429,71.0,42.0
E01003430,22.0,15.0
E01003431,27.0,13.0
E01003432,29.0,35.0
E01003433,51.0,62.0
E01003434,51.0,42.0
E01003435,45.0,92.0
E01003436,56.0,72.0
E01003437,93.0,100.0
E01003438,64.0,47.0
E01003439,56.0,49.0
E01003440,54.0,61.0
E01003441,24.0,72.0
E01003442,126.0,120.0
E01003443,149.0,98.0
E01003444,121.0,118.0
E01003445,65.0,94.0
E01003446,242.0,140.0
E01003447,85.0,62.0
E01003448,310.0,174.0
E01003449,57.0,65.0
E01003450,65.0,75.0
E01003451,27.0,77.0
E01003452,48.0,48.0
E01003453,85.0,71.0
E01003454,103.0,100.0
E01003455,138.0,161.0
E01003456,136.0,92.0
E01003457,100.0,172.0
E01003458,174.0,140.0
E01003459,124.0,139.0
E01003460,135.0,83.0
E01003461,122.0,135.0
E01003462,73.0,105.0
E01003463,60.0,264.0
E01003464,86.0,93.0
E01003465,77.0,88.0
E01003466,95.0,91.0
E01003467,149.0,119.0
E01003468,66.0,116.0
E01003469,68.0,67.0
E01003470,81.0,113.0
E01003471,47.0,96.0
E01003472,129.0,152.0
E01003473,72.0,81.0
E01003474,94.0,85.0
E01003476,65.0,67.0
E01003477,94.0,119.0
E01003478,127.0,416.0
E01003479,40.0,50.0
E01003480,38.0,31.0
E01003481,27.0,38.0
E01003483,31.0,184.0
E01003484,51.0,38.0
E01003485,32.0,37.0
E01003486,6.0,3.0
E01003487,4.0,2.0
E01003488,7.0,36.0
E01003489,18.0,189.0
E01003490,39.0,22.0
E01003491,18.0,28.0
E01003492,37.0,27.0
E01003494,45.0,59.0
E01003495,57.0,72.0
E01003496,20.0,26.0
E01003497,28.0,25.0
E01003498,32.0,31.0
E01003499,49.0,27.0
E01003500,24.0,47.0
E01003501,35.0,44.0
E01003502,32.0,53.0
E01003503,4.0,70.0
E01003506,13.0,32.0
E01003507,52.0,35.0
E01003508,29.0,68.0
E01003509,40.0,51.0
E01003511,11.0,32.0
E01003512,35.0,34.0
E01003513,52.0,64.0
E01003514,20.0,15.0
E01003515,19.0,14.0
E01003516,35.0,29.0
E01003517,26.0,25.0
E01003518,70.0,48.0
E01003519,21.0,15.0
E01003520,25.0,30.0
E01003521,39.0,118.0
E01003522,53.0,35.0
E01003523,25.0,42.0
E01003524,35.0,32.0
E01003525,19.0,24.0
E01003526,48.0,34.0
E01003527,50.0,62.0
E01003528,15.0,16.0
E01003529,25.0,29.0
E01003530,23.0,39.0
E01003531,17.0,16.0
E01003532,29.0,26.0
E01003533,17.0,24.0
E01003534,40.0,14.0
E01003535,22.0,22.0
E01003536,56.0,39.0
E01003537,62.0,61.0
E01003538,44.0,54.0
E01003539,66.0,61.0
E01003540,25.0,23.0
E01003541,92.0,50.0
E01003542,33.0,44.0
E01003543,56.0,60.0
E01003544,37.0,90.0
E01003545,30.0,44.0
E01003546,35.0,30.0
E01003547,61.0,73.0
E01003548,49.0,71.0
E01003549,36.0,36.0
E01003550,23.0,36.0
E01003551,30.0,39.0
E01003552,40.0,32.0
E01003553,27.0,58.0
E01003554,57.0,61.0
E01003555,19.0,23.0
E01003556,29.0,30.0
E01003557,8.0,42.0
E01003558,91.0,35.0
E01003559,66.0,82.0
E01003560,31.0,22.0
E01003561,16.0,22.0
E01003562,55.0,15.0
E01003563,29.0,48.0
E01003564,27.0,35.0
E01003565,18.0,21.0
E01003566,16.0,22.0
E01003567,34.0,20.0
E01003568,39.0,33.0
E01003569,16.0,22.0
E01003570,27.0,36.0
E01003571,14.0,51.0
E01003572,20.0,30.0
E01003573,23.0,35.0
E01003574,35.0,43.0
E01003575,26.0,22.0
E01003576,17.0,28.0
E01003577,87.0,15.0
E01003578,56.0,13.0
E01003579,38.0,23.0
E01003580,45.0,30.0
E01003581,10.0,17.0
E01003582,46.0,18.0
E01003583,18.0,31.0
E01003584,46.0,58.0
E01003585,20.0,40.0
E01003586,32.0,39.0
E01003587,54.0,66.0
E01003588,15.0,32.0
E01003589,37.0,42.0
E01003590,22.0,27.0
E01003591,23.0,22.0
E01003592,39.0,46.0
E01003593,13.0,39.0
E01003594,22.0,132.0
E01003595,29.0,30.0
E01003596,22.0,36.0
E01003597,28.0,18.0
E01003598,15.0,17.0
E01003599,11.0,32.0
E01003600,27.0,20.0
E01003601,46.0,44.0
E01003602,30.0,36.0
E01003603,41.0,59.0
E01003604,55.0,64.0
E01003605,37.0,39.0
E01003607,19.0,25.0
E01003608,52.0,56.0
E01003611,7.0,11.0
E01003615,25.0,31.0
E01003616,47.0,46.0
E01003618,78.0,127.0
E01003619,26.0,60.0
E01003621,41.0,31.0
E01003622,23.0,15.0
E01003623,36.0,24.0
E01003624,36.0,30.0
E01003625,46.0,19.0
E01003626,28.0,13.0
E01003627,24.0,25.0
E01003628,31.0,40.0
E01003629,43.0,40.0
E01003630,28.0,41.0
E01003631,41.0,39.0
E01003632,65.0,69.0
E01003633,18.0,15.0
E01003634,23.0,23.0
E01003635,41.0,33.0
E01003636,40.0,31.0
E01003637,34.0,44.0
E01003638,54.0,71.0
E01003639,69.0,83.0
E01003640,65.0,81.0
E01003641,50.0,59.0
E01003642,37.0,58.0
E01003643,64.0,66.0
E01003644,35.0,52.0
E01003645,85.0,45.0
E01003646,35.0,42.0
E01003647,59.0,58.0
E01003648,88.0,125.0
E01003649,51.0,56.0
E01003650,51.0,55.0
E01003651,52.0,52.0
E01003652,61.0,73.0
E01003653,63.0,23.0
E01003654,74.0,102.0
E01003655,95.0,134.0
E01003656,63.0,89.0
E01003657,105.0,160.0
E01003658,44.0,94.0
E01003659,73.0,112.0
E01003660,108.0,126.0
E01003661,75.0,81.0
E01003662,70.0,62.0
E01003663,75.0,103.0
E01003664,78.0,79.0
E01003665,58.0,62.0
E01003666,84.0,91.0
E01003668,90.0,154.0
E01003669,104.0,111.0
E01003670,68.0,84.0
E01003671,64.0,52.0
E01003672,251.0,58.0
E01003673,113.0,150.0
E01003674,124.0,90.0
E01003675,38.0,32.0
E01003676,34.0,53.0
E01003677,55.0,54.0
E01003678,80.0,68.0
E01003679,50.0,74.0
E01003680,49.0,53.0
E01003681,59.0,57.0
E01003682,56.0,42.0
E01003683,60.0,38.0
E01003684,31.0,30.0
E01003685,29.0,22.0
E01003686,48.0,42.0
E01003688,11.0,18.0
E01003689,11.0,17.0
E01003690,138.0,41.0
E01003691,35.0,7.0
E01003692,49.0,24.0
E01003693,40.0,48.0
E01003694,41.0,37.0
E01003695,31.0,33.0
E01003696,50.0,54.0
E01003697,44.0,40.0
E01003698,45.0,68.0
E01003699,81.0,104.0
E01003700,85.0,102.0
E01003701,83.0,58.0
E01003702,100.0,102.0
E01003703,183.0,189.0
E01003704,66.0,69.0
E01003705,85.0,141.0
E01003706,61.0,79.0
E01003707,43.0,51.0
E01003708,61.0,70.0
E01003709,89.0,90.0
E01003710,76.0,84.0
E01003711,52.0,102.0
E01003712,25.0,48.0
E01003713,51.0,59.0
E01003714,45.0,58.0
E01003715,44.0,44.0
E01003716,41.0,42.0
E01003718,60.0,35.0
E01003719,39.0,40.0
E01003720,63.0,74.0
E01003721,41.0,63.0
E01003722,78.0,110.0
E01003723,60.0,70.0
E01003724,49.0,79.0
E01003725,61.0,106.0
E01003726,33.0,266.0
E01003727,56.0,84.0
E01003729,37.0,32.0
E01003730,30.0,16.0
E01003731,45.0,50.0
E01003732,27.0,16.0
E01003733,36.0,33.0
E01003734,55.0,34.0
E01003735,32.0,20.0
E01003736,38.0,50.0
E01003737,42.0,78.0
E01003738,106.0,72.0
E01003739,51.0,91.0
E01003740,54.0,82.0
E01003741,58.0,62.0
E01003742,51.0,36.0
E01003743,43.0,25.0
E01003744,98.0,79.0
E01003745,56.0,95.0
E01003746,101.0,137.0
E01003747,64.0,58.0
E01003748,132.0,75.0
E01003749,85.0,123.0
E01003750,109.0,123.0
E01003751,66.0,43.0
E01003752,120.0,90.0
E01003753,56.0,47.0
E01003754,55.0,22.0
E01003755,56.0,60.0
E01003756,55.0,58.0
E01003757,26.0,41.0
E01003759,78.0,90.0
E01003760,58.0,148.0
E01003761,20.0,23.0
E01003762,58.0,113.0
E01003763,92.0,128.0
E01003764,96.0,145.0
E01003765,92.0,145.0
E01003766,36.0,30.0
E01003767,39.0,50.0
E01003768,23.0,31.0
E01003769,22.0,36.0
E01003770,90.0,68.0
E01003771,36.0,35.0
E01003772,47.0,32.0
E01003773,69.0,45.0
E01003774,149.0,97.0
E01003775,101.0,128.0
E01003776,80.0,111.0
E01003777,176.0,185.0
E01003778,98.0,159.0
E01003779,118.0,107.0
E01003780,54.0,66.0
E01003781,45.0,27.0
E01003782,29.0,28.0
E01003783,39.0,20.0
E01003784,61.0,62.0
E01003785,44.0,38.0
E01003786,36.0,40.0
E01003787,51.0,60.0
E01003788,38.0,30.0
E01003789,68.0,84.0
E01003790,38.0,79.0
E01003791,73.0,69.0
E01003792,47.0,65.0
E01003793,67.0,138.0
E01003794,83.0,52.0
E01003795,60.0,80.0
E01003796,86.0,68.0
E01003797,86.0,95.0
E01003798,98.0,85.0
E01003799,102.0,130.0
E01003800,58.0,87.0
E01003801,106.0,73.0
E01003802,112.0,90.0
E01003803,49.0,42.0
E01003804,128.0,185.0
E01003805,118.0,123.0
E01003806,91.0,114.0
E01003807,171.0,156.0
E01003808,171.0,207.0
E01003809,129.0,129.0
E01003810,132.0,125.0
E01003811,132.0,181.0
E01003812,160.0,157.0
E01003813,127.0,108.0
E01003814,85.0,214.0
E01003815,144.0,214.0
E01003816,89.0,81.0
E01003817,144.0,276.0
E01003818,78.0,117.0
E01003819,55.0,57.0
E01003820,89.0,142.0
E01003821,116.0,116.0
E01003822,51.0,97.0
E01003823,90.0,163.0
E01003824,84.0,121.0
E01003825,96.0,158.0
E01003826,88.0,126.0
E01003827,182.0,185.0
E01003828,86.0,154.0
E01003829,50.0,101.0
E01003830,124.0,139.0
E01003831,103.0,147.0
E01003832,47.0,52.0
E01003833,80.0,100.0
E01003834,122.0,112.0
E01003835,107.0,110.0
E01003836,65.0,99.0
E01003837,129.0,200.0
E01003838,143.0,121.0
E01003839,213.0,219.0
E01003840,57.0,53.0
E01003841,59.0,47.0
E01003842,47.0,58.0
E01003843,84.0,92.0
E01003844,64.0,72.0
E01003845,88.0,128.0
E01003846,85.0,76.0
E01003847,157.0,100.0
E01003848,137.0,175.0
E01003849,131.0,134.0
E01003851,94.0,91.0
E01003852,91.0,102.0
E01003853,110.0,81.0
E01003854,117.0,106.0
E01003855,106.0,119.0
E01003856,180.0,138.0
E01003857,183.0,211.0
E01003858,169.0,141.0
E01003859,95.0,105.0
E01003860,147.0,130.0
E01003861,169.0,188.0
E01003862,69.0,90.0
E01003863,70.0,67.0
E01003864,93.0,94.0
E01003865,63.0,98.0
E01003866,156.0,174.0
E01003867,58.0,68.0
E01003868,143.0,146.0
E01003869,105.0,180.0
E01003870,140.0,144.0
E01003871,129.0,140.0
E01003872,115.0,86.0
E01003873,133.0,155.0
E01003874,192.0,215.0
E01003875,113.0,109.0
E01003876,138.0,134.0
E01003877,118.0,92.0
E01003878,74.0,45.0
E01003879,92.0,112.0
E01003880,86.0,81.0
E01003881,102.0,116.0
E01003882,105.0,176.0
E01003883,268.0,224.0
E01003884,119.0,122.0
E01003885,90.0,137.0
E01003886,101.0,114.0
E01003887,135.0,214.0
E01003888,138.0,122.0
E01003889,94.0,133.0
E01003890,67.0,134.0
E01003891,219.0,179.0
E01003892,158.0,161.0
E01003893,78.0,114.0
E01003894,117.0,162.0
E01003895,125.0,124.0
E01003896,120.0,162.0
E01003897,132.0,173.0
E01003898,144.0,150.0
E01003899,131.0,111.0
E01003900,38.0,91.0
E01003901,124.0,105.0
E01003902,65.0,85.0
E01003903,65.0,79.0
E01003904,141.0,122.0
E01003905,50.0,90.0
E01003906,90.0,92.0
E01003907,59.0,48.0
E01003908,58.0,96.0
E01003909,62.0,70.0
E01003910,111.0,101.0
E01003911,23.0,77.0
E01003912,5.0,8.0
E01003913,106.0,146.0
E01003914,78.0,98.0
E01003915,50.0,104.0
E01003916,50.0,106.0
E01003917,55.0,122.0
E01003918,14.0,59.0
E01003919,56.0,70.0
E01003920,35.0,31.0
E01003921,13.0,83.0
E01003922,59.0,72.0
E01003923,54.0,93.0
E01003924,27.0,28.0
E01003925,9.0,79.0
E01003926,23.0,34.0
E01003929,162.0,68.0
E01003930,58.0,98.0
E01003932,65.0,23.0
E01003933,49.0,155.0
E01003934,202.0,125.0
E01003935,78.0,28.0
E01003936,62.0,60.0
E01003937,115.0,76.0
E01003938,65.0,26.0
E01003939,105.0,30.0
E01003940,35.0,10.0
E01003941,184.0,60.0
E01003942,21.0,32.0
E01003943,27.0,25.0
E01003945,94.0,134.0
E01003946,77.0,108.0
E01003947,20.0,20.0
E01003948,132.0,143.0
E01003949,115.0,152.0
E01003950,42.0,86.0
E01003951,70.0,84.0
E01003952,102.0,90.0
E01003953,148.0,160.0
E01003954,112.0,158.0
E01003955,175.0,156.0
E01003956,133.0,170.0
E01003957,102.0,170.0
E01003958,140.0,170.0
E01003960,57.0,58.0
E01003961,22.0,44.0
E01003963,21.0,42.0
E01003966,24.0,30.0
E01003969,64.0,76.0
E01003971,0.0,0.0
E01003972,19.0,41.0
E01003973,19.0,21.0
E01003975,115.0,41.0
E01003976,125.0,66.0
E01003977,149.0,93.0
E01003979,58.0,329.0
E01003980,47.0,46.0
E01003981,35.0,43.0
E01003983,21.0,13.0
E01003984,56.0,95.0
E01003986,14.0,53.0
E01003987,34.0,44.0
E01003988,26.0,29.0
E01003989,3.0,33.0
E01003990,29.0,47.0
E01003991,19.0,43.0
E01003992,24.0,38.0
E01003993,12.0,17.0
E01003994,23.0,152.0
E01003995,49.0,40.0
E01003997,44.0,53.0
E01003998,99.0,48.0
E01003999,40.0,42.0
E01004000,79.0,147.0
E01004001,32.0,41.0
E01004002,101.0,168.0
E01004003,38.0,68.0
E01004004,88.0,108.0
E01004005,39.0,130.0
E01004006,57.0,118.0
E01004007,21.0,20.0
E01004008,32.0,30.0
E01004010,43.0,59.0
E01004011,14.0,26.0
E01004012,64.0,86.0
E01004013,19.0,55.0
E01004014,25.0,85.0
E01004015,144.0,162.0
E01004016,152.0,181.0
E01004017,135.0,119.0
E01004018,152.0,204.0
E01004019,111.0,139.0
E01004020,60.0,68.0
E01004021,118.0,139.0
E01004023,46.0,43.0
E01004024,26.0,27.0
E01004028,57.0,51.0
E01004029,326.0,90.0
E01004030,48.0,50.0
E01004031,256.0,63.0
E01004032,112.0,108.0
E01004033,35.0,34.0
E01004034,16.0,34.0
E01004035,37.0,37.0
E01004036,39.0,22.0
E01004037,93.0,65.0
E01004038,32.0,58.0
E01004039,73.0,53.0
E01004040,7.0,11.0
E01004041,33.0,20.0
E01004042,52.0,29.0
E01004043,69.0,103.0
E01004044,42.0,28.0
E01004045,24.0,47.0
E01004046,111.0,91.0
E01004047,21.0,52.0
E01004048,91.0,102.0
E01004049,24.0,43.0
E01004050,92.0,106.0
E01004051,134.0,201.0
E01004052,132.0,143.0
E01004053,195.0,157.0
E01004054,148.0,151.0
E01004055,18.0,20.0
E01004056,85.0,94.0
E01004057,69.0,140.0
E01004058,141.0,116.0
E01004059,100.0,82.0
E01004060,85.0,29.0
E01004061,118.0,126.0
E01004062,102.0,150.0
E01004063,141.0,148.0
E01004064,59.0,107.0
E01004065,121.0,118.0
E01004066,93.0,84.0
E01004067,54.0,46.0
E01004068,26.0,49.0
E01004069,70.0,78.0
E01004070,113.0,127.0
E01004071,76.0,131.0
E01004072,88.0,144.0
E01004073,100.0,98.0
E01004074,99.0,103.0
E01004075,109.0,96.0
E01004076,77.0,71.0
E01004077,66.0,78.0
E01004078,80.0,119.0
E01004079,32.0,59.0
E01004080,60.0,73.0
E01004081,110.0,133.0
E01004082,47.0,73.0
E01004083,13.0,38.0
E01004084,61.0,97.0
E01004085,52.0,78.0
E01004086,53.0,111.0
E01004087,55.0,89.0
E01004088,9.0,4.0
E01004089,30.0,42.0
E01004090,20.0,31.0
E01004091,58.0,79.0
E01004092,83.0,88.0
E01004093,96.0,102.0
E01004094,146.0,198.0
E01004095,84.0,99.0
E01004096,133.0,167.0
E01004097,51.0,104.0
E01004098,53.0,86.0
E01004099,108.0,116.0
E01004100,70.0,131.0
E01004101,71.0,128.0
E01004102,109.0,117.0
E01004103,110.0,153.0
E01004104,77.0,85.0
E01004105,79.0,131.0
E01004106,55.0,119.0
E01004107,80.0,91.0
E01004108,65.0,125.0
E01004109,53.0,80.0
E01004110,102.0,118.0
E01004111,73.0,143.0
E01004112,130.0,126.0
E01004114,85.0,102.0
E01004115,88.0,125.0
E01004116,101.0,121.0
E01004117,58.0,91.0
E01004118,68.0,102.0
E01004119,113.0,100.0
E01004120,67.0,81.0
E01004121,52.0,90.0
E01004122,52.0,108.0
E01004123,67.0,85.0
E01004124,51.0,93.0
E01004125,31.0,48.0
E01004126,34.0,66.0
E01004127,81.0,73.0
E01004128,44.0,44.0
E01004129,34.0,25.0
E01004130,75.0,134.0
E01004131,64.0,133.0
E01004132,51.0,73.0
E01004133,47.0,92.0
E01004134,53.0,78.0
E01004135,47.0,68.0
E01004136,58.0,65.0
E01004137,101.0,175.0
E01004138,120.0,141.0
E01004139,68.0,86.0
E01004140,51.0,44.0
E01004141,94.0,77.0
E01004143,87.0,102.0
E01004144,73.0,117.0
E01004145,79.0,165.0
E01004146,71.0,135.0
E01004147,67.0,119.0
E01004148,54.0,73.0
E01004149,100.0,121.0
E01004150,102.0,140.0
E01004151,136.0,106.0
E01004152,136.0,88.0
E01004153,125.0,158.0
E01004154,54.0,93.0
E01004155,116.0,123.0
E01004156,133.0,176.0
E01004157,68.0,66.0
E01004158,92.0,167.0
E01004159,58.0,160.0
E01004160,63.0,63.0
E01004161,94.0,143.0
E01004162,96.0,95.0
E01004163,95.0,108.0
E01004164,59.0,105.0
E01004165,74.0,150.0
E01004166,67.0,147.0
E01004167,42.0,62.0
E01004168,75.0,106.0
E01004169,63.0,136.0
E01004170,256.0,129.0
E01004171,69.0,98.0
E01004172,90.0,110.0
E01004173,58.0,93.0
E01004174,75.0,122.0
E01004175,75.0,145.0
E01004176,100.0,112.0
E01004177,83.0,139.0
E01004178,94.0,153.0
E01004179,63.0,113.0
E01004180,75.0,101.0
E01004181,134.0,154.0
E01004182,57.0,50.0
E01004183,72.0,81.0
E01004184,36.0,64.0
E01004185,35.0,208.0
E01004186,117.0,164.0
E01004187,96.0,72.0
E01004189,46.0,80.0
E01004190,90.0,100.0
E01004191,68.0,101.0
E01004192,116.0,135.0
E01004193,300.0,198.0
E01004194,118.0,156.0
E01004195,94.0,121.0
E01004196,62.0,147.0
E01004198,19.0,42.0
E01004199,10.0,31.0
E01004200,122.0,93.0
E01004201,31.0,53.0
E01004202,100.0,158.0
E01004203,56.0,61.0
E01004204,17.0,38.0
E01004205,37.0,87.0
E01004206,28.0,17.0
E01004207,35.0,32.0
E01004208,51.0,62.0
E01004209,15.0,25.0
E01004211,90.0,50.0
E01004212,40.0,76.0
E01004214,9.0,37.0
E01004216,103.0,82.0
E01004217,53.0,79.0
E01004218,84.0,96.0
E01004219,40.0,115.0
E01004221,43.0,73.0
E01004222,58.0,69.0
E01004223,42.0,64.0
E01004226,40.0,111.0
E01004228,93.0,124.0
E01004229,56.0,40.0
E01004230,81.0,88.0
E01004231,40.0,32.0
E01004232,87.0,114.0
E01004233,82.0,66.0
E01004234,124.0,181.0
E01004235,8.0,115.0
E01004236,12.0,9.0
E01004237,44.0,38.0
E01004239,15.0,29.0
E01004240,47.0,31.0
E01004241,9.0,37.0
E01004243,12.0,75.0
E01004244,149.0,26.0
E01004245,19.0,60.0
E01004247,25.0,34.0
E01004248,10.0,28.0
E01004249,24.0,6.0
E01004251,68.0,59.0
E01004255,29.0,36.0
E01004256,24.0,29.0
E01004257,36.0,25.0
E01004258,105.0,101.0
E01004259,123.0,88.0
E01004260,35.0,34.0
E01004263,49.0,28.0
E01004264,27.0,22.0
E01004266,50.0,53.0
E01004267,154.0,91.0
E01004268,128.0,25.0
E01004270,59.0,79.0
E01004271,21.0,104.0
E01004272,27.0,54.0
E01004274,45.0,33.0
E01004275,70.0,64.0
E01004276,210.0,146.0
E01004277,164.0,101.0
E01004280,96.0,24.0
E01004281,157.0,110.0
E01004283,74.0,54.0
E01004286,56.0,61.0
E01004287,38.0,64.0
E01004288,32.0,35.0
E01004289,105.0,49.0
E01004290,61.0,43.0
E01004291,172.0,153.0
E01004292,140.0,132.0
E01004293,190.0,138.0
E01004295,88.0,21.0
E01004296,59.0,70.0
E01004297,181.0,158.0
E01004298,25.0,15.0
E01004300,35.0,21.0
E01004301,143.0,63.0
E01004302,36.0,7.0
E01004303,56.0,93.0
E01004304,11.0,30.0
E01004305,25.0,20.0
E01004306,78.0,39.0
E01004307,208.0,64.0
E01004308,48.0,31.0
E01004309,59.0,46.0
E01004310,40.0,46.0
E01004311,40.0,51.0
E01004312,20.0,17.0
E01004313,101.0,57.0
E01004315,65.0,61.0
E01004316,28.0,26.0
E01004319,123.0,23.0
E01004321,14.0,15.0
E01004322,43.0,401.0
E01004323,39.0,41.0
E01004324,53.0,32.0
E01004326,98.0,37.0
E01004327,34.0,42.0
E01004328,47.0,111.0
E01004329,51.0,93.0
E01004330,72.0,146.0
E01004331,65.0,116.0
E01004332,40.0,55.0
E01004333,25.0,67.0
E01004334,14.0,21.0
E01004335,6.0,22.0
E01004336,34.0,50.0
E01004337,49.0,80.0
E01004338,39.0,53.0
E01004339,61.0,118.0
E01004340,31.0,60.0
E01004341,24.0,47.0
E01004342,82.0,72.0
E01004343,71.0,142.0
E01004344,43.0,75.0
E01004345,59.0,119.0
E01004346,41.0,72.0
E01004347,135.0,200.0
E01004348,115.0,217.0
E01004349,26.0,64.0
E01004350,83.0,87.0
E01004351,64.0,123.0
E01004352,83.0,136.0
E01004353,126.0,126.0
E01004354,93.0,150.0
E01004355,112.0,104.0
E01004356,26.0,62.0
E01004357,55.0,112.0
E01004358,96.0,112.0
E01004359,90.0,99.0
E01004360,47.0,78.0
E01004361,45.0,73.0
E01004362,53.0,134.0
E01004363,51.0,78.0
E01004364,39.0,47.0
E01004365,38.0,71.0
E01004366,53.0,85.0
E01004367,27.0,64.0
E01004368,68.0,100.0
E01004369,70.0,188.0
E01004370,56.0,161.0
E01004371,54.0,83.0
E01004372,83.0,186.0
E01004373,42.0,124.0
E01004374,107.0,143.0
E01004375,74.0,144.0
E01004376,57.0,59.0
E01004377,54.0,112.0
E01004378,57.0,79.0
E01004379,80.0,90.0
E01004380,76.0,98.0
E01004381,90.0,144.0
E01004382,28.0,49.0
E01004383,51.0,86.0
E01004384,82.0,98.0
E01004385,95.0,84.0
E01004386,77.0,107.0
E01004387,68.0,73.0
E01004388,81.0,80.0
E01004389,67.0,94.0
E01004390,45.0,89.0
E01004391,105.0,171.0
E01004392,89.0,160.0
E01004393,73.0,110.0
E01004394,66.0,119.0
E01004395,92.0,113.0
E01004396,57.0,117.0
E01004397,99.0,114.0
E01004398,9.0,63.0
E01004399,22.0,36.0
E01004400,75.0,76.0
E01004401,62.0,126.0
E01004402,43.0,110.0
E01004403,56.0,61.0
E01004404,180.0,118.0
E01004405,65.0,109.0
E01004406,85.0,116.0
E01004407,20.0,43.0
E01004408,92.0,110.0
E01004409,50.0,123.0
E01004410,65.0,84.0
E01004411,51.0,106.0
E01004412,81.0,111.0
E01004413,31.0,81.0
E01004414,73.0,72.0
E01004415,73.0,60.0
E01004416,79.0,256.0
E01004417,86.0,64.0
E01004418,75.0,87.0
E01004419,86.0,84.0
E01004420,60.0,67.0
E01004421,55.0,54.0
E01004422,63.0,100.0
E01004423,29.0,83.0
E01004424,34.0,120.0
E01004425,110.0,152.0
E01004426,47.0,97.0
E01004427,81.0,133.0
E01004428,16.0,23.0
E01004429,74.0,88.0
E01004430,107.0,109.0
E01004432,55.0,99.0
E01004434,47.0,54.0
E01004435,57.0,97.0
E01004436,55.0,66.0
E01004437,64.0,78.0
E01004438,71.0,180.0
E01004439,38.0,112.0
E01004440,70.0,113.0
E01004441,54.0,103.0
E01004442,52.0,115.0
E01004443,22.0,58.0
E01004444,66.0,160.0
E01004445,62.0,114.0
E01004446,79.0,142.0
E01004447,95.0,120.0
E01004448,68.0,165.0
E01004449,44.0,21.0
E01004450,75.0,105.0
E01004451,51.0,80.0
E01004452,116.0,130.0
E01004453,60.0,82.0
E01004454,88.0,95.0
E01004455,56.0,69.0
E01004456,37.0,17.0
E01004457,108.0,160.0
E01004458,74.0,76.0
E01004459,15.0,22.0
E01004460,80.0,107.0
E01004462,73.0,78.0
E01004463,147.0,247.0
E01004464,18.0,88.0
E01004465,56.0,101.0
E01004466,73.0,148.0
E01004467,42.0,153.0
E01004468,107.0,113.0
E01004469,36.0,36.0
E01004470,52.0,96.0
E01004471,53.0,117.0
E01004472,124.0,235.0
E01004473,134.0,189.0
E01004474,153.0,197.0
E01004475,103.0,113.0
E01004476,126.0,207.0
E01004477,78.0,101.0
E01004478,127.0,102.0
E01004479,87.0,101.0
E01004480,169.0,169.0
E01004481,103.0,151.0
E01004482,56.0,65.0
E01004483,175.0,182.0
E01004484,109.0,146.0
E01004485,95.0,127.0
E01004486,134.0,134.0
E01004487,94.0,111.0
E01004488,104.0,89.0
E01004489,112.0,73.0
E01004490,167.0,199.0
E01004491,100.0,101.0
E01004492,169.0,218.0
E01004493,182.0,240.0
E01004494,126.0,148.0
E01004495,62.0,89.0
E01004496,214.0,190.0
E01004497,110.0,150.0
E01004498,215.0,267.0
E01004499,148.0,139.0
E01004500,306.0,178.0
E01004501,123.0,78.0
E01004502,111.0,154.0
E01004503,124.0,112.0
E01004504,72.0,105.0
E01004505,123.0,147.0
E01004506,150.0,132.0
E01004507,144.0,184.0
E01004508,229.0,169.0
E01004510,159.0,158.0
E01004511,140.0,160.0
E01004512,144.0,162.0
E01004513,141.0,169.0
E01004514,183.0,155.0
E01004515,142.0,148.0
E01004516,50.0,96.0
